"gene","rloop_density","rloop_rank","rloop_empirical_p","rloop_z"
"STRN4",8.84,928,0.0344801961804265,1.81867916393028
"MIR3191",8.83,929,0.0345173515642417,1.81819258374647
"MIR4648",8.83,930,0.0345545069480568,1.81770643365799
"TMEM147-AS1",8.83,931,0.0345916623318719,1.81722071279047
"CHRNG",8.82,932,0.034628817715687,1.81673542027228
"ZNF598",8.82,933,0.0346659730995021,1.81625055523449
"CLDN15",8.81,934,0.0347031284833172,1.81576611681086
"LOC102723566",8.81,935,0.0347402838671323,1.81528210413783
"LRCH4",8.81,936,0.0347774392509475,1.81479851635454
"C12ORF57",8.8,937,0.0348145946347626,1.81431535260275
"MIR6872",8.8,938,0.0348517500185777,1.81383261202692
"PRAF2",8.8,939,0.0348889054023928,1.81335029377412
"IRF2BPL",8.79,940,0.0349260607862079,1.81286839699404
"TSKU",8.78,941,0.034963216170023,1.81238692083902
"C16ORF59",8.77,942,0.0350003715538382,1.81190586446399
"LINC01311",8.77,943,0.0350375269376533,1.81142522702647
"MIR1282",8.76,944,0.0350746823214684,1.81094500768659
"SHC1",8.76,945,0.0351118377052835,1.81046520560702
"SNORA80B",8.76,946,0.0351489930890986,1.80998581995303
"TINF2",8.76,947,0.0351861484729137,1.80950684989243
"SNHG16",8.74,948,0.0352233038567288,1.80902829459556
"LOC606724",8.73,949,0.035260459240544,1.80855015323531
"SF1",8.72,950,0.0352976146243591,1.8080724249871
"GATA3",8.71,951,0.0353347700081742,1.80759510902884
"MRPL20",8.71,952,0.0353719253919893,1.80711820454095
"SLC25A5-AS1",8.69,953,0.0354090807758044,1.80664171070635
"ANKRD23",8.68,954,0.0354462361596195,1.80616562671044
"XRCC3",8.68,955,0.0354833915434346,1.80568995174109
"TIMM13",8.67,956,0.0355205469272498,1.80521468498863
"DRAP1",8.66,957,0.0355577023110649,1.80473982564583
"TMUB2",8.66,958,0.03559485769488,1.80426537290792
"LOC100288162",8.65,959,0.0356320130786951,1.80379132597255
"BCL9L",8.64,960,0.0356691684625102,1.80331768403981
"GPAA1",8.64,961,0.0357063238463253,1.80284444631217
"MIR4673",8.64,962,0.0357434792301404,1.80237161199453
"SNHG15",8.64,963,0.0357806346139556,1.80189918029417
"MIR6511B2",8.63,964,0.0358177899977707,1.80142715042076
"RPL27A",8.63,965,0.0358549453815858,1.80095552158632
"CCDC183",8.62,966,0.0358921007654009,1.80048429300527
"NUTM2G",8.62,967,0.035929256149216,1.80001346389435
"SIK1",8.62,968,0.0359664115330311,1.79954303347267
"FAM83E",8.58,969,0.0360035669168463,1.79907300096165
"CSNK1G2-AS1",8.57,970,0.0360407223006614,1.79860336558507
"LOC102724428",8.57,971,0.0360778776844765,1.79813412656899
"CDK9",8.55,972,0.0361150330682916,1.79766528314179
"SCX",8.55,973,0.0361521884521067,1.79719683453416
"ATP5D",8.54,974,0.0361893438359218,1.79672877997905
"SSR4",8.54,975,0.0362264992197369,1.79626111871173
"SEMA3B",8.52,976,0.0362636546035521,1.79579384996971
"CCDC28B",8.51,977,0.0363008099873672,1.79532697299276
"MIR4453",8.51,978,0.0363379653711823,1.79486048702292
"CCDC189",8.5,979,0.0363751207549974,1.79439439130445
"NUDT22",8.49,980,0.0364122761388125,1.79392868508387
"SF3A2",8.48,981,0.0364494315226276,1.79346336760991
"TMEM132A",8.48,982,0.0364865869064427,1.79299843813351
"TRMT1",8.48,983,0.0365237422902579,1.79253389590784
"NOXA1",8.47,984,0.036560897674073,1.79206974018825
"DINO",8.46,985,0.0365980530578881,1.79160597023228
"MIR6511B1",8.46,986,0.0366352084417032,1.79114258529966
"MIR6835",8.46,987,0.0366723638255183,1.79067958465228
"PISD",8.46,988,0.0367095192093334,1.79021696755423
"TMEM208",8.46,989,0.0367466745931485,1.7897547332717
"ANAPC11",8.45,990,0.0367838299769637,1.78929288107307
"IDH3B",8.44,991,0.0368209853607788,1.78883141022884
"MIR5684",8.44,992,0.0368581407445939,1.78837032001165
"MIR6832",8.44,993,0.036895296128409,1.78790960969626
"EFNA1",8.43,994,0.0369324515122241,1.78744927855953
"CBS",8.42,995,0.0369696068960392,1.78698932588044
"FAU",8.42,996,0.0370067622798544,1.78652975094007
"HGS",8.41,997,0.0370439176636695,1.78607055302158
"HRC",8.41,998,0.0370810730474846,1.7856117314102
"NOP56",8.4,999,0.0371182284312997,1.78515328539326
"EMD",8.39,1000,0.0371553838151148,1.78469521426013
