"gene","dsb_density","dsb_rank","dsb_empirical_p","dsb_z"
"SNORA48",401.02,405,0.015692200395211,2.15216449695786
"MIR1245B",399.39,406,0.0157309465690263,2.15118129109711
"HEATR6",398.58,407,0.0157696927428416,2.15020016038213
"PNRC2",398.575,408,0.015808438916657,2.14922109513131
"SRRM2",398.03,409,0.0158471850904723,2.14824408573197
"CBY3",397.94,410,0.0158859312642877,2.1472691226397
"MIR3124",396.775,411,0.015924677438103,2.14629619637771
"MIR379",396.775,412,0.0159634236119183,2.14532529753618
"MIR4662A",396.775,413,0.0160021697857337,2.14435641677163
"MIR6791",396.775,414,0.016040915959549,2.14338954480631
"MIR6829",396.775,415,0.0160796621333643,2.14242467242753
"CTSD",396.535,416,0.0161184083071797,2.14146179048711
"TCEAL3",394.755,417,0.016157154480995,2.14050088990072
"EEF1A1",394.62,418,0.0161959006548103,2.13954196164732
"LINC00994",393.84,419,0.0162346468286257,2.13858499676854
"MIR1245A",393.68,420,0.016273393002441,2.13762998636813
"MIR2909",393.68,421,0.0163121391762563,2.13667692161133
"MIR4639",393.68,422,0.0163508853500717,2.13572579372436
"HNRNPA3",392.405,423,0.016389631523887,2.13477659399381
"SNORA71A",392.36,424,0.0164283776977024,2.13382931376608
"MIR148A",391.025,425,0.0164671238715177,2.13288394444688
"MIR376A1",391.025,426,0.016505870045333,2.13194047750063
"SNORA75",391.025,427,0.0165446162191484,2.13099890444995
"HNRNPH1",390.595,428,0.0165833623929637,2.1300592168751
"PRMT6",389.72,429,0.016622108566779,2.12912140641351
"ARHGDIA",388.325,430,0.0166608547405944,2.12818546475918
"PRICKLE2-AS2",388.165,431,0.0166996009144097,2.12725138366225
"MIR3692",385.44,432,0.016738347088225,2.12631915492841
"MIR4537",385.44,433,0.0167770932620404,2.12538877041846
"MIR6849",385.44,434,0.0168158394358557,2.12446022204779
"MIR6854",385.44,435,0.016854585609671,2.12353350178587
"MIR7162",385.44,436,0.0168933317834864,2.1226086016558
"BHLHE40",384.86,437,0.0169320779573017,2.12168551373381
"C19ORF43",384.82,438,0.0169708241311171,2.12076423014876
"INTS2",383.66,439,0.0170095703049324,2.11984474308174
"RPS13",382.965,440,0.0170483164787477,2.11892704476553
"MIR4329",382.745,441,0.0170870626525631,2.11801112748418
"MIR5700",382.745,442,0.0171258088263784,2.11709698357255
"SNORD114-18",382.745,443,0.0171645550001937,2.11618460541585
"SNORD114-26",382.745,444,0.0172033011740091,2.11527398544923
"SNORD50B",382.745,445,0.0172420473478244,2.11436511615729
"RNFT1",380.27,446,0.0172807935216397,2.11345799007369
"MIR374C",380.01,447,0.0173195396954551,2.11255259978067
"GSKIP",379.975,448,0.0173582858692704,2.1116489379087
"C19ORF48",378.835,449,0.0173970320430857,2.11074699713598
