"gene","dsb_density","dsb_rank","dsb_empirical_p","dsb_z"
"SNORA16A",204.13,913,0.0353752566934015,1.80707546600215
"SNORA80E",204.13,914,0.0354140028672169,1.80657861881854
"DDX11L1",203.885,915,0.0354527490410322,1.80608221720184
"ADAMTS9",203.755,916,0.0354914952148475,1.80558626023153
"HOOK2",203.315,917,0.0355302413886629,1.80509074698995
"PRAC1",203.29,918,0.0355689875624782,1.80459567656238
"YWHAZ",202.975,919,0.0356077337362935,1.80410104803695
"SENP3-EIF4A1",202.9,920,0.0356464799101089,1.80360686050469
"PIP5K1A",202.895,921,0.0356852260839242,1.80311311305947
"SNORA51",202.865,922,0.0357239722577396,1.80261980479801
"ATG101",202.76,923,0.0357627184315549,1.80212693481988
"HNRNPK",202.725,924,0.0358014646053702,1.80163450222745
"SNORA2A",202.63,925,0.0358402107791856,1.80114250612593
"SNORA46",202.63,926,0.0358789569530009,1.80065094562331
"TAF13",202.475,927,0.0359177031268162,1.80015981983036
"IL17C",202.44,928,0.0359564493006316,1.79966912786065
"PRICKLE2-AS3",202.145,929,0.0359951954744469,1.79917886883051
"MGAT2",201.95,930,0.0360339416482622,1.798689041859
"SNORA9",201.35,931,0.0360726878220776,1.79819964606795
"LINC01783",201.245,932,0.0361114339958929,1.7977106805819
"SLX1A-SULT1A3",200.88,933,0.0361501801697082,1.79722214452813
"CYB561D1",200.805,934,0.0361889263435236,1.7967340370366
"SERBP1",200.445,935,0.0362276725173389,1.79624635723998
"PAQR4",200.245,936,0.0362664186911542,1.79575910427363
"HFM1",200.115,937,0.0363051648649696,1.79527227727558
"SNORA22",199.855,938,0.0363439110387849,1.79478587538652
"MIR181D",199.695,939,0.0363826572126003,1.79429989774978
"SCARNA11",199.695,940,0.0364214033864156,1.79381434351136
"SNORA2B",199.695,941,0.0364601495602309,1.79332921181985
"SNORA4",199.695,942,0.0364988957340463,1.79284450182649
"TCF25",199.64,943,0.0365376419078616,1.79236021268512
"RPS6",199.635,944,0.0365763880816769,1.79187634355217
"RIPK4",199.245,945,0.0366151342554923,1.79139289358667
"TIGD1",199.035,946,0.0366538804293076,1.79090986195019
"SPRYD4",198.885,947,0.0366926266031229,1.79042724780691
"PDCD5",198.44,948,0.0367313727769383,1.78994505032355
"LOC730202",198.39,949,0.0367701189507536,1.78946326866934
"SCARNA18B",198.39,950,0.036808865124569,1.7889819020161
"SNORA63",198.39,951,0.0368476112983843,1.78850094953813
"MIR1302-3",198.255,952,0.0368863574721996,1.78802041041226
"SCARNA21",198.255,953,0.036925103646015,1.78754028381782
"PFDN5",198.11,954,0.0369638498198303,1.78706056893663
"BCL9L",198.07,955,0.0370025959936456,1.78658126495298
"SYT12",197.89,956,0.037041342167461,1.78610237105367
"CROCCP2",197.835,957,0.0370800883412763,1.78562388642791
"PKMYT1",197.71,958,0.0371188345150916,1.78514581026741
"SCRIB",197.315,959,0.037157580688907,1.78466814176628
"TUFT1",196.995,960,0.0371963268627223,1.78419088012109
"SNORA80A",196.94,961,0.0372350730365376,1.78371402453082
"SNORA7B",196.84,962,0.037273819210353,1.78323757419687
"RPS25",196.665,963,0.0373125653841683,1.78276152832303
"RPL23",196.33,964,0.0373513115579837,1.78228588611549
"URB1-AS1",195.985,965,0.037390057731799,1.78181064678283
"RPS5",195.835,966,0.0374288039056143,1.78133580953598
"SNORD94",195.515,967,0.0374675500794297,1.78086137358826
"B3GNT8",195.055,968,0.037506296253245,1.78038733815533
"PILRB",194.95,969,0.0375450424270603,1.7799137024552
"PMEPA1",194.8,970,0.0375837886008757,1.77944046570821
"PTPN7",194.435,971,0.037622534774691,1.77896762713702
"TMEM183B",194.425,972,0.0376612809485063,1.77849518596662
"MIR1302-10",194.105,973,0.0377000271223217,1.77802314142431
"RNVU1-8",194.07,974,0.037738773296137,1.77755149273967
"DDIT4",193.985,975,0.0377775194699523,1.77708023914458
"SREBF1",193.945,976,0.0378162656437677,1.7766093798732
"CDT1",193.735,977,0.037855011817583,1.77613891416196
"RPL36",193.67,978,0.0378937579913984,1.77566884124954
"THSD4",193.62,979,0.0379325041652137,1.7751991603769
"POLE3",193.54,980,0.037971250339029,1.7747298707872
"DHX40",193.515,981,0.0380099965128444,1.77426097172588
"THRIL",193.49,982,0.0380487426866597,1.77379246244057
"RASA4",193.275,983,0.038087488860475,1.77332434218115
"ZHX1-C8ORF76",192.925,984,0.0381262350342904,1.77285661019967
"C3ORF49",192.865,985,0.0381649812081057,1.77238926575041
"FUK",192.79,986,0.038203727381921,1.77192230808983
"TIPARP-AS1",192.715,987,0.0382424735557364,1.77145573647657
"SNORA70G",192.71,988,0.0382812197295517,1.77098955017144
"SNORD97",192.71,989,0.038319965903367,1.77052374843743
"RPS10",192.69,990,0.0383587120771824,1.77005833053966
"WDR74",192.345,991,0.0383974582509977,1.76959329574543
"HIST1H2AE",192.035,992,0.038436204424813,1.76912864332415
"SPG7",191.95,993,0.0384749505986284,1.76866437254737
"CLDN3",191.81,994,0.0385136967724437,1.76820048268878
"RAB17",191.67,995,0.0385524429462591,1.76773697302415
"C15ORF39",191.575,996,0.0385911891200744,1.76727384283139
"ACTRT3",191.485,997,0.0386299352938897,1.76681109139049
"TPSB2",191.465,998,0.0386686814677051,1.76634871798353
"ULK3",191.465,999,0.0387074276415204,1.76588672189467
"TFAP2C",191.23,1000,0.0387461738153357,1.76542510241015
