"gene","top1_density","top1_rank","top1_empirical_p","top1_z"
"LOC100101148",1.51,919,0.0341457977260905,1.82307788550401
"LOC101927817",1.51,920,0.0341829531099056,1.82258739466183
"LOC101928433",1.51,921,0.0342201084937207,1.82209734190845
"LOC148413",1.51,922,0.0342572638775359,1.82160772634453
"MED13L",1.51,923,0.034294419261351,1.82111854707353
"MINCR",1.51,924,0.0343315746451661,1.82062980320175
"MIR1205",1.51,925,0.0343687300289812,1.82014149383828
"MIR192",1.51,926,0.0344058854127963,1.81965361809498
"MIR3975",1.51,927,0.0344430407966114,1.81916617508651
"MIR4290",1.51,928,0.0344801961804265,1.81867916393028
"MIR4701",1.51,929,0.0345173515642417,1.81819258374647
"MIR6084",1.51,930,0.0345545069480568,1.81770643365799
"MIR6504",1.51,931,0.0345916623318719,1.81722071279047
"MKRN2OS",1.51,932,0.034628817715687,1.81673542027228
"NDUFA4L2",1.51,933,0.0346659730995021,1.81625055523449
"NOP14-AS1",1.51,934,0.0347031284833172,1.81576611681086
"PARD3-AS1",1.51,935,0.0347402838671323,1.81528210413783
"PDCD4",1.51,936,0.0347774392509475,1.81479851635454
"PIM1",1.51,937,0.0348145946347626,1.81431535260275
"RAN",1.51,938,0.0348517500185777,1.81383261202692
"RPL37A",1.51,939,0.0348889054023928,1.81335029377412
"RPS19",1.51,940,0.0349260607862079,1.81286839699404
"SDC4P",1.51,941,0.034963216170023,1.81238692083902
"SLFNL1",1.51,942,0.0350003715538382,1.81190586446399
"SLITRK6",1.51,943,0.0350375269376533,1.81142522702647
"SNORA50C",1.51,944,0.0350746823214684,1.81094500768659
"SNORD14E",1.51,945,0.0351118377052835,1.81046520560702
"SNORD84",1.51,946,0.0351489930890986,1.80998581995303
"TOMM6",1.51,947,0.0351861484729137,1.80950684989243
"TROAP",1.51,948,0.0352233038567288,1.80902829459556
"TSC22D2",1.51,949,0.035260459240544,1.80855015323531
"VN1R5",1.51,950,0.0352976146243591,1.8080724249871
"ARHGAP5-AS1",1.5,951,0.0353347700081742,1.80759510902884
"CXCR5",1.5,952,0.0353719253919893,1.80711820454095
"IRAIN",1.5,953,0.0354090807758044,1.80664171070635
"KMT2E-AS1",1.5,954,0.0354462361596195,1.80616562671044
"LOC105376271",1.5,955,0.0354833915434346,1.80568995174109
"LOC541473",1.5,956,0.0355205469272498,1.80521468498863
"MCM7",1.5,957,0.0355577023110649,1.80473982564583
"MIR1306",1.5,958,0.03559485769488,1.80426537290792
"MIR130B",1.5,959,0.0356320130786951,1.80379132597255
"MIR139",1.5,960,0.0356691684625102,1.80331768403981
"MIR1587",1.5,961,0.0357063238463253,1.80284444631217
"MIR199A1",1.5,962,0.0357434792301404,1.80237161199453
"MIR212",1.5,963,0.0357806346139556,1.80189918029417
"MIR378G",1.5,964,0.0358177899977707,1.80142715042076
"MIR4468",1.5,965,0.0358549453815858,1.80095552158632
"MIR4673",1.5,966,0.0358921007654009,1.80048429300527
"MIR4689",1.5,967,0.035929256149216,1.80001346389435
"MIR4691",1.5,968,0.0359664115330311,1.79954303347267
"MIR4747",1.5,969,0.0360035669168463,1.79907300096165
"MIR4751",1.5,970,0.0360407223006614,1.79860336558507
"MIR4767",1.5,971,0.0360778776844765,1.79813412656899
"MIR4770",1.5,972,0.0361150330682916,1.79766528314179
"MIR548AG1",1.5,973,0.0361521884521067,1.79719683453416
"MIR548F1",1.5,974,0.0361893438359218,1.79672877997905
"MIR6823",1.5,975,0.0362264992197369,1.79626111871173
"MIR6845",1.5,976,0.0362636546035521,1.79579384996971
"MIR6865",1.5,977,0.0363008099873672,1.79532697299276
"MIR8072",1.5,978,0.0363379653711823,1.79486048702292
"NUCKS1",1.5,979,0.0363751207549974,1.79439439130445
"OR2T12",1.5,980,0.0364122761388125,1.79392868508387
"PHYKPL",1.5,981,0.0364494315226276,1.79346336760991
"REC8",1.5,982,0.0364865869064427,1.79299843813351
"RFC4",1.5,983,0.0365237422902579,1.79253389590784
"RPL31",1.5,984,0.036560897674073,1.79206974018825
"RPS27L",1.5,985,0.0365980530578881,1.79160597023228
"RRNAD1",1.5,986,0.0366352084417032,1.79114258529966
"SNORD114-17",1.5,987,0.0366723638255183,1.79067958465228
"SNORD115-40",1.5,988,0.0367095192093334,1.79021696755423
"SNORD2",1.5,989,0.0367466745931485,1.7897547332717
"SNORD50B",1.5,990,0.0367838299769637,1.78929288107307
"TMEM75",1.5,991,0.0368209853607788,1.78883141022884
"TMPO",1.5,992,0.0368581407445939,1.78837032001165
"TOP1P2",1.5,993,0.036895296128409,1.78790960969626
"TUFM",1.5,994,0.0369324515122241,1.78744927855953
"VTRNA1-3",1.5,995,0.0369696068960392,1.78698932588044
"ZNF276",1.5,996,0.0370067622798544,1.78652975094007
"ANP32B",1.49,997,0.0370439176636695,1.78607055302158
"DPM2",1.49,998,0.0370810730474846,1.7856117314102
"FTH1",1.49,999,0.0371182284312997,1.78515328539326
"HMGN1",1.49,1000,0.0371553838151148,1.78469521426013
