"gene","top1_density","top1_rank","top1_empirical_p","top1_z"
"RPL15",1.96,353,0.0131158504867355,2.22276424907324
"LOC105379183",1.95,354,0.0131530058705506,2.22166413959553
"MIR3658",1.95,355,0.0131901612543658,2.2205667123132
"MIR4323",1.95,356,0.0132273166381809,2.21947195286378
"MIR4448",1.95,357,0.013264472021996,2.21837984700206
"MIR6877",1.95,358,0.0133016274058111,2.2172903805988
"RNU4ATAC",1.95,359,0.0133387827896262,2.2162035396395
"SNORA17A",1.95,360,0.0133759381734413,2.21511931022309
"SNORA22",1.95,361,0.0134130935572564,2.21403767856078
"SNORD15A",1.95,362,0.0134502489410716,2.21295863097474
"SNORD57",1.95,363,0.0134874043248867,2.21188215389701
"TGIF1",1.95,364,0.0135245597087018,2.21080823386824
"MIR1973",1.94,365,0.0135617150925169,2.20973685753656
"MIR4636",1.94,366,0.013598870476332,2.20866801165639
"MIR517C",1.94,367,0.0136360258601471,2.20760168308738
"MIR5708",1.94,368,0.0136731812439623,2.20653785879319
"NACAP1",1.94,369,0.0137103366277774,2.20547652584048
"OR2AT4",1.94,370,0.0137474920115925,2.20441767139773
"TMEM107",1.94,371,0.0137846473954076,2.20336128273427
"HNRNPA1",1.93,372,0.0138218027792227,2.20230734721909
"ID3",1.93,373,0.0138589581630378,2.2012558523199
"MIR4460",1.92,374,0.0138961135468529,2.20020678560204
"MIR6856",1.92,375,0.0139332689306681,2.19916013472749
"RPL23A",1.92,376,0.0139704243144832,2.19811588745382
"RPS16",1.92,377,0.0140075796982983,2.19707403163324
"SNORD28",1.92,378,0.0140447350821134,2.19603455521159
"SNORD97",1.92,379,0.0140818904659285,2.19499744622739
"SRSF2",1.92,380,0.0141190458497436,2.19396269281088
"TLCD1",1.92,381,0.0141562012335587,2.19293028318307
"ZFAS1",1.92,382,0.0141933566173739,2.19190020565481
"ZNHIT2",1.92,383,0.014230512001189,2.19087244862586
"HIST1H2BD",1.91,384,0.0142676673850041,2.18984700058402
"MIR202",1.91,385,0.0143048227688192,2.18882385010418
"MIR4510",1.91,386,0.0143419781526343,2.18780298584749
"MIR644A",1.91,387,0.0143791335364494,2.18678439656044
"MIR7706",1.91,388,0.0144162889202645,2.18576807107404
"RBM3",1.91,389,0.0144534443040797,2.18475399830292
"RPS29",1.91,390,0.0144905996878948,2.18374216724453
"SNORD6",1.91,391,0.0145277550717099,2.18273256697831
"CT83",1.9,392,0.014564910455525,2.18172518666484
"MIR1261",1.9,393,0.0146020658393401,2.18072001554504
"MIR152",1.9,394,0.0146392212231552,2.17971704293939
"MIR3118-2",1.9,395,0.0146763766069704,2.17871625824714
