"gene","top1cc_density","top1cc_rank","top1cc_empirical_p","top1cc_z"
"BCAS4",1.53,913,0.0339228654231998,1.8260300811444
"BRWD1-AS1",1.53,914,0.0339600208070149,1.8255369427234
"CDT1",1.53,915,0.03399717619083,1.82504424784728
"CLN3",1.53,916,0.0340343315746452,1.82455199559949
"CT45A5",1.53,917,0.0340714869584603,1.82406018506638
"EMILIN3",1.53,918,0.0341086423422754,1.82356881533719
"HCG14",1.53,919,0.0341457977260905,1.82307788550401
"KRTAP1-1",1.53,920,0.0341829531099056,1.82258739466183
"LINC00628",1.53,921,0.0342201084937207,1.82209734190845
"LINC01750",1.53,922,0.0342572638775359,1.82160772634453
"LINC02012",1.53,923,0.034294419261351,1.82111854707353
"LOC100288846",1.53,924,0.0343315746451661,1.82062980320175
"LOC100507468",1.53,925,0.0343687300289812,1.82014149383828
"MAFK",1.53,926,0.0344058854127963,1.81965361809498
"MIR1184-1",1.53,927,0.0344430407966114,1.81916617508651
"MIR219A2",1.53,928,0.0344801961804265,1.81867916393028
"MIR382",1.53,929,0.0345173515642417,1.81819258374647
"MIR3944",1.53,930,0.0345545069480568,1.81770643365799
"MIR4519",1.53,931,0.0345916623318719,1.81722071279047
"MIR4699",1.53,932,0.034628817715687,1.81673542027228
"MIR519D",1.53,933,0.0346659730995021,1.81625055523449
"MIR575",1.53,934,0.0347031284833172,1.81576611681086
"MIR6503",1.53,935,0.0347402838671323,1.81528210413783
"MIR7-3",1.53,936,0.0347774392509475,1.81479851635454
"NTNG1",1.53,937,0.0348145946347626,1.81431535260275
"OR4N3P",1.53,938,0.0348517500185777,1.81383261202692
"PKD1P1",1.53,939,0.0348889054023928,1.81335029377412
"PRG1",1.53,940,0.0349260607862079,1.81286839699404
"RHOD",1.53,941,0.034963216170023,1.81238692083902
"RNF126P1",1.53,942,0.0350003715538382,1.81190586446399
"SNORD114-7",1.53,943,0.0350375269376533,1.81142522702647
"SNX17",1.53,944,0.0350746823214684,1.81094500768659
"SOX2",1.53,945,0.0351118377052835,1.81046520560702
"STAG3L1",1.53,946,0.0351489930890986,1.80998581995303
"TMEM134",1.53,947,0.0351861484729137,1.80950684989243
"ZHX1-C8ORF76",1.53,948,0.0352233038567288,1.80902829459556
"ASB6",1.52,949,0.035260459240544,1.80855015323531
"ASCL5",1.52,950,0.0352976146243591,1.8080724249871
"ATAD2",1.52,951,0.0353347700081742,1.80759510902884
"C10ORF142",1.52,952,0.0353719253919893,1.80711820454095
"C11ORF86",1.52,953,0.0354090807758044,1.80664171070635
"C19ORF48",1.52,954,0.0354462361596195,1.80616562671044
"C2CD4D",1.52,955,0.0354833915434346,1.80568995174109
"CORO1B",1.52,956,0.0355205469272498,1.80521468498863
"CT45A6",1.52,957,0.0355577023110649,1.80473982564583
"CTU2",1.52,958,0.03559485769488,1.80426537290792
"EEF2",1.52,959,0.0356320130786951,1.80379132597255
"FAM157A",1.52,960,0.0356691684625102,1.80331768403981
"FITM1",1.52,961,0.0357063238463253,1.80284444631217
"FOSL1",1.52,962,0.0357434792301404,1.80237161199453
"FTH1P3",1.52,963,0.0357806346139556,1.80189918029417
"GOLGA6L17P",1.52,964,0.0358177899977707,1.80142715042076
"GPX1",1.52,965,0.0358549453815858,1.80095552158632
"HCFC1R1",1.52,966,0.0358921007654009,1.80048429300527
"HDC",1.52,967,0.035929256149216,1.80001346389435
"KRTAP2-1",1.52,968,0.0359664115330311,1.79954303347267
"LINC00304",1.52,969,0.0360035669168463,1.79907300096165
"LINC01783",1.52,970,0.0360407223006614,1.79860336558507
"LOC100132111",1.52,971,0.0360778776844765,1.79813412656899
"LOC100133331",1.52,972,0.0361150330682916,1.79766528314179
"LOC101927468",1.52,973,0.0361521884521067,1.79719683453416
"LOC101929441",1.52,974,0.0361893438359218,1.79672877997905
"MIR103A2",1.52,975,0.0362264992197369,1.79626111871173
"MIR1295A",1.52,976,0.0362636546035521,1.79579384996971
"MIR1301",1.52,977,0.0363008099873672,1.79532697299276
"MIR1538",1.52,978,0.0363379653711823,1.79486048702292
"MIR206",1.52,979,0.0363751207549974,1.79439439130445
"MIR3161",1.52,980,0.0364122761388125,1.79392868508387
"MIR377",1.52,981,0.0364494315226276,1.79346336760991
"MIR4305",1.52,982,0.0364865869064427,1.79299843813351
"MIR4739",1.52,983,0.0365237422902579,1.79253389590784
"MIR5008",1.52,984,0.036560897674073,1.79206974018825
"MIR6807",1.52,985,0.0365980530578881,1.79160597023228
"MIR6885",1.52,986,0.0366352084417032,1.79114258529966
"MIR885",1.52,987,0.0366723638255183,1.79067958465228
"MIR99B",1.52,988,0.0367095192093334,1.79021696755423
"MLLT11",1.52,989,0.0367466745931485,1.7897547332717
"NBPF15",1.52,990,0.0367838299769637,1.78929288107307
"NDUFB9",1.52,991,0.0368209853607788,1.78883141022884
"NEUROG2",1.52,992,0.0368581407445939,1.78837032001165
"NPIPA2",1.52,993,0.036895296128409,1.78790960969626
"NPIPA3",1.52,994,0.0369324515122241,1.78744927855953
"OSGIN1",1.52,995,0.0369696068960392,1.78698932588044
"PSMB4",1.52,996,0.0370067622798544,1.78652975094007
"PTPRCAP",1.52,997,0.0370439176636695,1.78607055302158
"PTPRG-AS1",1.52,998,0.0370810730474846,1.7856117314102
"RMND5B",1.52,999,0.0371182284312997,1.78515328539326
"RNA5S15",1.52,1000,0.0371553838151148,1.78469521426013
