"gene","top1_density"
"LOC101927769",1.03
"LOC101927770",1.17
"LOC101927780",1.4
"LOC101927787",1.05
"LOC101927793",1.17
"LOC101927795",1.13
"LOC101927798",1.13
"LOC101927809",1.36
"LOC101927811",1.39
"LOC101927814",1.14
"LOC101927815",1.06
"LOC101927817",1.51
"LOC101927822",0.96
"LOC101927827",0.62
"LOC101927829",1.12
"LOC101927830",1.11
"LOC101927839",1.06
"LOC101927844",1.07
"LOC101927845",1.09
"LOC101927847",1.04
"LOC101927849",1.03
"LOC101927851",1.85
"LOC101927854",1.1
"LOC101927855",1.14
"LOC101927859",1.14
"LOC101927865",1.07
"LOC101927870",1.11
"LOC101927877",1.12
"LOC101927881",1.15
"LOC101927884",1.08
"LOC101927895",1.19
"LOC101927901",1.14
"LOC101927905",1.18
"LOC101927907",1.01
"LOC101927908",1.04
"LOC101927911",1.04
"LOC101927914",1.06
"LOC101927915",0.99
"LOC101927919",1.23
"LOC101927932",1.05
"LOC101927948",1.1
"LOC101927950",1.09
"LOC101927954",1.14
"LOC101927960",1.07
"LOC101927964",1.12
"LOC101927967",1.07
"LOC101927969",1.12
"LOC101927972",1.12
"LOC101927974",0.9
"LOC101927987",1.02
"LOC101927989",1.22
"LOC101928000",1.38
"LOC101928002",1.1
"LOC101928008",1.13
"LOC101928009",1.16
"LOC101928012",1.07
"LOC101928020",1.15
"LOC101928021",1.19
"LOC101928030",1.04
"LOC101928034",1.01
"LOC101928035",1.12
"LOC101928042",1.14
"LOC101928048",1.17
"LOC101928052",1.07
"LOC101928053",1.14
"LOC101928058",1.23
"LOC101928063",0.97
"LOC101928068",1.12
"LOC101928069",1.11
"LOC101928075",1.09
"LOC101928087",0.98
"LOC101928093",1.09
"LOC101928098",1.07
"LOC101928100",1.08
"LOC101928103",1.09
"LOC101928105",1.28
"LOC101928107",1.06
"LOC101928111",0.95
"LOC101928118",1.09
"LOC101928120",1.22
"LOC101928123",0.97
"LOC101928126",1.29
"LOC101928128",1.13
"LOC101928131",1.07
"LOC101928132",1
"LOC101928134",1.14
"LOC101928135",1.06
"LOC101928137",1.03
"LOC101928140",1.15
"LOC101928143",1
"LOC101928150",1.09
"LOC101928160",1.04
"LOC101928161",1.14
"LOC101928162",1.09
"LOC101928163",1.07
"LOC101928166",1.12
"LOC101928168",1.15
"LOC101928174",1.04
"LOC101928177",1.17
"LOC101928185",1.06
"LOC101928191",1
"LOC101928195",1.05
"LOC101928201",1.12
"LOC101928211",1.06
"LOC101928222",1.06
"LOC101928226",0.95
"LOC101928227",1.11
"LOC101928231",1.11
"LOC101928238",0.97
"LOC101928251",1.21
"LOC101928253",1.09
"LOC101928254",1.08
"LOC101928266",1.01
"LOC101928269",1.1
"LOC101928272",1.09
"LOC101928273",1.11
"LOC101928279",1.08
"LOC101928280",1.05
"LOC101928283",1.07
"LOC101928295",1.04
"LOC101928298",1
"LOC101928303",1.2
"LOC101928304",1
"LOC101928306",1.04
"LOC101928307",1.17
"LOC101928314",1.08
"LOC101928322",1.07
"LOC101928323",1.2
"LOC101928324",1.08
"LOC101928333",1.07
"LOC101928335",1.18
"LOC101928336",1.07
"LOC101928358",1.28
"LOC101928370",1.29
"LOC101928371",1.12
"LOC101928372",1.02
"LOC101928381",1.22
"LOC101928386",1.07
"LOC101928389",1.08
"LOC101928398",1.11
"LOC101928401",1.05
"LOC101928402",1.17
"LOC101928403",1.05
"LOC101928404",1.06
"LOC101928414",1.08
"LOC101928416",1.32
"LOC101928417",1.05
"LOC101928418",1.09
"LOC101928424",1.12
"LOC101928429",1.16
"LOC101928433",1.51
"LOC101928436",1.05
"LOC101928437",1.04
"LOC101928438",1.08
"LOC101928441",1.14
"LOC101928443",1.22
"LOC101928445",1.15
"LOC101928446",1.08
"LOC101928449",1.07
"LOC101928453",1.14
"LOC101928461",1.1
"LOC101928464",1.12
"LOC101928471",0.99
"LOC101928475",1.05
"LOC101928489",1.29
"LOC101928491",1.24
"LOC101928495",0.99
"LOC101928504",0.99
"LOC101928505",1.11
"LOC101928509",1.1
"LOC101928510",1.04
"LOC101928516",1.07
"LOC101928517",1.06
"LOC101928519",1.04
"LOC101928523",0.96
"LOC101928525",1.05
"LOC101928530",1.28
"LOC101928535",1.08
"LOC101928539",1.01
"LOC101928540",1.05
"LOC101928551",1.15
"LOC101928557",0.92
"LOC101928565",1.05
"LOC101928580",1.13
"LOC101928583",1.1
"LOC101928590",1.1
"LOC101928591",1.04
"LOC101928595",1.3
"LOC101928596",0.94
"LOC101928597",1.2
"LOC101928605",1.08
"LOC101928617",1.07
"LOC101928618",0.93
"LOC101928622",1.05
"LOC101928626",1.02
"LOC101928627",1.04
"LOC101928650",1.05
"LOC101928651",1.06
"LOC101928659",1.23
"LOC101928661",1.09
"LOC101928663",1.13
"LOC101928673",1.14
"LOC101928674",1.22
"LOC101928682",1.07
"LOC101928696",1.06
"LOC101928697",1.06
"LOC101928700",1.12
"LOC101928708",1.07
"LOC101928718",1.02
"LOC101928725",1.28
"LOC101928728",1.38
"LOC101928730",1.04
"LOC101928731",1.14
"LOC101928737",1.09
"LOC101928739",1.1
"LOC101928748",1.07
"LOC101928767",1.06
"LOC101928769",1.03
"LOC101928775",1.01
"LOC101928782",1.06
"LOC101928786",1.01
"LOC101928791",0.97
"LOC101928796",1.08
"LOC101928797",1.17
"LOC101928804",1.01
"LOC101928807",0.99
"LOC101928809",1
"LOC101928812",1.07
"LOC101928820",1.03
"LOC101928823",1.08
"LOC101928834",1.13
"LOC101928837",1.48
"LOC101928841",1.13
"LOC101928844",1.11
"LOC101928847",0.95
"LOC101928851",1.04
"LOC101928855",1.08
"LOC101928858",0.99
"LOC101928861",1.06
"LOC101928865",1.08
"LOC101928881",1.08
"LOC101928882",1.11
"LOC101928885",1.06
"LOC101928887",1.09
"LOC101928894",1
"LOC101928896",1.13
"LOC101928902",1.07
"LOC101928907",1.23
"LOC101928909",1.1
"LOC101928911",1.07
"LOC101928917",1
"LOC101928924",1.08
"LOC101928932",1.16
"LOC101928936",0.95
"LOC101928937",1.01
"LOC101928940",1.06
"LOC101928942",1.1
"LOC101928943",1.24
"LOC101928944",1.06
"LOC101928961",1.06
"LOC101928977",1.09
"LOC101928978",1.07
"LOC101928985",1.42
"LOC101928988",1.05
"LOC101928994",1.14
"LOC101929002",1.08
"LOC101929006",1.07
"LOC101929011",1.12
"LOC101929019",1.01
"LOC101929054",1.1
"LOC101929057",1.15
"LOC101929058",1.16
"LOC101929064",1.05
"LOC101929066",1.1
"LOC101929073",1.09
"LOC101929076",1.05
"LOC101929080",0.97
"LOC101929084",1.09
"LOC101929089",1.26
"LOC101929095",1.07
"LOC101929099",1.13
"LOC101929106",1.06
"LOC101929109",0.93
"LOC101929116",1.17
"LOC101929117",1.08
"LOC101929122",1.05
"LOC101929123",1.06
"LOC101929124",1.02
"LOC101929128",1.06
"LOC101929130",1.2
"LOC101929134",1.2
"LOC101929140",1.08
"LOC101929147",1.1
"LOC101929151",1.07
"LOC101929154",1.07
"LOC101929159",1.13
"LOC101929161",1.14
"LOC101929162",1.16
"LOC101929163",1.11
"LOC101929165",1.17
"LOC101929172",1.11
"LOC101929188",1.07
"LOC101929199",1.05
"LOC101929208",1.01
"LOC101929210",1.1
"LOC101929217",1.31
"LOC101929224",1.08
"LOC101929227",1.13
"LOC101929229",1.09
"LOC101929231",1.07
"LOC101929234",0.99
"LOC101929237",0.93
"LOC101929241",1.04
"LOC101929243",0.84
"LOC101929259",1.08
"LOC101929268",1.07
"LOC101929269",1.09
"LOC101929279",1
"LOC101929282",1.16
"LOC101929284",1.06
"LOC101929294",1.05
"LOC101929295",1.05
"LOC101929297",1.02
"LOC101929315",1.05
"LOC101929319",1.1
"LOC101929331",0.94
"LOC101929340",1.12
"LOC101929341",1.18
"LOC101929352",1.09
"LOC101929353",1.08
"LOC101929371",1.1
"LOC101929372",1.05
"LOC101929380",1.1
"LOC101929384",1.13
"LOC101929411",1.34
"LOC101929412",1.04
"LOC101929413",1.1
"LOC101929415",1.1
"LOC101929420",1.06
"LOC101929427",1.04
"LOC101929431",1.09
"LOC101929439",1.25
"LOC101929441",0.83
"LOC101929445",0.89
"LOC101929448",0.96
"LOC101929452",1.14
"LOC101929457",0.95
"LOC101929460",1.06
"LOC101929464",0.97
"LOC101929470",1.03
"LOC101929473",1.1
"LOC101929488",1.02
"LOC101929497",1.01
"LOC101929504",1.1
"LOC101929512",1.17
"LOC101929516",1.14
"LOC101929517",1.03
"LOC101929523",1.05
"LOC101929524",1.2
"LOC101929526",1.08
"LOC101929528",1.05
"LOC101929529",1.06
"LOC101929532",1.09
"LOC101929536",1.18
"LOC101929538",0.95
"LOC101929541",1.07
"LOC101929544",1.08
"LOC101929549",1.17
"LOC101929550",1.02
"LOC101929551",1.15
"LOC101929552",1.11
"LOC101929555",1.05
"LOC101929563",1.05
"LOC101929570",1.11
"LOC101929572",1.19
"LOC101929574",1.15
"LOC101929577",1
"LOC101929579",0.74
"LOC101929583",1.07
"LOC101929584",1.11
"LOC101929586",1.08
"LOC101929592",1.14
"LOC101929595",1.05
"LOC101929596",1.13
"LOC101929613",1.07
"LOC101929621",1.01
"LOC101929622",1.03
"LOC101929626",1.31
"LOC101929633",1.15
"LOC101929634",1.11
"LOC101929645",1.13
"LOC101929646",1.17
"LOC101929653",1.02
"LOC101929657",1.04
"LOC101929662",1.05
"LOC101929679",1.06
"LOC101929680",1.06
"LOC101929698",1.24
"LOC101929705",1.08
"LOC101929709",1.1
"LOC101929710",1.08
"LOC101929715",1.1
"LOC101929718",1.2
"LOC101929719",1.1
"LOC101929721",1.07
"LOC101929726",1.03
"LOC101929741",1.1
"LOC101929748",0.98
"LOC101929753",1.05
"LOC101929762",1.06
"LOC101929767",1.11
"LOC101929798",1.1
"LOC101929882",0.96
"LOC101929897",1.04
"LOC101929901",1.14
"LOC101929926",1.13
"LOC101929935",1.09
"LOC101929998",1.08
"LOC101930010",1.07
"LOC101930071",1
"LOC101930085",1.16
"LOC101930094",1.06
"LOC101930114",1.08
"LOC101930370",1.08
"LOC101930452",1.11
"LOC102031319",1.16
"LOC102467080",1.08
"LOC102467081",1.02
"LOC102467214",1.18
"LOC102467216",1.06
"LOC102467217",1.01
"LOC102467222",1.01
"LOC102467223",1.08
"LOC102467225",1.1
"LOC102467226",1.04
"LOC102467655",1.19
"LOC102503427",1.12
"LOC102546229",1.15
"LOC102546294",1.09
"LOC102546299",1.06
"LOC102606465",1.09
"LOC102606466",0.99
"LOC102723322",0.99
"LOC102723330",0.89
"LOC102723335",1.17
"LOC102723344",1.12
"LOC102723345",1.06
"LOC102723354",1.1
"LOC102723360",1.21
"LOC102723373",1.14
"LOC102723376",1.18
"LOC102723385",0.95
"LOC102723427",1.06
"LOC102723439",1.15
"LOC102723471",1.09
"LOC102723481",1.12
"LOC102723493",1.12
"LOC102723517",1.09
"LOC102723526",1.1
"LOC102723544",1.14
"LOC102723557",1.04
"LOC102723566",1.31
"LOC102723582",1.32
"LOC102723604",1.14
"LOC102723640",1.11
"LOC102723649",1.09
"LOC102723661",1.01
"LOC102723665",1.07
"LOC102723672",1.03
"LOC102723692",1.05
"LOC102723701",1.15
"LOC102723703",1.26
"LOC102723704",1.47
"LOC102723709",0.94
"LOC102723727",1.07
"LOC102723729",1.07
"LOC102723753",1.07
"LOC102723766",1.06
"LOC102723769",0
"LOC102723778",1.06
"LOC102723780",0
"LOC102723809",1.27
"LOC102723824",1.03
"LOC102723828",1.06
"LOC102723831",1.08
"LOC102723833",0.98
"LOC102723838",1.16
"LOC102723883",1.09
"LOC102723885",1.24
"LOC102723886",1.11
"LOC102723895",1.01
"LOC102723968",1.12
"LOC102724009",1.09
"LOC102724020",1.06
"LOC102724034",1.73
"LOC102724050",1.12
"LOC102724053",1.05
"LOC102724058",1.09
"LOC102724064",1.62
"LOC102724084",1.09
"LOC102724094",1.11
"LOC102724096",1
"LOC102724152",1.05
"LOC102724153",1.19
"LOC102724156",1
"LOC102724163",1.21
"LOC102724190",1.14
"LOC102724219",1.25
"LOC102724238",1.26
"LOC102724264",1.04
"LOC102724265",1.26
"LOC102724297",1.11
"LOC102724301",1.06
"LOC102724323",1.14
"LOC102724357",0.94
"LOC102724360",1.05
"LOC102724392",1.11
"LOC102724404",1.08
"LOC102724421",1.1
"LOC102724428",1.43
"LOC102724434",1.02
"LOC102724450",0.91
"LOC102724452",1.12
"LOC102724467",1.06
"LOC102724484",1.13
"LOC102724502",1.02
"LOC102724511",1
"LOC102724532",1.26
"LOC102724552",1.18
"LOC102724555",1.06
"LOC102724579",1.06
"LOC102724580",1.07
"LOC102724589",1.1
"LOC102724593",1.15
"LOC102724596",1.08
"LOC102724601",1.13
"LOC102724604",1.14
"LOC102724612",0.99
"LOC102724623",1.06
"LOC102724652",1.12
"LOC102724659",1.02
"LOC102724663",1.1
"LOC102724691",1.1
"LOC102724708",1.13
"LOC102724710",1.07
"LOC102724719",1.15
"LOC102724738",1.06
"LOC102724776",1.06
"LOC102724784",1.11
"LOC102724804",1.09
"LOC102724814",1.25
"LOC102724849",1.12
"LOC102724874",1.1
"LOC102724890",1.11
"LOC102724908",0
"LOC102724919",1.05
"LOC102724927",1.18
"LOC102724933",1.12
"LOC102724957",1.08
"LOC102724958",0.96
"LOC102725022",1.11
"LOC102725072",1.06
"LOC102725080",1.05
"LOC102725126",1.04
"LOC102725191",1.01
"LOC102725254",1.38
"LOC103021295",1.39
"LOC103021296",1.08
"LOC103091866",1.21
"LOC103171574",1.47
"LOC103191607",1.13
"LOC103312105",1.1
"LOC103344931",1.16
"LOC103352541",1.18
"LOC103611081",1.15
"LOC103908605",0
"LOC104054148",0.98
"LOC104613533",1.25
"LOC104968399",1.66
"LOC105274304",1.39
"LOC105369146",1.1
"LOC105369187",1.06
"LOC105369192",1.09
"LOC105369332",1.41
"LOC105369340",1.06
"LOC105369423",1
"LOC105369431",0.98
"LOC105369438",1.07
"LOC105369443",0.93
"LOC105369473",1.04
"LOC105369486",1.11
"LOC105369507",0.85
"LOC105369509",1.22
"LOC105369532",1.04
"LOC105369595",1.02
"LOC105369632",1.24
"LOC105369635",1.64
"LOC105369691",1.09
"LOC105369723",1.02
"LOC105369738",1.07
"LOC105369739",1.05
"LOC105369747",1.16
"LOC105369781",1.14
"LOC105369785",1.05
"LOC105369860",1.06
"LOC105369879",1.06
"LOC105369891",1.49
"LOC105369893",1.1
"LOC105369911",1.07
"LOC105369920",1.13
"LOC105369921",1.15
"LOC105369945",0.99
"LOC105369971",1.19
"LOC105369980",1.14
"LOC105370014",0.99
"LOC105370016",1.09
"LOC105370024",1.15
"LOC105370068",1.03
"LOC105370177",1.07
"LOC105370203",1.08
"LOC105370306",1.07
"LOC105370333",1.28
"LOC105370369",1.04
"LOC105370424",1.22
"LOC105370457",1.13
"LOC105370473",1.04
"LOC105370489",1.12
"LOC105370526",1.57
"LOC105370586",1.11
"LOC105370605",1
"LOC105370619",1.18
"LOC105370622",1.09
"LOC105370697",1.2
"LOC105370757",1.24
"LOC105370792",1.15
"LOC105370802",1.06
"LOC105370829",1.04
"LOC105370888",1.08
"LOC105370941",1.15
"LOC105370943",1.06
"LOC105370954",1.12
"LOC105371038",1.12
"LOC105371046",1.13
"LOC105371049",1.22
"LOC105371083",1.03
"LOC105371184",0.84
"LOC105371267",1.02
"LOC105371328",1.01
"LOC105371335",0.88
"LOC105371414",1.22
"LOC105371430",0.96
"LOC105371433",1.22
"LOC105371458",1.06
"LOC105371485",1.08
"LOC105371506",1.27
"LOC105371592",1.08
"LOC105371703",0
"LOC105371730",1.1
"LOC105371789",1.06
"LOC105371795",1.19
"LOC105371814",1.16
"LOC105371824",1.19
"LOC105371849",1.09
"LOC105371899",1.08
"LOC105371907",1.1
"LOC105371925",1.01
"LOC105371998",1.23
"LOC105372028",1.09
"LOC105372038",1.05
"LOC105372068",1.23
"LOC105372069",1.05
"LOC105372071",1.28
"LOC105372179",1.03
"LOC105372273",1.04
"LOC105372280",1.88
"LOC105372383",1.18
"LOC105372397",1.01
"LOC105372419",1.16
"LOC105372440",1.31
"LOC105372441",1.08
"LOC105372476",1.14
"LOC105372480",1.08
"LOC105372483",1.01
"LOC105372493",1.24
"LOC105372582",0.95
"LOC105372653",1.05
"LOC105372672",1.12
"LOC105372695",1.05
"LOC105372795",1.3
"LOC105372833",1.19
"LOC105372977",1.16
"LOC105373021",1.13
"LOC105373031",1.53
"LOC105373044",1.02
"LOC105373051",0.96
"LOC105373100",1.02
"LOC105373156",1.09
"LOC105373185",1.23
"LOC105373300",1.09
"LOC105373338",1.16
"LOC105373352",1.11
"LOC105373368",1.18
"LOC105373378",0.97
"LOC105373383",0.77
"LOC105373394",1
"LOC105373496",0.97
"LOC105373553",0.87
"LOC105373562",0.97
"LOC105373609",1.14
"LOC105373656",1.07
"LOC105373764",1.11
"LOC105373782",0.93
"LOC105373805",1.1
"LOC105373876",1.03
"LOC105373878",1.03
"LOC105374060",1.05
"LOC105374194",1.08
"LOC105374205",1.02
"LOC105374297",1.11
"LOC105374313",1.04
"LOC105374344",1.11
"LOC105374366",1.2
"LOC105374389",0.83
"LOC105374428",1.09
"LOC105374516",1.08
"LOC105374546",1.26
"LOC105374620",1
"LOC105374693",1.05
"LOC105374704",1.05
"LOC105374727",0.95
"LOC105374820",1.08
"LOC105374952",1.18
"LOC105374960",1.07
"LOC105374972",1.1
"LOC105374988",1.31
"LOC105375014",1.01
"LOC105375075",1.04
"LOC105375115",1.41
"LOC105375166",1.04
"LOC105375218",1.12
"LOC105375297",1.06
"LOC105375304",1.2
"LOC105375396",1.08
"LOC105375401",1.26
"LOC105375429",1.15
"LOC105375483",1.07
"LOC105375504",0.96
"LOC105375512",1.13
"LOC105375545",1.07
"LOC105375556",0.87
"LOC105375650",1.13
"LOC105375713",1.08
"LOC105375734",1.05
"LOC105375744",1.06
"LOC105375773",1.09
"LOC105375787",0.9
"LOC105375800",1.31
"LOC105375843",1.25
"LOC105375972",1.16
"LOC105376064",0
"LOC105376114",0.96
"LOC105376194",1.01
"LOC105376271",1.5
"LOC105376306",1.15
"LOC105376331",1.15
"LOC105376351",1.04
"LOC105376360",1.08
"LOC105376365",1.36
"LOC105376382",1.21
"LOC105376398",1.09
"LOC105376430",1.04
"LOC105376468",1.11
"LOC105376480",1.64
"LOC105376554",1.04
"LOC105376575",1.13
"LOC105376599",1.24
"LOC105376633",1.06
"LOC105376671",1.13
"LOC105376731",1.1
"LOC105376736",1.38
"LOC105376772",1.01
"LOC105376805",1.21
"LOC105376975",1.28
"LOC105376997",1.16
"LOC105377102",1.18
"LOC105377143",1.03
"LOC105377146",0.96
"LOC105377162",1.03
"LOC105377213",0.85
"LOC105377245",1.11
"LOC105377247",1.03
"LOC105377267",1.09
"LOC105377348",1.16
"LOC105377448",1.1
"LOC105377458",1.18
"LOC105377480",1.11
"LOC105377590",1.04
"LOC105377621",1.07
"LOC105377623",1.14
"LOC105377651",1.06
"LOC105377671",1.03
"LOC105377716",1.03
"LOC105377763",1.12
"LOC105377879",1.14
"LOC105377924",1.04
"LOC105377962",1.06
"LOC105377967",1.13
"LOC105377975",1.07
"LOC105378047",1.17
"LOC105378052",1.07
"LOC105378068",1.09
"LOC105378098",1.06
"LOC105378123",1.13
"LOC105378127",1.01
"LOC105378137",1.09
"LOC105378146",1.04
"LOC105378183",0.81
"LOC105378269",1.06
"LOC105378292",0.88
"LOC105378311",1.05
"LOC105378330",1.37
"LOC105378349",1.08
"LOC105378367",1.08
"LOC105378385",1.1
"LOC105378397",1.14
"LOC105378430",1.08
"LOC105378470",1.07
"LOC105378591",0.92
"LOC105378614",1.27
"LOC105378663",1.19
"LOC105378683",1.12
"LOC105378828",1.07
"LOC105378853",1.05
"LOC105378933",0.96
"LOC105379030",1.09
"LOC105379143",1.07
"LOC105379176",0.99
"LOC105379183",1.95
"LOC105379192",1.06
"LOC105379194",1.11
"LOC105379393",1.07
"LOC105379450",1.04
"LOC105379477",0
"LOC105379511",1.1
"LOC105379514",1.02
"LOC105379807",1.06
"LOC105447645",0.99
"LOC105616981",1.08
"LOC105747689",1.27
"LOC105755953",1.37
"LOC106660606",1.25
"LOC106699570",1.1
"LOC107001062",1.02
"LOC107133515",1.1
"LOC107161159",0.86
"LOC107984640",1.09
"LOC107985033",1.09
"LOC108783645",1.03
"LOC108783654",1.19
"LOC115110",1.08
"LOC143666",1.08
"LOC145474",1.39
"LOC145694",1.12
"LOC145783",1.09
"LOC145845",1.08
"LOC148413",1.51
"LOC148696",0.91
"LOC148709",1.2
"LOC149373",1.04
"LOC149684",1.02
"LOC149950",1.11
"LOC150051",1.19
"LOC150776",1.17
"LOC150935",1.02
"LOC151174",1.07
"LOC151484",0.98
"LOC153684",1.25
"LOC153910",1.12
"LOC154449",1.03
"LOC154761",1.17
"LOC155060",1.05
"LOC157273",1.07
"LOC158434",1.15
"LOC158435",1.04
"LOC171391",1.09
"LOC200726",1.08
"LOC200772",1.04
"LOC202181",1.11
"LOC220729",1.11
"LOC221122",1.11
"LOC221946",5.33
"LOC254028",1.19
"LOC254896",1.09
"LOC255187",1.07
"LOC256880",1.07
"LOC257396",1.09
"LOC283028",1
"LOC283038",1.04
"LOC283045",1.04
"LOC283140",1.05
"LOC283177",1.06
"LOC283194",1.06
"LOC283214",1.06
"LOC283299",1.07
"LOC283332",1.23
"LOC283335",1.3
"LOC283352",1.09
"LOC283440",0.99
"LOC283575",1.08
"LOC283683",1.1
"LOC283710",1.07
"LOC283731",1.31
"LOC283856",1.07
"LOC283922",1.13
"LOC284009",1.14
"LOC284023",1.22
"LOC284080",1.2
"LOC284241",1.03
"LOC284344",1.09
"LOC284379",1.02
"LOC284395",1.09
"LOC284412",0.88
"LOC284454",1.67
"LOC284578",1.03
"LOC284581",1.07
"LOC284632",1.03
"LOC284788",1.13
"LOC284798",0.99
"LOC284865",1.08
"LOC284898",0.94
"LOC284930",1.09
"LOC284933",1.01
"LOC284950",1.07
"LOC285000",1.14
"LOC285043",0.98
"LOC285074",1.16
"LOC285095",1.03
"LOC285484",1.07
"LOC285593",1.1
"LOC285626",1.07
"LOC285696",1.09
"LOC285762",1.08
"LOC285766",1.09
"LOC285804",1.13
"LOC285819",1.2
"LOC285847",1.05
"LOC285889",1.22
"LOC286059",1.11
"LOC286083",1.13
"LOC286177",1.17
"LOC286178",1.05
"LOC286297",1.11
"LOC286359",1.1
"LOC286437",0.94
"LOC338694",1.1
"LOC338797",1.07
"LOC338963",1.04
"LOC339059",1.2
"LOC339166",1.05
"LOC339260",1.09
"LOC339298",1.06
"LOC339529",1.12
"LOC339539",1.03
"LOC339593",1
"LOC339666",1.16
"LOC339685",1.06
"LOC339803",1.06
"LOC339807",1.22
"LOC339862",1.11
"LOC339874",1.1
"LOC339975",1.07
"LOC339978",1.18
"LOC340017",0.95
"LOC340090",1.04
"LOC340107",1.03
"LOC340357",1.09
"LOC340512",1.06
"LOC340581",0.88
"LOC341056",1.03
"LOC343052",1.04
"LOC344967",1.23
"LOC349160",1.06
"LOC374443",1.1
"LOC375196",0.94
"LOC387810",1.08
"LOC388242",1.36
"LOC388282",1.12
"LOC388436",1.15
"LOC388692",1.15
"LOC388780",1.06
"LOC388813",1.07
"LOC389199",0.98
"LOC389247",1.19
"LOC389273",1.13
"LOC389332",1.29
"LOC389602",1.15
"LOC389641",1.16
"LOC389705",1.07
"LOC389765",1.1
"LOC389895",1.01
"LOC389906",1.1
"LOC390705",0.83
"LOC390877",1.11
"LOC391322",1.03
"LOC392196",1.12
"LOC392232",1.06
"LOC392364",1
"LOC392452",1.37
"LOC399715",0.98
"LOC399815",1.13
"LOC399886",1.02
"LOC400002",1.08
"LOC400043",1.1
"LOC400464",1.1
"LOC400541",1.06
"LOC400553",0
"LOC400655",1.04
"LOC400682",1.16
"LOC400684",1.16
"LOC400706",1.09
"LOC400710",1.1
"LOC400794",1.09
"LOC400867",1.1
"LOC400927",0.94
"LOC400927-CSNK1E",1.05
"LOC400940",1.03
"LOC400958",1.05
"LOC401052",1.29
"LOC401127",1.25
"LOC401134",1.05
"LOC401261",1.43
"LOC401286",1.03
"LOC401312",1.09
"LOC401320",1.04
"LOC401324",1.08
"LOC401357",1.05
"LOC401442",1.29
"LOC401463",1.32
"LOC401554",1.23
"LOC401557",1.11
"LOC401585",1.25
"LOC403312",1.06
"LOC403323",1.05
"LOC407835",1.13
"LOC414300",1.13
"LOC439933",1.06
"LOC440028",1.13
"LOC440040",1.08
"LOC440117",1
"LOC440173",1.08
"LOC440300",1.27
"LOC440311",0.91
"LOC440434",1.29
"LOC440461",1.16
"LOC440600",1.08
"LOC440700",1.05
"LOC440896",1.1
"LOC440910",1.12
"LOC440934",1.11
"LOC440982",1.08
"LOC441025",1.02
"LOC441052",1
"LOC441081",1.18
"LOC441086",0.95
"LOC441155",1.18
"LOC441178",0.98
"LOC441204",1.04
"LOC441242",1.12
"LOC441454",1.27
"LOC441455",1.24
"LOC441601",1.08
"LOC441666",1.14
"LOC442028",1.11
"LOC442132",0.99
"LOC442497",0.99
"LOC494127",1.03
"LOC494141",1.13
"LOC51145",1.18
"LOC541472",1.13
"LOC541473",1.5
"LOC550113",1.12
"LOC553103",1.11
"LOC554206",1.18
"LOC554223",1.1
"LOC554249",1.26
"LOC574538",1.07
"LOC606724",1.03
"LOC613266",1.08
"LOC641367",1.17
"LOC641746",0.97
"LOC642361",0.78
"LOC642366",1.09
"LOC642423",0.92
"LOC642426",1.13
"LOC642846",1.1
"LOC642852",1.23
"LOC642929",0.95
"LOC642943",1.06
"LOC643072",1.31
"LOC643201",1.16
"LOC643339",1.08
"LOC643387",1.21
"LOC643406",1.02
"LOC643441",1.08
"LOC643542",1.02
"LOC643623",1.05
"LOC643711",1.01
"LOC643733",1.05
"LOC643770",1.15
"LOC643802",1
"LOC643923",1.05
"LOC644145",1.12
"LOC644189",1.29
"LOC644285",1.09
"LOC644554",1.04
"LOC644656",1.6
"LOC644669",1.16
"LOC644762",1.28
"LOC644794",1.16
"LOC644919",1.1
"LOC644936",1.3
"LOC645166",1.09
"LOC645177",1.1
"LOC645188",0.99
"LOC645485",1.13
"LOC645513",1.19
"LOC645752",1.03
"LOC645967",0.91
"LOC646029",1.06
"LOC646214",0.99
"LOC646241",1.09
"LOC646471",1.4
"LOC646522",1.02
"LOC646548",1.08
"LOC646626",1.35
"LOC646730",1.06
"LOC646736",1.11
"LOC646743",1.16
"LOC646762",1.13
"LOC646813",1.07
"LOC646903",1.21
"LOC646938",1.25
"LOC647859",1.17
"LOC648987",1.18
"LOC649133",1.02
"LOC649352",1.43
"LOC650226",1.13
"LOC652276",1.14
"LOC653160",1.06
"LOC653653",1.17
"LOC653712",1.12
"LOC653786",1.05
"LOC654342",1.12
"LOC654841",1.07
"LOC727751",1.11
"LOC727896",1.22
"LOC727924",1.08
"LOC727993",1.07
"LOC728024",1.32
"LOC728040",1.07
"LOC728084",1.15
"LOC728095",1.07
"LOC728175",1.09
"LOC728392",1.06
"LOC728485",1.16
"LOC728554",1.09
"LOC728613",1.1
"LOC728673",1.3
"LOC728715",1.06
"LOC728730",1.09
"LOC728739",1.03
"LOC728743",1.1
"LOC728752",1.09
"LOC728989",1.1
"LOC729080",1.3
"LOC729159",1.1
"LOC729218",1.12
"LOC729224",1.08
"LOC729296",1.02
"LOC729307",1
"LOC729506",1.05
"LOC729603",1.01
"LOC729609",1.2
"LOC729652",1.24
"LOC729683",0.87
"LOC729732",1.08
"LOC729737",1.08
"LOC729739",1.12
"LOC729815",1.21
"LOC729867",1.05
"LOC729870",1.2
"LOC729930",0.98
"LOC729966",1.12
"LOC729970",1.06
"LOC730098",1.09
"LOC730100",1.05
"LOC730101",1
"LOC730102",1.12
"LOC730159",1.03
