"gene","top1_density"
"TRIM38",1.11
"TRIM39",1.05
"TRIM39-RPP21",1.06
"TRIM4",1.16
"TRIM40",1.05
"TRIM41",1.47
"TRIM42",1.07
"TRIM43",1.11
"TRIM43B",1.14
"TRIM44",1.08
"TRIM45",1.05
"TRIM46",1.03
"TRIM47",1.16
"TRIM48",1.09
"TRIM49",1.11
"TRIM49B",1.07
"TRIM49C",1.11
"TRIM49D1",1.09
"TRIM49D2",1.11
"TRIM5",1.1
"TRIM50",1.1
"TRIM51",1.06
"TRIM51HP",1.02
"TRIM52",1.37
"TRIM52-AS1",1.04
"TRIM53AP",1.11
"TRIM54",1.09
"TRIM55",1.06
"TRIM56",1.06
"TRIM58",1.03
"TRIM59",1.68
"TRIM6",1.03
"TRIM6-TRIM34",1.06
"TRIM60",1.08
"TRIM61",1.1
"TRIM62",1.13
"TRIM63",1.04
"TRIM64",1.07
"TRIM64B",1.01
"TRIM64C",1.09
"TRIM65",1.09
"TRIM66",1.07
"TRIM67",1.1
"TRIM68",1.04
"TRIM69",1.08
"TRIM7",1.13
"TRIM71",1.12
"TRIM72",1.04
"TRIM73",1.17
"TRIM74",1.17
"TRIM77",1.1
"TRIM8",1.14
"TRIM9",1.08
"TRIML1",1.09
"TRIML2",1.04
"TRIO",1.17
"TRIOBP",1.07
"TRIP10",1.13
"TRIP11",1.14
"TRIP12",1.24
"TRIP13",1.06
"TRIP4",1.14
"TRIP6",1.12
"TRIQK",1.12
"TRIT1",1.1
"TRMO",1.14
"TRMT1",1.13
"TRMT10A",1.15
"TRMT10B",1.18
"TRMT10C",1.22
"TRMT11",1.18
"TRMT112",1.4
"TRMT12",1.04
"TRMT13",1.02
"TRMT1L",1.1
"TRMT2A",1.27
"TRMT2B",1.12
"TRMT44",1.07
"TRMT5",1.23
"TRMT6",1.08
"TRMT61A",0.93
"TRMT61B",1.17
"TRMU",1.35
"TRNAU1AP",1.24
"TRNP1",1.03
"TRNT1",1.29
"TRO",1.13
"TROAP",1.51
"TROVE2",1.06
"TRPA1",1.04
"TRPC1",1.12
"TRPC2",1.12
"TRPC3",1.07
"TRPC4",1.08
"TRPC4AP",1.16
"TRPC5",1.05
"TRPC5OS",1.03
"TRPC6",1.09
"TRPC7",1.09
"TRPC7-AS2",1.09
"TRPM1",1.05
"TRPM2",1.08
"TRPM2-AS",1.06
"TRPM3",1.09
"TRPM4",1.19
"TRPM5",1.08
"TRPM6",1.08
"TRPM7",1.22
"TRPM8",1.07
"TRPS1",1.31
"TRPT1",1.26
"TRPV1",1.06
"TRPV2",1.12
"TRPV3",1.06
"TRPV4",1.02
"TRPV5",0.99
"TRPV6",0.98
"TRRAP",1.16
"TRUB1",1.14
"TRUB2",1.03
"TRY2P",0.96
"TSACC",1.07
"TSC1",1.11
"TSC2",1.1
"TSC22D1",1.18
"TSC22D1-AS1",1.16
"TSC22D2",1.51
"TSC22D3",1.11
"TSC22D4",1.1
"TSEN15",1.13
"TSEN2",1.22
"TSEN34",0.98
"TSEN54",1.05
"TSFM",1.15
"TSG1",1.06
"TSG101",1.18
"TSGA10",1.1
"TSGA10IP",1.13
"TSGA13",1.14
"TSHB",1.13
"TSHR",1.09
"TSHZ1",1.06
"TSHZ2",1.08
"TSHZ3",1.09
"TSIX",1.07
"TSKS",1.02
"TSKU",1.45
"TSL",1.08
"TSLP",1.11
"TSN",1.14
"TSNARE1",1.04
"TSNAX",1.12
"TSNAX-DISC1",1.09
"TSNAXIP1",1.18
"TSPAN1",1.16
"TSPAN10",1.12
"TSPAN11",1.05
"TSPAN12",1.09
"TSPAN13",1.23
"TSPAN14",1.14
"TSPAN15",1.31
"TSPAN16",1.02
"TSPAN17",0.99
"TSPAN18",1.08
"TSPAN19",1.12
"TSPAN2",1.14
"TSPAN3",1.13
"TSPAN31",1.47
"TSPAN32",1
"TSPAN33",1.05
"TSPAN4",1.11
"TSPAN5",1.08
"TSPAN6",1.17
"TSPAN7",1.08
"TSPAN8",1.12
"TSPAN9",1.06
"TSPEAR",1.06
"TSPEAR-AS1",1.13
"TSPEAR-AS2",1.21
"TSPO",1.16
"TSPO2",1.07
"TSPOAP1",1.06
"TSPOAP1-AS1",1.05
"TSPY26P",0.96
"TSPYL1",1.3
"TSPYL2",0.94
"TSPYL4",1.14
"TSPYL5",1.13
"TSPYL6",0.95
"TSR1",1.28
"TSR2",1.06
"TSR3",1.11
"TSSC1",1.08
"TSSC2",1.05
"TSSC4",1.08
"TSSK1B",1.08
"TSSK2",1
"TSSK3",1.13
"TSSK4",1.65
"TSSK6",1.26
"TST",1.33
"TSTA3",1.05
"TSTD1",1.32
"TSTD2",1.1
"TSTD3",1.28
"TTBK1",1.06
"TTBK2",1.09
"TTC1",1.1
"TTC12",1.05
"TTC13",1.05
"TTC14",1.11
"TTC16",1.08
"TTC17",1.11
"TTC19",1.28
"TTC21A",1.09
"TTC21B",1.12
"TTC21B-AS1",1.1
"TTC22",1.01
"TTC23",1.09
"TTC23L",1.06
"TTC24",0.95
"TTC25",1.08
"TTC26",1.1
"TTC27",1.11
"TTC28",1.1
"TTC28-AS1",1.11
"TTC29",1.07
"TTC3",1.16
"TTC3-AS1",1.28
"TTC30A",1.04
"TTC30B",1.03
"TTC31",1.08
"TTC32",1.42
"TTC33",1.12
"TTC34",0.99
"TTC36",1.52
"TTC37",1.09
"TTC38",1.07
"TTC39A",1.25
"TTC39A-AS1",1.04
"TTC39B",1.11
"TTC39C",1.13
"TTC39C-AS1",1.07
"TTC3P1",1.12
"TTC4",1.09
"TTC41P",1.06
"TTC5",1.12
"TTC6",1.1
"TTC7A",1.11
"TTC7B",1.08
"TTC8",1.07
"TTC9",1.12
"TTC9B",1.07
"TTC9C",1.08
"TTF1",1.17
"TTF2",1.12
"TTI1",1.07
"TTI2",1.13
"TTK",1.15
"TTL",1.09
"TTLL1",1.07
"TTLL10",1.16
"TTLL11",1.08
"TTLL12",1.13
"TTLL13P",1.13
"TTLL2",0.97
"TTLL3",1.16
"TTLL4",1.14
"TTLL5",1.11
"TTLL6",1.06
"TTLL7",1.08
"TTLL9",1.11
"TTN",1.08
"TTN-AS1",1.07
"TTPA",1.15
"TTPAL",1.27
"TTR",1.15
"TTYH1",1.07
"TTYH2",1.08
"TTYH3",1.1
"TUB",1.05
"TUB-AS1",1.03
"TUBA1A",1.26
"TUBA1B",1.57
"TUBA1C",1.14
"TUBA3C",1.14
"TUBA3D",1.12
"TUBA3E",1.22
"TUBA3FP",1.02
"TUBA4A",1.16
"TUBA4B",1.13
"TUBA8",1.02
"TUBAL3",1.03
"TUBB",1.56
"TUBB1",1.28
"TUBB2A",1.13
"TUBB2B",1.02
"TUBB3",1.04
"TUBB4A",0.93
"TUBB4B",1.22
"TUBB6",1.09
"TUBB8",1.01
"TUBBP5",1.06
"TUBD1",1.22
"TUBE1",1.1
"TUBG1",1.15
"TUBG2",1.34
"TUBGCP2",1.12
"TUBGCP3",1.13
"TUBGCP4",1.11
"TUBGCP5",1.17
"TUBGCP6",1.1
"TUFM",1.5
"TUFT1",1.78
"TUG1",1.28
"TULP1",1.06
"TULP2",1.08
"TULP3",1.19
"TULP4",1.14
"TUNAR",1.1
"TUSC1",1.1
"TUSC2",0.99
"TUSC3",1.11
"TUSC5",1.1
"TUSC7",1.05
"TUSC8",1.18
"TUT1",1.13
"TVP23A",1.09
"TVP23B",1.18
"TVP23C",1.09
"TVP23C-CDRT4",1.11
"TWF1",1.16
"TWF2",1.01
"TWIST1",1.01
"TWIST2",1.07
"TWISTNB",1.19
"TWNK",1.07
"TWSG1",1.09
"TXK",1.09
"TXLNA",1.07
"TXLNB",1.08
"TXLNG",1.23
"TXN",1.19
"TXN2",1.26
"TXNDC11",1.19
"TXNDC12",1.2
"TXNDC12-AS1",1.01
"TXNDC15",1.1
"TXNDC16",1.07
"TXNDC17",1.23
"TXNDC2",0.95
"TXNDC5",1.15
"TXNDC8",1.07
"TXNDC9",1.1
"TXNIP",1.3
"TXNL1",1.13
"TXNL4A",1.11
"TXNL4B",1.17
"TXNRD1",1.23
"TXNRD2",1.09
"TXNRD3",1.12
"TXNRD3NB",1.1
"TYK2",1.09
"TYMP",1.13
"TYMS",1.21
"TYMSOS",1.19
"TYR",1.06
"TYRO3",1.05
"TYRO3P",1.39
"TYROBP",1.11
"TYRP1",1.07
"TYSND1",1.25
"TYW1",1.12
"TYW1B",1.11
"TYW3",1.11
"TYW5",1.23
"U2AF1",1.34
"U2AF1L4",0.95
"U2AF1L5",1.34
"U2AF2",1.11
"U2SURP",1.19
"UACA",1.14
"UAP1",1.12
"UAP1L1",1.17
"UBA1",1.05
"UBA2",1.2
"UBA3",1.14
"UBA5",1.19
"UBA52",1.3
"UBA6",1.13
"UBA6-AS1",1.16
"UBA7",1.01
"UBAC1",1.06
"UBAC2",1.11
"UBAC2-AS1",1.21
"UBALD1",1.12
"UBALD2",1.21
"UBAP1",1.21
"UBAP1L",1.14
"UBAP2",1.22
"UBAP2L",1.2
"UBASH3A",1.09
"UBASH3B",1.08
"UBB",1.34
"UBBP4",0
"UBC",2.92
"UBD",1.01
"UBE2A",1.31
"UBE2B",1.17
"UBE2C",1.21
"UBE2CP5",1.22
"UBE2D1",1.11
"UBE2D2",1.25
"UBE2D3",1.36
"UBE2D4",1.11
"UBE2DNL",1.21
"UBE2E1",1.27
"UBE2E1-AS1",1.23
"UBE2E2",1.11
"UBE2E2-AS1",1.2
"UBE2E3",1.14
"UBE2E4P",1.26
"UBE2F",1.16
"UBE2F-SCLY",1.16
"UBE2G1",1.2
"UBE2G2",1.17
"UBE2H",1.2
"UBE2I",1.22
"UBE2J1",1.18
"UBE2J2",1.09
"UBE2K",1.22
"UBE2L3",1.19
"UBE2L6",1.06
"UBE2M",1.18
"UBE2MP1",0.86
"UBE2N",1.26
"UBE2NL",0.83
"UBE2O",1.13
"UBE2Q1",1.12
"UBE2Q1-AS1",1.15
"UBE2Q2",1.12
"UBE2Q2L",1.06
"UBE2Q2P1",1.08
"UBE2Q2P2",1.09
"UBE2QL1",1.09
"UBE2R2",1.25
"UBE2S",1.07
"UBE2T",1.24
"UBE2U",1.11
"UBE2V1",1.2
"UBE2V2",1.15
"UBE2W",1.16
"UBE2Z",1.27
"UBE3A",1.1
"UBE3B",1.1
"UBE3C",1.22
"UBE3D",1.09
"UBE4A",1.14
"UBE4B",1.13
"UBFD1",1.13
"UBIAD1",1.07
"UBL3",1.27
"UBL4A",1.02
"UBL4B",1.14
"UBL5",1.02
"UBL7",1.04
"UBL7-AS1",1.13
"UBLCP1",1.05
"UBN1",1.22
"UBN2",1.12
"UBOX5",1.14
"UBOX5-AS1",1.13
"UBP1",1.24
"UBQLN1",1.25
"UBQLN2",1.13
"UBQLN3",1.24
"UBQLN4",1.12
"UBQLNL",1.28
"UBR1",1.08
"UBR2",1.17
"UBR3",1.14
"UBR4",1.13
"UBR5",1.28
"UBR5-AS1",1.38
"UBR7",1.14
"UBTD1",1.11
"UBTD2",1.16
"UBTF",1.21
"UBTFL1",1.05
"UBXN1",1.31
"UBXN10",1.22
"UBXN10-AS1",1.01
"UBXN11",1.09
"UBXN2A",1.13
"UBXN2B",1.04
"UBXN4",1.2
"UBXN6",1.21
"UBXN7",1.14
"UBXN7-AS1",1.54
"UBXN8",1.16
"UCA1",1.17
"UCHL1",1.04
"UCHL1-AS1",1.06
"UCHL3",1.09
"UCHL5",1.19
"UCK1",1.17
"UCK2",1.16
"UCKL1",1.11
"UCKL1-AS1",1.07
"UCMA",1.08
"UCN",1.32
"UCN2",1.13
"UCN3",1.03
"UCP1",1.07
"UCP2",1.13
"UCP3",1.17
"UEVLD",1.16
"UFC1",1.07
"UFD1L",1.09
"UFL1",1.17
"UFM1",1.1
"UFSP1",1.23
"UFSP2",1.14
"UG0898H09",0.97
"UGCG",1.31
"UGDH",2.01
"UGDH-AS1",1.26
"UGGT1",1.17
"UGGT2",1.08
"UGP2",1.11
"UGT1A1",1.02
"UGT1A10",1.04
"UGT1A3",1.02
"UGT1A4",1.02
"UGT1A5",1.02
"UGT1A6",1.05
"UGT1A7",1.04
"UGT1A8",1.04
"UGT1A9",1.05
"UGT2A1",1.04
"UGT2A2",1.05
"UGT2A3",1.07
"UGT2B10",1.09
"UGT2B11",1.1
"UGT2B15",1.1
"UGT2B17",1.02
"UGT2B28",1.01
"UGT2B4",1.02
"UGT2B7",1.1
"UGT3A1",1.04
"UGT3A2",1.11
"UGT8",1.09
"UHMK1",1.14
"UHRF1",1.19
"UHRF1BP1",1.17
"UHRF1BP1L",1.16
"UHRF2",1.21
"UIMC1",1.21
"ULBP1",0.99
"ULBP2",0.92
"ULBP3",0.99
"ULK1",1.38
"ULK2",1.1
"ULK3",1.08
"ULK4",1.08
"ULK4P1",1.13
"ULK4P3",1.12
"UMAD1",1.12
"UMOD",1.03
"UMODL1",1.05
"UMODL1-AS1",1.15
"UMPS",1.28
"UNC119",0.9
"UNC119B",1.22
"UNC13A",1.04
"UNC13B",1.08
"UNC13C",1.05
"UNC13D",1.1
"UNC45A",1.12
"UNC45B",1.05
"UNC50",1.18
"UNC5A",1.1
"UNC5B",1.08
"UNC5B-AS1",1.05
"UNC5C",1.08
"UNC5CL",0.98
"UNC5D",1.05
"UNC79",1.08
"UNC80",1.07
"UNC93A",1.03
"UNC93B1",1.06
"UNCX",0.96
"UNG",1.18
"UNK",1.13
"UNKL",1.07
"UNQ6494",1.11
"UOX",1.09
"UPB1",1.02
"UPF1",1.19
"UPF2",1.14
"UPF3A",1.14
"UPF3B",1.14
"UPK1A",1.14
"UPK1A-AS1",1.1
"UPK1B",1.09
"UPK2",0.99
"UPK3A",1.08
"UPK3B",1.04
"UPK3BL",1.12
"UPP1",1.04
"UPP2",1.06
"UPRT",1.03
"UQCC1",1.09
"UQCC2",1.33
"UQCC3",1.38
"UQCR10",1.08
"UQCR11",1.11
"UQCRB",1.12
"UQCRBP1",1.06
"UQCRC1",0.99
"UQCRC2",1.18
"UQCRFS1",1.18
"UQCRH",1.31
"UQCRHL",1.14
"UQCRQ",1.69
"URAD",1.05
"URAHP",1.37
"URB1",1.09
"URB1-AS1",1.37
"URB2",1.17
"URGCP",1.2
"URGCP-MRPS24",1.22
"URI1",1.17
"URM1",1
"UROC1",1.04
"UROD",1.13
"UROS",1.07
"USB1",1.06
"USE1",1.04
"USF1",1.1
"USF2",1.19
"USF3",1.12
"USH1C",1.06
"USH1G",0.98
"USH2A",1.06
"USHBP1",1.07
"USMG5",1.27
"USO1",1.15
"USP1",1.3
"USP10",1.27
"USP11",1.27
"USP12",1.15
"USP12-AS1",1.16
"USP12-AS2",1.05
"USP13",1.11
"USP14",1.18
"USP15",1.15
"USP16",1.21
"USP17L1",1.22
"USP17L10",1.05
"USP17L11",1.02
"USP17L12",1.14
"USP17L13",1.05
"USP17L15",1.06
"USP17L17",1.24
"USP17L19",1.07
"USP17L2",1.09
"USP17L22",0.99
"USP17L24",1.01
"USP17L3",1.21
"USP17L4",1.25
"USP17L6P",0.92
"USP17L7",0.93
"USP17L8",1.11
"USP17L9P",1.03
"USP18",1.11
"USP19",1.13
"USP2",1.06
"USP2-AS1",1.05
"USP20",1.14
"USP21",1.07
"USP22",1.3
"USP24",1.12
"USP25",1.21
"USP26",1.04
"USP27X",0.93
"USP27X-AS1",1.03
"USP28",1.1
"USP29",1.07
"USP3",1.31
"USP3-AS1",1.43
"USP30",1.08
"USP30-AS1",1.01
"USP31",1.14
"USP32",1.14
"USP32P1",1.07
"USP32P2",1.07
"USP33",1.12
"USP34",1.2
"USP35",1.15
"USP36",1.2
"USP37",1.17
"USP38",1.13
"USP39",1.22
"USP4",1.14
"USP40",1.1
"USP42",1.08
"USP43",1.11
"USP44",1.18
"USP45",1.16
"USP46",1.09
"USP46-AS1",1.2
"USP47",1.17
"USP48",1.17
"USP49",1.11
"USP5",1.02
"USP50",1.2
"USP51",1.17
"USP53",1.14
"USP54",1.07
"USP6",1.05
"USP6NL",1.16
"USP7",1.25
"USP8",1.16
"USP9X",1.21
"USPL1",1.18
"UST",1.06
"UST-AS1",1.13
"UTAT33",1.04
"UTF1",0.91
"UTP11",1.15
"UTP14A",1.13
"UTP14C",1.13
"UTP15",1.16
"UTP18",1.11
"UTP20",1.08
"UTP23",1.18
"UTP3",0.98
"UTP4",1.22
"UTP6",1.12
"UTRN",1.09
"UTS2",1.23
"UTS2B",1.09
"UTS2R",0.95
"UVRAG",1.16
"UVSSA",1.03
"UXS1",1.08
"UXT",1.06
"UXT-AS1",1.16
"VAC14",1.07
"VAC14-AS1",1.04
"VAMP1",1.07
"VAMP2",1.11
"VAMP3",1.06
"VAMP4",1.09
"VAMP5",1.09
"VAMP7",1.02
"VAMP8",0.96
"VANGL1",1.13
"VANGL2",1.06
"VAPA",1.33
"VAPB",1.17
"VARS",1.21
"VARS2",1.06
"VASH1",1.28
"VASH2",1.07
"VASN",1.1
"VASP",1.39
"VAT1",0.97
"VAT1L",1.11
"VAV1",1.09
"VAV2",1.09
"VAV3",1.12
"VAV3-AS1",1.1
"VAX1",1.08
"VAX2",1.1
"VBP1",1.04
"VCAM1",1.09
"VCAN",1.07
"VCAN-AS1",1.09
"VCL",1.37
"VCP",1.25
"VCPIP1",1.13
"VCPKMT",1.03
"VCX",1.16
"VCX2",1.02
"VCX3A",1.18
"VCX3B",1.23
"VDAC1",1.14
"VDAC2",1.25
"VDAC3",1.12
"VDR",1.1
"VEGFA",1.09
"VEGFB",1.01
"VEGFC",1.07
"VEGFD",1.07
"VENTX",1.27
"VENTXP1",1.1
"VENTXP7",1.03
"VEPH1",1.08
"VEZF1",1.3
"VEZT",1.17
"VGF",1.26
"VGLL1",1.13
"VGLL2",1.09
"VGLL3",1.12
"VGLL4",1.16
"VHL",1.1
"VHLL",1.33
"VIL1",1.1
"VILL",1.03
"VIM",0.96
"VIM-AS1",1.18
"VIP",1.08
"VIPAS39",1.03
"VIPR1",1.08
"VIPR1-AS1",1.08
"VIPR2",1.1
"VIT",1.09
"VKORC1",1.14
"VKORC1L1",1.16
"VLDLR",1.1
"VLDLR-AS1",1.12
"VMA21",1.1
"VMAC",1.24
"VMO1",1.07
"VMP1",1.63
"VN1R1",1.15
"VN1R10P",1.12
"VN1R2",1.02
"VN1R4",1.23
"VN1R5",1.51
"VNN1",1.09
"VNN2",1.04
"VNN3",1.01
"VOPP1",1.09
"VPREB1",1.13
"VPREB3",1.03
"VPS11",1.11
"VPS13A",1.12
"VPS13A-AS1",1.1
"VPS13B",1.11
"VPS13C",1.07
"VPS13D",1.11
"VPS16",1.07
"VPS18",1.15
"VPS25",1.04
"VPS26A",1.2
"VPS26B",1.03
"VPS28",1.22
"VPS29",1.26
"VPS33A",1.07
"VPS33B",1.14
"VPS35",1.11
"VPS36",1.14
"VPS37A",1.11
"VPS37B",1.24
"VPS37C",1.15
"VPS37D",1.21
"VPS39",1.06
"VPS41",1.1
"VPS45",1.09
"VPS4A",1.25
"VPS4B",1.08
"VPS50",1.11
"VPS51",1.19
"VPS52",1.13
"VPS53",1.08
"VPS54",1.13
"VPS72",1.07
"VPS8",1.09
"VPS9D1",1.4
"VPS9D1-AS1",1.23
"VRK1",1.11
"VRK2",1.11
"VRK3",1.11
"VRTN",1.08
"VSIG1",1.06
"VSIG10",1.16
"VSIG10L",1.12
"VSIG2",1.15
"VSIG4",1.02
"VSIG8",1.04
"VSIR",1.09
"VSNL1",1.08
"VSTM1",1.04
"VSTM2A",1.12
"VSTM2A-OT1",1.13
"VSTM2B",1.05
"VSTM2L",1.05
"VSTM4",1.07
"VSTM5",1.12
"VSX1",1.08
"VSX2",1.18
"VTA1",1.16
"VTCN1",1.05
"VTI1A",1.09
"VTI1B",1.13
"VTN",1.18
"VTRNA1-1",1.08
"VTRNA1-2",1.68
"VTRNA1-3",1.5
"VTRNA2-1",1.47
"VWA1",1.02
"VWA2",1.07
"VWA3A",1.12
"VWA3B",1.08
"VWA5A",1
"VWA5B1",1.05
"VWA5B2",1.12
"VWA7",1.05
"VWA8",1.12
"VWA8-AS1",1.12
"VWC2",1.06
"VWC2L",1.04
"VWC2L-IT1",1.06
"VWCE",1.05
"VWDE",1.11
"VWF",1.08
"WAC",1.34
"WAC-AS1",1.31
"WAPL",1.22
"WARS",1.08
"WARS2",1.1
"WARS2-IT1",1.04
"WAS",1.04
"WASF1",1.07
"WASF2",1.17
"WASF3",1.1
"WASH2P",1.1
"WASH3P",1.02
"WASH5P",1.05
"WASH7P",1.05
"WASHC1",1.03
"WASHC2A",1.11
"WASHC2C",1.11
"WASHC3",1.12
"WASHC4",1.13
"WASHC5",1.12
"WASIR1",1.22
"WASIR2",1.33
"WASL",1.23
"WBP1",1.64
"WBP11",1.11
"WBP11P1",1.16
"WBP1L",1.1
"WBP2",1.13
"WBP2NL",1.09
"WBP4",1.19
"WBSCR17",1.07
"WBSCR22",1.17
"WBSCR27",1.16
"WBSCR28",1.01
"WDCP",1.07
"WDFY1",1.14
"WDFY2",1.11
"WDFY3",1.13
"WDFY3-AS2",1.05
"WDFY4",1.07
"WDHD1",1.17
"WDPCP",1.09
"WDR1",1.22
"WDR11",1.11
"WDR11-AS1",1.08
"WDR12",1.18
"WDR13",1.12
"WDR17",1.05
"WDR18",1.04
"WDR19",1.11
"WDR20",1.13
"WDR24",1.04
"WDR25",1.11
"WDR26",1.24
"WDR27",1.06
"WDR3",1.14
"WDR31",1.11
"WDR33",1.24
"WDR34",1.28
"WDR35",1.09
"WDR36",1.18
"WDR37",1.15
"WDR38",1.57
"WDR4",1.15
"WDR41",1.11
"WDR43",1.36
"WDR44",1.11
"WDR45",1.11
"WDR45B",1.13
"WDR46",1.05
"WDR47",1.12
"WDR48",1.1
"WDR49",1.07
"WDR5",1.16
"WDR53",1.14
"WDR54",1.05
"WDR55",1.09
"WDR59",1.13
"WDR5B",1.26
"WDR6",1.34
"WDR60",1.08
"WDR61",1.13
"WDR62",1.2
"WDR63",1.1
"WDR64",1.08
"WDR66",1.1
"WDR7",1.07
"WDR70",1.1
"WDR72",1.06
"WDR73",1.18
"WDR74",1.53
"WDR75",1.17
"WDR76",1.13
"WDR77",1.17
"WDR78",1.09
"WDR81",1.04
"WDR82",1.17
"WDR83",1.13
"WDR83OS",0.89
"WDR86",1.05
"WDR86-AS1",0.99
"WDR87",1.12
"WDR88",1.06
"WDR89",1.22
"WDR90",1
"WDR91",1.07
"WDR92",1.08
"WDR93",1.12
"WDR97",1.03
"WDSUB1",1.13
"WDTC1",1.09
"WDYHV1",1.06
"WEE1",2.06
"WEE2",1.03
"WEE2-AS1",1.02
"WFDC1",1.08
"WFDC10A",1.09
"WFDC10B",1.15
"WFDC11",1.03
"WFDC12",0.85
"WFDC13",1.11
"WFDC2",1.06
"WFDC21P",1.1
"WFDC3",1.11
"WFDC5",1.17
"WFDC6",1.29
"WFDC8",1.15
"WFDC9",1.08
"WFIKKN1",1.23
"WFIKKN2",1.09
"WFS1",1.07
"WHAMM",1.25
"WHAMMP1",1.07
"WHAMMP2",1.16
"WHAMMP3",1.12
"WHRN",1.09
"WIF1",1.11
"WIPF1",1.07
"WIPF2",1.15
"WIPF3",1.05
"WIPI1",1.17
"WIPI2",1.11
"WISP1",1.09
"WISP2",1.09
"WISP3",1.12
"WIZ",1.06
"WLS",1.06
"WNK1",1.24
"WNK2",1.11
"WNK3",1.1
"WNK4",1.1
"WNT1",1.07
"WNT10A",1.09
"WNT10B",1.14
"WNT11",1.04
"WNT16",1.14
"WNT2",1.06
"WNT2B",1.05
"WNT3",1.03
"WNT3A",1.07
"WNT4",1.14
"WNT5A",1.07
"WNT5B",1.03
"WNT6",1.12
"WNT7A",1.04
"WNT7B",1.07
"WNT8A",1.15
"WNT8B",1.07
"WNT9A",1.05
"WNT9B",1
"WRAP53",1.05
"WRAP73",1.05
"WRB",1.04
"WRB-SH3BGR",1.1
"WRN",1.11
"WRNIP1",1.11
"WSB1",1.54
"WSB2",1.25
"WSCD1",1.04
"WSCD2",1.06
"WSPAR",1.05
"WT1",1.05
"WT1-AS",1
"WTAP",1.22
"WTAPP1",1.1
"WTH3DI",1.11
"WTIP",1.09
"WWC1",1.15
"WWC2",1.13
"WWC2-AS1",1.23
"WWC2-AS2",1.05
"WWC3",1.07
"WWOX",1.11
"WWP1",1.22
"WWP2",1.16
"WWTR1",1.15
"WWTR1-AS1",1.36
"XAB2",0.99
"XACT",1.04
"XAF1",1.1
"XAGE1B",1.29
"XAGE2",1.13
"XAGE3",1.05
"XAGE5",1.14
"XBP1",5.76
"XCL1",1.28
"XCL2",1.13
"XCR1",1.11
"XDH",1.02
"XG",1.07
"XGY2",1.06
"XIAP",1.23
"XIRP1",1.04
"XIRP2",1.06
"XIRP2-AS1",1.08
"XIST",1.11
"XK",1.1
"XKR3",1.07
"XKR4",1.07
"XKR5",1.06
"XKR6",1.08
"XKR7",1.06
"XKR8",1.1
"XKR9",1.09
"XKRX",1.07
"XLOC_007697",0
"XLOC_008559",1.08
"XLOC_009911",1.29
"XPA",1.46
"XPC",1.15
"XPNPEP1",1.08
"XPNPEP2",1.04
"XPNPEP3",1.12
"XPO1",1.37
"XPO4",1.19
"XPO5",1.22
"XPO6",1.17
"XPO7",1.14
"XPOT",1.35
"XPR1",1.12
"XRCC1",1.09
"XRCC2",1.16
"XRCC3",1.3
"XRCC4",1.08
"XRCC5",1.25
"XRCC6",1.22
"XRCC6P5",1.04
"XRN1",1.13
"XRN2",1.2
"XRRA1",1.08
"XXYLT1",1.11
"XXYLT1-AS1",0.87
"XXYLT1-AS2",1.15
"XYLB",1.08
"XYLT1",1.13
"XYLT2",1.05
"YAE1D1",1.14
"YAF2",1.17
"YAP1",1.16
"YARS",1.37
"YARS2",1.2
"YBEY",1.3
"YBX1",1.14
"YBX2",1.12
"YBX3",1.26
"YBX3P1",1.21
"YDJC",1.11
"YEATS2",1.15
"YEATS4",1.26
"YES1",1.19
"YIF1A",1.11
"YIF1B",1.19
"YIPF1",1.14
"YIPF2",1.38
"YIPF3",0.92
"YIPF4",1.18
"YIPF5",1.1
"YIPF6",1.18
"YIPF7",1.05
"YJEFN3",1.34
"YKT6",1.1
"YLPM1",1.17
"YME1L1",1.27
"YOD1",1.18
"YPEL1",1.16
"YPEL2",1.11
"YPEL3",1.22
"YPEL4",1.09
"YPEL5",1.08
"YRDC",1.77
"YTHDC1",1.38
"YTHDC2",1.2
"YTHDF1",1.19
"YTHDF2",1.31
"YTHDF3",1.14
"YTHDF3-AS1",1.8
"YWHAB",1.26
"YWHAE",1.33
"YWHAEP1",1.28
"YWHAEP7",1.07
"YWHAG",1.33
"YWHAH",1.24
"YWHAQ",1.21
"YWHAZ",1.79
"YY1",1.14
"YY1AP1",1.18
"YY1P2",1.06
"YY2",1.05
"ZACN",1.78
"ZADH2",1.08
"ZAK",1.11
"ZAN",1.08
"ZAP70",1.08
"ZAR1",1.16
"ZAR1L",1.11
"ZASP",1.66
"ZBBX",1.05
"ZBED1",1.07
"ZBED2",1.02
"ZBED3",1.18
"ZBED3-AS1",1.09
"ZBED4",1.11
"ZBED5",1.25
"ZBED5-AS1",1.05
"ZBED6",1.23
"ZBED6CL",1.19
"ZBED8",1.15
"ZBED9",1.12
"ZBP1",1.17
"ZBTB1",1.29
"ZBTB10",1.15
"ZBTB11",1.17
"ZBTB11-AS1",1.65
"ZBTB12",0.95
"ZBTB14",0.98
"ZBTB16",1.09
"ZBTB17",1.14
"ZBTB18",1
"ZBTB2",1.18
"ZBTB20",1.08
"ZBTB20-AS1",1.09
"ZBTB20-AS3",1.07
"ZBTB20-AS4",0.99
"ZBTB20-AS5",1.09
"ZBTB21",1.21
"ZBTB22",1.34
"ZBTB24",1.14
"ZBTB25",1.17
"ZBTB26",1.09
"ZBTB3",0.99
