"gene","top1cc_density"
"SIRT3",1.17
"SIRT4",1.35
"SIRT5",1.18
"SIRT6",1.17
"SIRT7",1.17
"SIT1",1.1
"SIVA1",1.32
"SIX1",1.39
"SIX2",1.21
"SIX3",1.15
"SIX3-AS1",1.31
"SIX4",1.25
"SIX5",1.48
"SIX6",1.17
"SKA1",1.04
"SKA2",1.57
"SKA3",1.27
"SKAP1",1.21
"SKAP2",1.14
"SKI",1.16
"SKIDA1",1.26
"SKIL",1.46
"SKINT1L",1.16
"SKIV2L",1.22
"SKIV2L2",1.15
"SKOR1",1.24
"SKOR2",1.08
"SKP1",1.23
"SKP1P2",1.25
"SKP2",1.14
"SLA",1.17
"SLA2",1.22
"SLAIN1",1.09
"SLAIN2",1.11
"SLAMF1",1.17
"SLAMF6",1.13
"SLAMF7",1.15
"SLAMF8",1.24
"SLAMF9",1.14
"SLBP",1.19
"SLC10A1",1.29
"SLC10A2",1.12
"SLC10A3",1.17
"SLC10A4",1.09
"SLC10A5",1.48
"SLC10A6",1.19
"SLC10A7",1.13
"SLC11A1",1.34
"SLC11A2",1.28
"SLC12A1",1.12
"SLC12A2",1.17
"SLC12A3",1.14
"SLC12A4",1.41
"SLC12A5",1.25
"SLC12A6",1.11
"SLC12A7",1.19
"SLC12A8",1.24
"SLC12A9",1.29
"SLC13A1",1.15
"SLC13A2",1.32
"SLC13A3",1.22
"SLC13A4",1.18
"SLC13A5",1.15
"SLC14A1",1.14
"SLC14A2",1.11
"SLC14A2-AS1",1.11
"SLC15A1",1.12
"SLC15A2",1.21
"SLC15A3",1.24
"SLC15A4",1.19
"SLC15A5",1.11
"SLC16A1",1.17
"SLC16A1-AS1",1.29
"SLC16A10",1.15
"SLC16A11",1.05
"SLC16A12",1.15
"SLC16A12-AS1",1.17
"SLC16A13",1.07
"SLC16A14",1.22
"SLC16A2",1.12
"SLC16A3",1.38
"SLC16A4",1.33
"SLC16A5",1.34
"SLC16A6",1.25
"SLC16A7",1.11
"SLC16A8",1.23
"SLC16A9",1.11
"SLC17A1",1.14
"SLC17A2",1.11
"SLC17A3",1.12
"SLC17A4",1.15
"SLC17A5",1.17
"SLC17A6",1.15
"SLC17A7",1.22
"SLC17A8",1.2
"SLC17A9",1.25
"SLC18A1",1.11
"SLC18A2",1.19
"SLC18A3",1.14
"SLC18B1",1.17
"SLC19A1",1.36
"SLC19A2",1.26
"SLC19A3",1.21
"SLC1A1",1.14
"SLC1A2",1.18
"SLC1A3",1.15
"SLC1A4",1.23
"SLC1A5",1.39
"SLC1A6",1.19
"SLC1A7",1.22
"SLC20A1",1.23
"SLC20A2",1.14
"SLC22A1",1.1
"SLC22A10",1.22
"SLC22A11",1.24
"SLC22A12",1.26
"SLC22A13",1.22
"SLC22A14",1.19
"SLC22A15",1.28
"SLC22A16",1.15
"SLC22A17",1.14
"SLC22A18",1.11
"SLC22A18AS",1.1
"SLC22A2",1.09
"SLC22A20",1.31
"SLC22A23",1.19
"SLC22A24",1.24
"SLC22A25",1.2
"SLC22A3",1.1
"SLC22A31",1.46
"SLC22A4",1.19
"SLC22A5",1.29
"SLC22A6",1.19
"SLC22A7",1.19
"SLC22A8",1.23
"SLC22A9",1.17
"SLC23A1",1.21
"SLC23A2",1.15
"SLC23A3",1.22
"SLC24A1",1.27
"SLC24A2",1.13
"SLC24A3",1.2
"SLC24A4",1.24
"SLC24A5",1.11
"SLC25A1",1.09
"SLC25A10",1.21
"SLC25A11",1.24
"SLC25A12",1.18
"SLC25A13",1.2
"SLC25A14",1.18
"SLC25A15",1.23
"SLC25A16",1.21
"SLC25A17",1.16
"SLC25A18",1.16
"SLC25A19",1.36
"SLC25A2",1
"SLC25A20",1.21
"SLC25A21",1.19
"SLC25A21-AS1",1.45
"SLC25A22",1.3
"SLC25A23",1.09
"SLC25A24",1.4
"SLC25A25",1.35
"SLC25A25-AS1",1.24
"SLC25A26",1.15
"SLC25A27",1.13
"SLC25A28",1.25
"SLC25A29",1.32
"SLC25A3",1.26
"SLC25A30",1.23
"SLC25A30-AS1",1.1
"SLC25A31",1.14
"SLC25A32",1.18
"SLC25A33",1.16
"SLC25A34",1.24
"SLC25A35",1.16
"SLC25A36",1.29
"SLC25A37",1.16
"SLC25A38",1.16
"SLC25A39",1.19
"SLC25A3P1",1.26
"SLC25A4",1.17
"SLC25A40",1.19
"SLC25A41",1.1
"SLC25A42",1.24
"SLC25A43",1.25
"SLC25A44",1.21
"SLC25A45",1.36
"SLC25A46",1.16
"SLC25A47",1.25
"SLC25A48",1.19
"SLC25A5",1.28
"SLC25A5-AS1",1.09
"SLC25A51",1.17
"SLC25A51P1",1.26
"SLC25A52",1.44
"SLC25A53",1.17
"SLC25A6",1.19
"SLC26A1",1.14
"SLC26A10",1.21
"SLC26A11",1.24
"SLC26A2",1.18
"SLC26A3",1.29
"SLC26A4",1.22
"SLC26A4-AS1",1.31
"SLC26A5",1.29
"SLC26A6",1.25
"SLC26A7",1.14
"SLC26A8",1.25
"SLC26A9",1.39
"SLC27A1",1.15
"SLC27A2",1.44
"SLC27A3",1.32
"SLC27A4",1.21
"SLC27A5",1.28
"SLC27A6",1.12
"SLC28A1",1.31
"SLC28A2",1.12
"SLC28A3",1.28
"SLC29A1",1.15
"SLC29A2",1.43
"SLC29A3",1.22
"SLC29A4",1.29
"SLC2A1",1.44
"SLC2A1-AS1",1.21
"SLC2A10",1.28
"SLC2A11",1.24
"SLC2A12",1.18
"SLC2A13",1.16
"SLC2A14",1.17
"SLC2A2",1.31
"SLC2A3",1.2
"SLC2A4",1.18
"SLC2A4RG",1.45
"SLC2A5",1.17
"SLC2A6",1.26
"SLC2A7",1.15
"SLC2A8",1.24
"SLC2A9",1.12
"SLC30A1",1.24
"SLC30A10",1.14
"SLC30A2",1.23
"SLC30A3",1.17
"SLC30A4",1.11
"SLC30A5",1.16
"SLC30A6",1.23
"SLC30A7",1.09
"SLC30A8",1.15
"SLC30A9",1.11
"SLC31A1",1.2
"SLC31A2",1.21
"SLC32A1",1.16
"SLC33A1",1.24
"SLC34A1",1.39
"SLC34A2",1.16
"SLC34A3",1.31
"SLC35A1",1.17
"SLC35A2",1.2
"SLC35A3",1.11
"SLC35A4",1.1
"SLC35A5",1.15
"SLC35B1",1.22
"SLC35B2",1.59
"SLC35B3",1.15
"SLC35B4",1.11
"SLC35C1",1.41
"SLC35C2",1.38
"SLC35D1",1.16
"SLC35D2",1.21
"SLC35D3",1.09
"SLC35E1",1.26
"SLC35E2",1.22
"SLC35E2B",1.2
"SLC35E3",1.26
"SLC35E4",1.17
"SLC35F1",1.14
"SLC35F2",1.14
"SLC35F3",1.15
"SLC35F4",1.18
"SLC35F5",1.12
"SLC35F6",1.34
"SLC35G1",1.16
"SLC35G2",1.17
"SLC35G3",1.05
"SLC35G4",0.98
"SLC35G5",1.18
"SLC35G6",1.15
"SLC36A1",1.17
"SLC36A2",1.17
"SLC36A3",1.2
"SLC36A4",1.14
"SLC37A1",1.38
"SLC37A2",1.16
"SLC37A3",1.24
"SLC37A4",1.25
"SLC38A1",1.26
"SLC38A10",1.25
"SLC38A11",1.13
"SLC38A2",1.37
"SLC38A3",1.24
"SLC38A4",1.19
"SLC38A5",1.12
"SLC38A6",1.22
"SLC38A7",1.12
"SLC38A8",1.37
"SLC38A9",1.17
"SLC39A1",1.46
"SLC39A10",1.16
"SLC39A11",1.19
"SLC39A12",1.19
"SLC39A12-AS1",1.11
"SLC39A13",1.22
"SLC39A14",1.16
"SLC39A2",1.2
"SLC39A3",1.13
"SLC39A4",1.18
"SLC39A5",1.3
"SLC39A6",1.23
"SLC39A7",1.13
"SLC39A8",1.15
"SLC39A9",1.28
"SLC3A1",1.19
"SLC3A2",1.28
"SLC40A1",1.1
"SLC41A1",1.36
"SLC41A2",1.18
"SLC41A3",1.22
"SLC43A1",1.14
"SLC43A2",1.16
"SLC43A3",1.15
"SLC44A1",1.21
"SLC44A2",1.19
"SLC44A3",1.14
"SLC44A3-AS1",1.12
"SLC44A4",1.17
"SLC44A5",1.13
"SLC45A1",1.15
"SLC45A2",1.16
"SLC45A3",1.37
"SLC45A4",1.25
"SLC46A1",1.33
"SLC46A2",1.18
"SLC46A3",1.17
"SLC47A1",1.18
"SLC47A2",1.15
"SLC48A1",1.44
"SLC4A1",1.16
"SLC4A10",1.13
"SLC4A11",1.16
"SLC4A1AP",1.21
"SLC4A2",1.2
"SLC4A3",1.17
"SLC4A4",1.09
"SLC4A5",1.2
"SLC4A7",1.2
"SLC4A8",1.25
"SLC4A9",1.19
"SLC50A1",1.43
"SLC51A",1.35
"SLC51B",1.26
"SLC52A1",1.1
"SLC52A2",1.28
"SLC52A3",1.16
"SLC5A1",1.16
"SLC5A10",1.27
"SLC5A11",1.28
"SLC5A12",1.12
"SLC5A2",1.26
"SLC5A3",1.19
"SLC5A4",1.16
"SLC5A5",1.17
"SLC5A6",1.26
"SLC5A7",1.16
"SLC5A8",1.18
"SLC5A9",1.18
"SLC6A1",1.25
"SLC6A1-AS1",1.31
"SLC6A10P",1.23
"SLC6A11",1.27
"SLC6A12",1.19
"SLC6A13",1.18
"SLC6A14",1.09
"SLC6A15",1.14
"SLC6A16",1.17
"SLC6A17",1.31
"SLC6A18",1.22
"SLC6A19",1.21
"SLC6A2",1.14
"SLC6A20",1.2
"SLC6A3",1.21
"SLC6A4",1.16
"SLC6A5",1.19
"SLC6A6",1.38
"SLC6A7",1.16
"SLC6A8",1.21
"SLC6A9",1.22
"SLC7A1",1.23
"SLC7A10",1.3
"SLC7A11",1.16
"SLC7A11-AS1",1.15
"SLC7A13",1.15
"SLC7A14",1.37
"SLC7A2",1.14
"SLC7A3",1.12
"SLC7A4",1.1
"SLC7A5",1.66
"SLC7A5P2",1.67
"SLC7A6",1.34
"SLC7A6OS",1.32
"SLC7A7",1.24
"SLC7A8",1.24
"SLC7A9",1.29
"SLC8A1",1.13
"SLC8A1-AS1",1.14
"SLC8A2",1.26
"SLC8A3",1.22
"SLC8B1",1.22
"SLC9A1",1.3
"SLC9A2",1.18
"SLC9A3",1.23
"SLC9A3R1",1.38
"SLC9A3R2",1.16
"SLC9A4",1.17
"SLC9A5",1.37
"SLC9A6",1.15
"SLC9A7",1.15
"SLC9A7P1",1.3
"SLC9A8",1.26
"SLC9A9",1.14
"SLC9A9-AS1",1.18
"SLC9B1",1.15
"SLC9B2",1.17
"SLC9C1",1.18
"SLC9C2",1.24
"SLCO1A2",1.14
"SLCO1B1",1.12
"SLCO1B3",1.1
"SLCO1B7",1.13
"SLCO1C1",1.11
"SLCO2A1",1.26
"SLCO2B1",1.29
"SLCO3A1",1.23
"SLCO4A1",1.27
"SLCO4A1-AS1",1.33
"SLCO4C1",1.11
"SLCO5A1",1.18
"SLCO6A1",1.12
"SLED1",1.12
"SLF1",1.12
"SLF2",1.23
"SLFN11",1.1
"SLFN12",1.11
"SLFN12L",1.07
"SLFN13",1.08
"SLFN14",1.13
"SLFN5",1.12
"SLFNL1",1.25
"SLFNL1-AS1",1.25
"SLIRP",1.25
"SLIT1",1.21
"SLIT1-AS1",1.28
"SLIT2",1.08
"SLIT2-IT1",1.1
"SLIT3",1.18
"SLITRK1",1.14
"SLITRK2",1.13
"SLITRK3",1.4
"SLITRK4",1.11
"SLITRK5",1.14
"SLITRK6",1.18
"SLK",1.17
"SLMAP",1.11
"SLMO2-ATP5E",1.17
"SLN",1.14
"SLPI",1.25
"SLTM",1.12
"SLU7",1.21
"SLURP1",1.27
"SLX1A",1.67
"SLX1A-SULT1A3",1.88
"SLX4",1.19
"SLX4IP",1.21
"SMA4",1.36
"SMA5",1.5
"SMAD1",1.15
"SMAD1-AS1",1.22
"SMAD1-AS2",1.07
"SMAD2",1.11
"SMAD3",1.31
"SMAD4",1.05
"SMAD5",1.14
"SMAD5-AS1",1.2
"SMAD6",1.28
"SMAD7",1.18
"SMAD9",1.18
"SMAGP",1.24
"SMAP1",1.16
"SMAP2",1.2
"SMARCA1",1.16
"SMARCA2",1.11
"SMARCA4",1.23
"SMARCA5",1.16
"SMARCA5-AS1",1.38
"SMARCAD1",1.16
"SMARCAL1",1.2
"SMARCB1",1.21
"SMARCC1",1.22
"SMARCC2",1.39
"SMARCD1",1.3
"SMARCD2",1.46
"SMARCD3",1.18
"SMARCE1",1.15
"SMC1A",1.14
"SMC1B",1.17
"SMC2",1.16
"SMC2-AS1",1.23
"SMC3",1.15
"SMC4",1.27
"SMC5",1.12
"SMC5-AS1",1.11
"SMC6",1.13
"SMCHD1",1.14
"SMCO1",1.22
"SMCO2",1.19
"SMCO3",1.12
"SMCO4",1.15
"SMCP",1.22
"SMCR2",1.17
"SMCR5",1.26
"SMCR8",1.35
"SMDT1",1.27
"SMG1",1.26
"SMG1P1",1.59
"SMG1P2",1.35
"SMG1P3",1.59
"SMG1P5",1.41
"SMG1P6",1.62
"SMG1P7",1.4
"SMG5",1.23
"SMG6",1.13
"SMG7",1.24
"SMG7-AS1",1.27
"SMG8",1.37
"SMG9",1.2
"SMIM1",1.22
"SMIM10",1.43
"SMIM10L1",1.13
"SMIM10L2A",1.21
"SMIM10L2B",1.3
"SMIM11A",1.16
"SMIM11B",1.16
"SMIM12",1.18
"SMIM13",1.19
"SMIM14",1.17
"SMIM15",1.13
"SMIM15-AS1",1.23
"SMIM17",1.13
"SMIM18",1.14
"SMIM19",1.16
"SMIM2",1.12
"SMIM2-AS1",1.12
"SMIM2-IT1",1.14
"SMIM20",1.18
"SMIM21",1.05
"SMIM22",1.3
"SMIM23",1.25
"SMIM24",1.08
"SMIM3",1.18
"SMIM4",1.11
"SMIM5",1.41
"SMIM6",1.34
"SMIM7",1.21
"SMIM8",1.24
"SMIM9",1.13
"SMKR1",1.19
"SMLR1",1.19
"SMN1",1.42
"SMN2",1.42
"SMNDC1",1.19
"SMO",1.12
"SMOC1",1.23
"SMOC2",1.07
"SMOX",1.19
"SMPD1",1.06
"SMPD2",1.42
"SMPD3",1.3
"SMPD4",1.27
"SMPDL3A",1.21
"SMPDL3B",1.19
"SMPX",1.09
"SMR3A",1.11
"SMR3B",1.1
"SMS",1.15
"SMTN",1.22
"SMTNL1",1.13
"SMTNL2",1.19
"SMU1",1.18
"SMUG1",1.17
"SMURF1",1.28
"SMURF2",1.19
"SMYD1",1.16
"SMYD2",1.13
"SMYD3",1.17
"SMYD4",1.14
"SMYD5",1.17
"SNAI1",1.31
"SNAI2",1.12
"SNAI3",1.38
"SNAI3-AS1",1.37
"SNAP23",1.14
"SNAP25",1.24
"SNAP25-AS1",1.18
"SNAP29",1.09
"SNAP47",1.24
"SNAP91",1.12
"SNAPC1",1.25
"SNAPC2",1.17
"SNAPC3",1.14
"SNAPC4",1.14
"SNAPC5",1.52
"SNAPIN",1.36
"SNAR-A1",1.83
"SNAR-A10",2.25
"SNAR-A12",2.14
"SNAR-B1",1.57
"SNAR-C1",0.64
"SNAR-C2",0.37
"SNAR-C3",0.78
"SNAR-C4",0.64
"SNAR-D",1.32
"SNAR-E",1.08
"SNAR-F",1
"SNAR-G1",1.71
"SNAR-G2",1.16
"SNAR-H",1.17
"SNAR-I",1.16
"SNCA",1.12
"SNCA-AS1",1.13
"SNCAIP",1.16
"SNCB",1.3
"SNCG",1.13
"SND1",1.18
"SND1-IT1",1.09
"SNED1",1.26
"SNF8",1.25
"SNHG1",1.26
"SNHG10",1.31
"SNHG11",1.36
"SNHG12",1.25
"SNHG15",1.22
"SNHG16",1.33
"SNHG17",1.28
"SNHG18",1.3
"SNHG19",1.78
"SNHG20",1.26
"SNHG21",1.29
"SNHG22",1.16
"SNHG24",1.14
"SNHG25",1.99
"SNHG3",1.62
"SNHG4",1.36
"SNHG5",1.3
"SNHG6",1.22
"SNHG7",1.16
"SNHG8",1.25
"SNHG9",1.41
"SNIP1",1.18
"SNN",1.37
"SNORA1",1.11
"SNORA10",1.69
"SNORA100",1.37
"SNORA101A",0.47
"SNORA101B",1.35
"SNORA103",2.13
"SNORA104",1.18
"SNORA105A",1.27
"SNORA105C",1.22
"SNORA107",1
"SNORA108",1.08
"SNORA109",1.23
"SNORA11",1.85
"SNORA110",1.24
"SNORA111",1.15
"SNORA11B",0.68
"SNORA11C",1.22
"SNORA11D",1.07
"SNORA12",1.13
"SNORA13",1.78
"SNORA14A",1.37
"SNORA14B",1.04
"SNORA15",1.33
"SNORA16A",0.89
"SNORA16B",1.55
"SNORA17A",1.08
"SNORA17B",0.96
"SNORA18",1.32
"SNORA19",0.62
"SNORA20",1.23
"SNORA21",1.32
"SNORA22",1.99
"SNORA23",1.3
"SNORA24",1.18
"SNORA25",1.68
"SNORA26",1.6
"SNORA27",1.65
"SNORA28",1.92
"SNORA29",1.49
"SNORA2A",0.42
"SNORA2B",1.23
"SNORA2C",0.92
"SNORA30",1.43
"SNORA31",1.16
"SNORA32",1.25
"SNORA33",1
"SNORA35",0.46
"SNORA36A",1.21
"SNORA36B",0.85
"SNORA36C",1.35
"SNORA37",1.28
"SNORA38",1.13
"SNORA38B",1.25
"SNORA3A",1.18
"SNORA3B",1.41
"SNORA4",1.84
"SNORA40",1
"SNORA41",1.58
"SNORA44",1.57
"SNORA46",1.25
"SNORA47",1.17
"SNORA48",0.71
"SNORA49",1.4
"SNORA50A",0.87
"SNORA50C",2.32
"SNORA51",1.24
"SNORA52",1.09
"SNORA53",0.66
"SNORA54",1.17
"SNORA55",1.29
"SNORA56",1.14
"SNORA57",1.91
"SNORA58",0.99
"SNORA59A",1.98
"SNORA5A",1.4
"SNORA5B",1.19
"SNORA5C",1.78
"SNORA6",1.5
"SNORA60",1.27
"SNORA61",1.05
"SNORA62",1.66
"SNORA63",1.41
"SNORA64",1.24
"SNORA65",1.38
"SNORA66",0.71
"SNORA67",0.71
"SNORA68",1.27
"SNORA69",1.35
"SNORA70",1.39
"SNORA70B",0.99
"SNORA70C",1
"SNORA70D",1.21
"SNORA70E",1.18
"SNORA70F",1.15
"SNORA70G",1.45
"SNORA71A",1.58
"SNORA71B",1.54
"SNORA71C",1.2
"SNORA71D",1.29
"SNORA71E",1.39
"SNORA72",1.08
"SNORA73A",2.11
"SNORA73B",1.5
"SNORA74A",1.69
"SNORA74B",1.26
"SNORA75",1.34
"SNORA77",1.51
"SNORA78",0.81
"SNORA79",0.55
"SNORA7A",0.84
"SNORA7B",1.82
"SNORA8",0.7
"SNORA80A",1.25
"SNORA80B",1.85
"SNORA80E",1.05
"SNORA81",1.81
"SNORA84",1.29
"SNORA86",1.17
"SNORA87",1.2
"SNORA88",1.42
"SNORA89",1.24
"SNORA9",1.2
"SNORA90",1.04
"SNORA91",1.34
"SNORA92",0.86
"SNORA93",1.71
"SNORA94",1.22
"SNORA95",1.14
"SNORA98",0.9
"SNORA99",1.39
"SNORD10",1.38
"SNORD100",1.65
"SNORD101",0.75
"SNORD102",1.31
"SNORD103A",1.79
"SNORD103C",1.19
"SNORD104",1.79
"SNORD105",1.8
"SNORD105B",1.09
"SNORD107",1
"SNORD108",1.03
"SNORD109A",1.31
"SNORD11",1
"SNORD110",1.3
"SNORD111",0.83
"SNORD111B",0.63
"SNORD112",1.36
"SNORD113-1",1.36
"SNORD113-2",0.53
"SNORD113-3",1.12
"SNORD113-4",1.35
"SNORD113-5",1.22
"SNORD113-6",1.59
"SNORD113-7",1.21
"SNORD113-8",0.47
"SNORD113-9",1.43
"SNORD114-1",1.25
"SNORD114-10",0.59
"SNORD114-11",1.57
"SNORD114-12",0.91
"SNORD114-13",1.14
"SNORD114-14",1.39
"SNORD114-15",1.39
"SNORD114-16",1.26
"SNORD114-17",0.8
"SNORD114-18",1.08
"SNORD114-19",1.21
"SNORD114-2",1.67
"SNORD114-20",1.31
"SNORD114-21",1.22
"SNORD114-22",1.08
"SNORD114-23",0.45
"SNORD114-24",1.15
"SNORD114-25",0.58
"SNORD114-26",1.32
"SNORD114-27",0.98
"SNORD114-28",1.6
"SNORD114-29",0.3
"SNORD114-3",1.87
"SNORD114-30",1.23
"SNORD114-31",0.92
"SNORD114-4",0.6
"SNORD114-5",2.01
"SNORD114-6",1.16
"SNORD114-7",1.53
"SNORD114-8",1.35
"SNORD114-9",1
"SNORD115-1",1.05
"SNORD115-10",1.12
"SNORD115-11",0.8
"SNORD115-13",1.15
"SNORD115-14",1.26
"SNORD115-15",1.01
"SNORD115-16",1.08
"SNORD115-17",1
"SNORD115-2",1.16
"SNORD115-20",1.16
"SNORD115-21",1.16
"SNORD115-22",1.03
"SNORD115-23",1.74
"SNORD115-24",1.33
"SNORD115-25",1.02
"SNORD115-26",1.08
"SNORD115-27",1
"SNORD115-28",1.05
"SNORD115-3",1
"SNORD115-30",1
"SNORD115-31",1.35
"SNORD115-32",1.28
"SNORD115-33",1.04
"SNORD115-34",1.31
"SNORD115-35",0.53
"SNORD115-37",1.08
"SNORD115-38",0.95
"SNORD115-39",1.16
"SNORD115-4",1.45
"SNORD115-40",1.39
"SNORD115-41",1.14
"SNORD115-42",1.21
"SNORD115-44",1.19
"SNORD115-45",1
"SNORD115-46",1.07
"SNORD115-47",1.08
"SNORD115-48",1
"SNORD115-5",1.12
"SNORD115-6",1.13
"SNORD115-7",1
"SNORD115-8",1.03
"SNORD116-1",1.03
"SNORD116-10",1.08
"SNORD116-11",1.19
"SNORD116-12",1.08
"SNORD116-13",1.04
"SNORD116-14",1
"SNORD116-15",1.15
"SNORD116-16",0.77
"SNORD116-17",1.13
"SNORD116-18",1
"SNORD116-2",1.28
"SNORD116-20",1.22
"SNORD116-21",0.54
"SNORD116-22",1.22
"SNORD116-23",1.21
"SNORD116-24",1.06
"SNORD116-25",1.19
"SNORD116-26",1.04
"SNORD116-27",1
"SNORD116-28",1.15
"SNORD116-29",1
"SNORD116-3",1.36
"SNORD116-30",1.22
"SNORD116-4",1.21
"SNORD116-5",1.16
"SNORD116-6",1.06
"SNORD116-8",1.35
"SNORD117",0.82
"SNORD118",1.89
"SNORD119",0.68
"SNORD11B",1.31
"SNORD12",1.11
"SNORD121A",1.1
"SNORD121B",1.82
"SNORD123",1.17
"SNORD124",1.6
"SNORD125",0.61
"SNORD126",1.19
"SNORD127",1.14
"SNORD128",0.67
"SNORD129",1.05
"SNORD12B",2.09
"SNORD12C",1.84
"SNORD13",1
"SNORD130",1.03
"SNORD131",0.92
"SNORD132",0.42
"SNORD133",1.32
"SNORD134",1.39
"SNORD135",2.24
"SNORD136",0.95
"SNORD137",1.1
"SNORD139",0.96
"SNORD140",0.82
"SNORD141A",0.8
"SNORD142",1.27
"SNORD143",0.51
"SNORD144",1.47
"SNORD14A",0.91
"SNORD14B",1.56
"SNORD14C",1.13
"SNORD14D",1.12
"SNORD14E",1.47
"SNORD15A",2.29
"SNORD15B",2.05
"SNORD16",1.62
"SNORD17",1.31
"SNORD18A",1.47
"SNORD18B",1.42
"SNORD18C",1.07
"SNORD19",1
"SNORD19B",1.42
"SNORD1A",1.44
"SNORD1B",1.35
"SNORD1C",1.04
"SNORD2",1.02
"SNORD20",1.08
"SNORD21",1.21
"SNORD22",1.37
"SNORD23",2.3
"SNORD24",1.27
"SNORD25",1.69
"SNORD26",0.95
"SNORD27",1.27
"SNORD28",1.31
"SNORD29",1.39
"SNORD30",0.94
"SNORD31",0.8
"SNORD32A",1.39
"SNORD32B",0.33
"SNORD33",1.31
"SNORD34",2.01
"SNORD35A",1.64
"SNORD35B",1.4
"SNORD36A",1.47
"SNORD36B",1.02
"SNORD36C",0.79
"SNORD37",1.65
"SNORD38A",1.26
"SNORD38B",1.25
"SNORD3A",1.72
"SNORD3B-1",2.3
"SNORD3C",1.11
"SNORD3D",1.32
"SNORD41",0.86
"SNORD42A",0.65
"SNORD42B",1.6
"SNORD43",1.61
"SNORD44",0.77
"SNORD45A",1.13
"SNORD45B",1.1
"SNORD45C",1.26
"SNORD46",1.41
"SNORD47",0.6
"SNORD48",1.3
"SNORD49A",1.15
"SNORD49B",1.78
"SNORD4A",1.48
"SNORD4B",1.34
"SNORD5",1.08
"SNORD50A",1.31
"SNORD50B",0.64
"SNORD51",1.59
"SNORD52",1.06
"SNORD53",1.4
"SNORD54",1.48
"SNORD55",1.23
"SNORD56",1.08
"SNORD56B",0.43
"SNORD57",1.06
"SNORD58A",1.39
"SNORD58B",1.57
"SNORD58C",1.23
"SNORD59A",1.71
"SNORD59B",1.16
"SNORD6",1.28
"SNORD60",2.05
"SNORD61",0.82
"SNORD62A",1.39
"SNORD63",1.04
"SNORD64",1.32
"SNORD65",1.18
"SNORD66",0.72
"SNORD67",0.73
"SNORD68",2.57
"SNORD69",1.46
"SNORD7",1.18
"SNORD70",1.75
"SNORD71",1.68
"SNORD72",1.46
"SNORD73A",1.39
"SNORD74",1.22
"SNORD75",1.78
"SNORD76",1.27
"SNORD77",1.78
"SNORD78",2.84
"SNORD79",0.57
"SNORD8",1.39
"SNORD80",0.76
"SNORD81",2
"SNORD82",1.48
"SNORD83A",2.03
"SNORD83B",1.94
"SNORD84",1.21
"SNORD86",1.21
"SNORD87",1.31
"SNORD88A",1.64
"SNORD88B",1.91
"SNORD88C",1.87
"SNORD89",1.31
"SNORD9",1.03
"SNORD90",0.69
"SNORD91A",1.27
"SNORD91B",0.7
"SNORD92",1.19
"SNORD93",1.08
"SNORD94",1.14
"SNORD95",1.45
"SNORD96A",1.27
"SNORD96B",1.44
"SNORD97",1.05
"SNORD98",0.8
"SNORD99",1.41
"SNPH",1.14
"SNRK",1.18
"SNRK-AS1",1.21
"SNRNP200",1.23
"SNRNP25",1.3
"SNRNP27",1.11
"SNRNP35",1.26
"SNRNP40",1.2
"SNRNP48",1.09
"SNRNP70",1.2
"SNRPA",1.34
"SNRPA1",1.27
"SNRPB",1.23
"SNRPB2",1.16
"SNRPC",1.31
"SNRPD1",1.26
"SNRPD2",1.48
"SNRPD2P2",1.14
"SNRPD3",1.2
"SNRPE",1.38
"SNRPF",1.21
"SNRPG",1.24
"SNRPN",1.15
"SNTA1",1.19
"SNTB1",1.43
"SNTB2",1.26
"SNTG1",1.11
"SNTG2",1.21
"SNTN",1.61
"SNU13",1.23
"SNUPN",1.26
"SNURF",1.16
"SNW1",1.25
"SNX1",1.25
"SNX10",1.16
"SNX11",1.24
"SNX12",1.11
"SNX13",1.14
"SNX14",1.14
"SNX15",1.21
"SNX16",1.13
"SNX17",1.53
"SNX18",1.13
"SNX19",1.12
"SNX2",1.14
"SNX20",1.13
"SNX21",1.21
"SNX22",1.46
"SNX24",1.16
"SNX25",1.13
"SNX27",1.34
"SNX29",1.19
"SNX29P1",1.26
"SNX29P2",1.24
"SNX3",1.18
"SNX30",1.21
"SNX31",1.27
"SNX32",1.43
"SNX33",1.29
"SNX4",1.24
"SNX5",1.43
"SNX6",1.29
"SNX7",1.15
"SNX8",1.32
"SNX9",1.14
"SOAT1",1.26
"SOAT2",1.23
"SOBP",1.17
"SOCS1",1.37
"SOCS2",1.17
"SOCS2-AS1",1.24
"SOCS3",1.25
"SOCS4",1.23
"SOCS5",1.15
"SOCS6",1.04
"SOCS7",1.14
"SOD1",1.25
"SOD2",1.16
"SOD3",1.08
"SOGA1",1.21
"SOGA3",1.15
"SOHLH1",1.31
"SOHLH2",1.13
"SON",1.22
"SORBS1",1.18
"SORBS2",1.1
"SORBS3",1.16
"SORCS1",1.14
"SORCS2",1.13
"SORCS3",1.14
"SORCS3-AS1",1.01
"SORD",1.16
"SORL1",1.11
"SORT1",1.31
"SOS1",1.16
"SOS2",1.21
"SOST",1.13
"SOSTDC1",1.25
"SOWAHA",1.21
"SOWAHB",1.36
"SOWAHC",1.31
"SOWAHD",1.11
"SOX1",1.12
"SOX10",1.28
"SOX11",1.08
"SOX12",1.18
"SOX13",1.48
"SOX14",1.32
"SOX15",1.04
"SOX17",1.18
"SOX18",1.14
"SOX2",1.53
