"gene","top1cc_density"
"LOC100507205",1.13
"LOC100507250",1.17
"LOC100507277",1.4
"LOC100507283",1.12
"LOC100507291",1.2
"LOC100507334",1.27
"LOC100507346",1.17
"LOC100507351",1.21
"LOC100507373",1.24
"LOC100507377",1.15
"LOC100507384",1.14
"LOC100507387",1.27
"LOC100507388",1.17
"LOC100507389",1.21
"LOC100507406",1.13
"LOC100507412",5.66
"LOC100507424",1.2
"LOC100507431",1.16
"LOC100507437",1.33
"LOC100507443",1.16
"LOC100507464",1.12
"LOC100507468",1.53
"LOC100507472",1.18
"LOC100507477",1.12
"LOC100507487",1.16
"LOC100507506",1.2
"LOC100507507",1.23
"LOC100507537",1.17
"LOC100507547",1.17
"LOC100507548",1.19
"LOC100507557",1.15
"LOC100507564",1.35
"LOC100507599",1.26
"LOC100507600",1.1
"LOC100507616",1.2
"LOC100507634",1.26
"LOC100507639",1.09
"LOC100507642",1.21
"LOC100507657",1.16
"LOC100507670",1.74
"LOC100508046",1.27
"LOC100508631",1.14
"LOC100630923",1.38
"LOC100631378",1.28
"LOC100652758",1.16
"LOC100652768",1.3
"LOC100652999",1.29
"LOC100653233",1.16
"LOC100996249",1.28
"LOC100996251",1.2
"LOC100996255",1.26
"LOC100996263",1.27
"LOC100996286",1.06
"LOC100996325",1.28
"LOC100996335",1.24
"LOC100996349",1.22
"LOC100996351",1.13
"LOC100996385",1.37
"LOC100996415",1.26
"LOC100996419",1.22
"LOC100996437",1.3
"LOC100996447",1.16
"LOC100996455",1.24
"LOC100996583",1.17
"LOC100996634",1.24
"LOC100996635",1.07
"LOC100996654",1.2
"LOC100996664",1.11
"LOC100996671",1.14
"LOC100996679",1.12
"LOC100996693",1.24
"LOC100996694",1.26
"LOC100996724",1.46
"LOC100996842",1.14
"LOC101059915",1.23
"LOC101059948",1.15
"LOC101060091",1.17
"LOC101060391",1.09
"LOC101060498",1.14
"LOC101060553",1.05
"LOC101241902",1.4
"LOC101409256",1.23
"LOC101448202",1.17
"LOC101559451",1.12
"LOC101593348",1.19
"LOC101805491",1.21
"LOC101926889",1.3
"LOC101926892",1.18
"LOC101926897",1.09
"LOC101926898",1.14
"LOC101926905",1.15
"LOC101926908",1.1
"LOC101926911",1.23
"LOC101926913",1.15
"LOC101926915",1.16
"LOC101926933",1.25
"LOC101926934",1.08
"LOC101926935",1.38
"LOC101926941",1.17
"LOC101926942",1.1
"LOC101926943",1.21
"LOC101926944",1.21
"LOC101926948",1.09
"LOC101926951",1.09
"LOC101926960",1.17
"LOC101926962",1.16
"LOC101926963",1.24
"LOC101926964",1.16
"LOC101926968",1
"LOC101927000",1.19
"LOC101927018",1.29
"LOC101927020",1.17
"LOC101927021",1.13
"LOC101927023",1.14
"LOC101927027",1.17
"LOC101927038",1.18
"LOC101927040",1.21
"LOC101927043",1.2
"LOC101927045",1.21
"LOC101927048",1.15
"LOC101927050",1.42
"LOC101927051",1.24
"LOC101927053",1.49
"LOC101927055",1.05
"LOC101927056",1.27
"LOC101927058",1.21
"LOC101927062",1.16
"LOC101927066",1.17
"LOC101927069",1.11
"LOC101927070",1.31
"LOC101927078",1.14
"LOC101927079",1.16
"LOC101927082",1.14
"LOC101927087",1.12
"LOC101927100",1.12
"LOC101927120",1.07
"LOC101927124",1.21
"LOC101927131",1.29
"LOC101927136",1.19
"LOC101927139",1.17
"LOC101927141",1.14
"LOC101927142",1.23
"LOC101927143",1.26
"LOC101927151",1.14
"LOC101927153",1.1
"LOC101927157",1.11
"LOC101927159",1.1
"LOC101927164",1.25
"LOC101927166",1.28
"LOC101927168",1.1
"LOC101927178",1.26
"LOC101927179",1.08
"LOC101927181",1.31
"LOC101927188",1.14
"LOC101927189",1.13
"LOC101927190",1.18
"LOC101927196",1.18
"LOC101927204",1.07
"LOC101927211",1.14
"LOC101927237",1.14
"LOC101927243",1.19
"LOC101927248",1.19
"LOC101927257",1.24
"LOC101927267",1.27
"LOC101927269",1.22
"LOC101927272",1.1
"LOC101927278",1.09
"LOC101927282",1.13
"LOC101927284",1.11
"LOC101927286",1.17
"LOC101927292",1.21
"LOC101927296",1.19
"LOC101927305",1.11
"LOC101927310",1.2
"LOC101927314",1.12
"LOC101927318",1.28
"LOC101927322",0.95
"LOC101927342",1.03
"LOC101927354",1.2
"LOC101927356",1.06
"LOC101927357",1.13
"LOC101927358",1.13
"LOC101927359",1.12
"LOC101927363",1.09
"LOC101927365",1.15
"LOC101927374",1.13
"LOC101927377",2.2
"LOC101927378",1.1
"LOC101927379",1.15
"LOC101927391",1.17
"LOC101927394",1.19
"LOC101927402",1.27
"LOC101927410",1.13
"LOC101927415",1.49
"LOC101927418",1.09
"LOC101927419",1.25
"LOC101927420",1.33
"LOC101927421",1.15
"LOC101927429",1.43
"LOC101927434",1.13
"LOC101927437",1.15
"LOC101927446",1.15
"LOC101927447",1.18
"LOC101927450",1.15
"LOC101927460",1.13
"LOC101927464",1.09
"LOC101927468",1.52
"LOC101927472",1.24
"LOC101927476",1.16
"LOC101927478",1.21
"LOC101927480",1.26
"LOC101927482",1.05
"LOC101927488",1.23
"LOC101927495",1.32
"LOC101927497",1.2
"LOC101927501",1.1
"LOC101927502",1.24
"LOC101927503",1.27
"LOC101927513",1.12
"LOC101927523",1.21
"LOC101927539",1.43
"LOC101927543",1.46
"LOC101927549",1.17
"LOC101927550",1.28
"LOC101927557",1.19
"LOC101927560",1.15
"LOC101927571",1.15
"LOC101927572",1.19
"LOC101927575",1.2
"LOC101927583",1.16
"LOC101927588",1.51
"LOC101927592",1.13
"LOC101927596",1.21
"LOC101927604",1.2
"LOC101927616",1.14
"LOC101927620",1.23
"LOC101927623",1.29
"LOC101927630",1.14
"LOC101927635",1.07
"LOC101927636",1.15
"LOC101927637",1.16
"LOC101927640",1.13
"LOC101927653",1.14
"LOC101927657",1.45
"LOC101927661",1.15
"LOC101927666",1.24
"LOC101927668",1.12
"LOC101927686",1.13
"LOC101927690",1.21
"LOC101927691",1.15
"LOC101927692",1.19
"LOC101927694",1.12
"LOC101927697",1.14
"LOC101927708",1.16
"LOC101927709",1.14
"LOC101927727",1.01
"LOC101927730",1.16
"LOC101927735",1.18
"LOC101927740",1.16
"LOC101927746",1.54
"LOC101927751",1.3
"LOC101927752",1.26
"LOC101927755",2.04
"LOC101927759",1.28
"LOC101927762",1.26
"LOC101927765",1.13
"LOC101927768",1.14
"LOC101927769",1.17
"LOC101927770",1.68
"LOC101927780",1.32
"LOC101927787",1.18
"LOC101927793",1.41
"LOC101927795",1.16
"LOC101927798",1.35
"LOC101927809",1.14
"LOC101927811",1.16
"LOC101927814",1.23
"LOC101927815",1.09
"LOC101927817",1.49
"LOC101927822",1.2
"LOC101927827",1.35
"LOC101927829",1.21
"LOC101927830",1.14
"LOC101927839",1.05
"LOC101927844",1.12
"LOC101927845",1.19
"LOC101927847",1.16
"LOC101927849",1.12
"LOC101927851",1.27
"LOC101927854",1.2
"LOC101927855",2.01
"LOC101927859",1.19
"LOC101927865",1.19
"LOC101927870",1.24
"LOC101927877",1.26
"LOC101927881",1.15
"LOC101927884",1.14
"LOC101927895",1.22
"LOC101927901",1.19
"LOC101927905",1.29
"LOC101927907",1.13
"LOC101927908",1.11
"LOC101927911",1.19
"LOC101927914",1.19
"LOC101927915",1.19
"LOC101927919",1.2
"LOC101927932",1.26
"LOC101927948",1.12
"LOC101927950",1.22
"LOC101927954",1.31
"LOC101927960",1.13
"LOC101927964",1.17
"LOC101927967",1.1
"LOC101927969",1.19
"LOC101927972",1.16
"LOC101927974",1.62
"LOC101927987",1.1
"LOC101927989",1.17
"LOC101928000",1.19
"LOC101928002",1.19
"LOC101928008",1.13
"LOC101928009",1.15
"LOC101928012",1.2
"LOC101928020",1.18
"LOC101928021",1.31
"LOC101928030",1.15
"LOC101928034",1.31
"LOC101928035",1.32
"LOC101928042",1.19
"LOC101928048",1.24
"LOC101928052",1.1
"LOC101928053",1.09
"LOC101928058",1.25
"LOC101928063",1.17
"LOC101928068",1.2
"LOC101928069",1.41
"LOC101928075",1.18
"LOC101928087",1.31
"LOC101928093",1.26
"LOC101928098",1.15
"LOC101928100",1.1
"LOC101928103",1.15
"LOC101928105",1.31
"LOC101928107",1.2
"LOC101928111",1.27
"LOC101928118",1.1
"LOC101928120",1.28
"LOC101928123",1.13
"LOC101928126",1.1
"LOC101928128",1.08
"LOC101928131",1.12
"LOC101928132",1.17
"LOC101928134",1.17
"LOC101928135",1.12
"LOC101928137",1.15
"LOC101928140",1.13
"LOC101928143",1.2
"LOC101928150",1.23
"LOC101928160",1.15
"LOC101928161",1.15
"LOC101928162",1.17
"LOC101928163",1.13
"LOC101928166",1.2
"LOC101928168",1.21
"LOC101928174",1.11
"LOC101928177",1.23
"LOC101928185",1.13
"LOC101928191",1.14
"LOC101928195",1.23
"LOC101928201",1.13
"LOC101928211",1.17
"LOC101928222",1.22
"LOC101928226",0.98
"LOC101928227",1.12
"LOC101928231",1.17
"LOC101928238",1.12
"LOC101928251",1.06
"LOC101928253",1.11
"LOC101928254",1.15
"LOC101928266",1.19
"LOC101928269",1.17
"LOC101928272",1.17
"LOC101928273",1.13
"LOC101928279",1.14
"LOC101928280",1.11
"LOC101928283",1.13
"LOC101928295",1.17
"LOC101928298",1.15
"LOC101928303",1.17
"LOC101928304",1.1
"LOC101928306",1.13
"LOC101928307",1.16
"LOC101928314",1.14
"LOC101928322",1.15
"LOC101928323",1.18
"LOC101928324",1.21
"LOC101928333",1.16
"LOC101928335",1.11
"LOC101928336",1.14
"LOC101928358",1.13
"LOC101928370",1.12
"LOC101928371",1.18
"LOC101928372",1.19
"LOC101928381",1.17
"LOC101928386",1.16
"LOC101928389",1.12
"LOC101928398",1.48
"LOC101928401",1.26
"LOC101928402",1.46
"LOC101928403",1.08
"LOC101928404",1.13
"LOC101928414",1.12
"LOC101928416",1.17
"LOC101928417",1.24
"LOC101928418",1.14
"LOC101928424",1.19
"LOC101928429",1.24
"LOC101928433",1.15
"LOC101928436",1.08
"LOC101928437",1.12
"LOC101928438",1.18
"LOC101928441",1.14
"LOC101928443",1.2
"LOC101928445",1.31
"LOC101928446",1.24
"LOC101928449",1.15
"LOC101928453",1.15
"LOC101928461",1.11
"LOC101928464",1.19
"LOC101928471",1.1
"LOC101928475",1.14
"LOC101928489",1.11
"LOC101928491",1.22
"LOC101928495",1.12
"LOC101928504",1.19
"LOC101928505",1.18
"LOC101928509",1.14
"LOC101928510",1.12
"LOC101928516",1.14
"LOC101928517",1.14
"LOC101928519",1.13
"LOC101928523",1.31
"LOC101928525",1.21
"LOC101928530",1
"LOC101928535",1.12
"LOC101928539",1.04
"LOC101928540",1.16
"LOC101928551",1.15
"LOC101928557",1.5
"LOC101928565",1.2
"LOC101928580",1.24
"LOC101928583",1.34
"LOC101928590",1.1
"LOC101928591",1.14
"LOC101928595",1.22
"LOC101928596",1.3
"LOC101928597",1.16
"LOC101928605",1.3
"LOC101928617",1.14
"LOC101928618",1.19
"LOC101928622",1.08
"LOC101928626",1.16
"LOC101928627",1.08
"LOC101928650",1.19
"LOC101928651",1.16
"LOC101928659",1.55
"LOC101928661",1.09
"LOC101928663",1.17
"LOC101928673",1.24
"LOC101928674",1.2
"LOC101928682",1.41
"LOC101928696",1.24
"LOC101928697",1.26
"LOC101928700",1.13
"LOC101928708",1.3
"LOC101928718",1.15
"LOC101928725",1.15
"LOC101928728",1.27
"LOC101928730",1.11
"LOC101928731",1.18
"LOC101928737",1.4
"LOC101928739",1.21
"LOC101928748",1.2
"LOC101928767",1.16
"LOC101928769",1.26
"LOC101928775",1.2
"LOC101928782",1.16
"LOC101928786",1.32
"LOC101928791",1.13
"LOC101928796",1.33
"LOC101928797",1.13
"LOC101928804",1.04
"LOC101928807",1.24
"LOC101928809",1.18
"LOC101928812",1.3
"LOC101928820",1.1
"LOC101928823",1.12
"LOC101928834",1.18
"LOC101928837",1.49
"LOC101928841",1.22
"LOC101928844",1.18
"LOC101928847",1.15
"LOC101928851",1.07
"LOC101928855",1.25
"LOC101928858",1.13
"LOC101928861",1.1
"LOC101928865",1.16
"LOC101928881",1.21
"LOC101928882",1.16
"LOC101928885",1.18
"LOC101928887",1.12
"LOC101928894",1.36
"LOC101928896",1.15
"LOC101928902",1.33
"LOC101928907",1.15
"LOC101928909",1.32
"LOC101928911",1.17
"LOC101928917",1.35
"LOC101928924",1.19
"LOC101928932",1.24
"LOC101928936",1.21
"LOC101928937",1.22
"LOC101928940",1.14
"LOC101928942",1.12
"LOC101928943",1.34
"LOC101928944",1.16
"LOC101928961",1.12
"LOC101928977",1.24
"LOC101928978",1.13
"LOC101928985",1.07
"LOC101928988",1.27
"LOC101928994",1.17
"LOC101929002",1.48
"LOC101929006",1.09
"LOC101929011",1.13
"LOC101929019",1.07
"LOC101929054",1.16
"LOC101929057",1.18
"LOC101929058",1.2
"LOC101929064",1.17
"LOC101929066",1.08
"LOC101929073",1.19
"LOC101929076",1.2
"LOC101929080",1.27
"LOC101929084",1.24
"LOC101929089",1.29
"LOC101929095",1.1
"LOC101929099",1.31
"LOC101929106",1.24
"LOC101929109",1.25
"LOC101929116",1.13
"LOC101929117",1.17
"LOC101929122",1.2
"LOC101929123",1.08
"LOC101929124",1.17
"LOC101929128",1.12
"LOC101929130",1.16
"LOC101929134",1.14
"LOC101929140",1.16
"LOC101929147",1.21
"LOC101929151",1.2
"LOC101929154",1.16
"LOC101929159",1.32
"LOC101929161",1.11
"LOC101929162",1.23
"LOC101929163",1.14
"LOC101929165",1.19
"LOC101929172",1.08
"LOC101929188",1.19
"LOC101929199",1.11
"LOC101929208",1.13
"LOC101929210",1.15
"LOC101929217",1.29
"LOC101929224",1.33
"LOC101929227",1.14
"LOC101929229",1.14
"LOC101929231",1.14
"LOC101929234",1.21
"LOC101929237",1.09
"LOC101929241",1.19
"LOC101929243",1.17
"LOC101929259",1.21
"LOC101929268",1.19
"LOC101929269",1.08
"LOC101929279",1.29
"LOC101929282",1.18
"LOC101929284",1.16
"LOC101929294",1.09
"LOC101929295",1.19
"LOC101929297",1.07
"LOC101929315",1.08
"LOC101929319",1.16
"LOC101929331",1.15
"LOC101929340",1.19
"LOC101929341",1.2
"LOC101929352",1.21
"LOC101929353",1.14
"LOC101929371",1.24
"LOC101929372",1.13
"LOC101929380",1.13
"LOC101929384",1.07
"LOC101929411",1.33
"LOC101929412",1.35
"LOC101929413",1.19
"LOC101929415",1.12
"LOC101929420",1.09
"LOC101929427",1.15
"LOC101929431",1.29
"LOC101929439",1.23
"LOC101929441",1.52
"LOC101929445",1.28
"LOC101929448",1.09
"LOC101929452",1.17
"LOC101929457",1.3
"LOC101929460",1.1
"LOC101929464",1.17
"LOC101929470",1.08
"LOC101929473",1.07
"LOC101929488",1.13
"LOC101929497",1.08
"LOC101929504",1.06
"LOC101929512",1.15
"LOC101929516",1.26
"LOC101929517",1.02
"LOC101929523",1.03
"LOC101929524",1.29
"LOC101929526",1.2
"LOC101929528",1.19
"LOC101929529",1.04
"LOC101929532",1.12
"LOC101929536",1.31
"LOC101929538",1.13
"LOC101929541",1.12
"LOC101929544",1.21
"LOC101929549",1.18
"LOC101929550",1.08
"LOC101929551",1.21
"LOC101929552",1.22
"LOC101929555",1.15
"LOC101929563",1.1
"LOC101929570",1.14
"LOC101929572",1.38
"LOC101929574",1.21
"LOC101929577",1.16
"LOC101929579",1.22
"LOC101929583",1.22
"LOC101929584",1.05
"LOC101929586",1.24
"LOC101929592",1.19
"LOC101929595",1.19
"LOC101929596",1.2
"LOC101929613",1.26
"LOC101929621",1.17
"LOC101929622",1.11
"LOC101929626",1.15
"LOC101929633",1.17
"LOC101929634",1.08
"LOC101929645",1.09
"LOC101929646",1.14
"LOC101929653",1.2
"LOC101929657",1.11
"LOC101929662",1.17
"LOC101929679",1.44
"LOC101929680",1.14
"LOC101929698",1.25
"LOC101929705",1.23
"LOC101929709",1.19
"LOC101929710",1.15
"LOC101929715",1.37
"LOC101929718",1.32
"LOC101929719",1.18
"LOC101929721",1.31
"LOC101929726",1.2
"LOC101929741",1.18
"LOC101929748",1.11
"LOC101929753",1.23
"LOC101929762",1.17
"LOC101929767",1.1
"LOC101929798",1.39
"LOC101929882",1.2
"LOC101929897",1.14
"LOC101929901",1.12
"LOC101929926",1.23
"LOC101929935",1.07
"LOC101929998",1.14
"LOC101930010",1.2
"LOC101930071",1.21
"LOC101930085",1.1
"LOC101930094",1.51
"LOC101930114",1.1
"LOC101930370",1.18
"LOC101930452",1.17
"LOC102031319",1.22
"LOC102467080",1.16
"LOC102467081",1.05
"LOC102467214",1.23
"LOC102467216",1.16
"LOC102467217",1.1
"LOC102467222",1.08
"LOC102467223",1.1
"LOC102467225",1.16
"LOC102467226",1.05
"LOC102467655",1.11
"LOC102503427",1.16
"LOC102546229",1.2
"LOC102546294",1.14
"LOC102546299",1.15
"LOC102606465",1.09
"LOC102606466",1.37
"LOC102723322",1.08
"LOC102723330",1.03
"LOC102723335",1.13
"LOC102723344",1.28
"LOC102723345",1.17
"LOC102723354",1.37
"LOC102723360",1.41
"LOC102723373",1.11
"LOC102723376",1.36
"LOC102723385",1.31
"LOC102723427",1.21
"LOC102723439",1.14
"LOC102723471",1.11
"LOC102723481",1.33
"LOC102723493",1.26
"LOC102723517",1.13
"LOC102723526",1.17
"LOC102723544",1.17
"LOC102723557",1.24
"LOC102723566",1.27
"LOC102723582",1.24
"LOC102723604",1.16
"LOC102723640",1.27
"LOC102723649",1.09
"LOC102723661",1.09
"LOC102723665",1.07
"LOC102723672",1.22
"LOC102723692",1.28
"LOC102723701",1.25
"LOC102723703",1.16
"LOC102723704",1.18
"LOC102723709",1.19
"LOC102723727",1.12
"LOC102723729",1.12
"LOC102723753",1.4
"LOC102723766",1.07
"LOC102723769",1.14
"LOC102723778",1.05
"LOC102723780",1.2
"LOC102723809",1.34
"LOC102723824",1.16
"LOC102723828",1.09
"LOC102723831",1.19
"LOC102723833",1.22
"LOC102723838",1.15
"LOC102723883",1.08
"LOC102723885",1.22
"LOC102723886",1.26
"LOC102723895",1.07
"LOC102723968",1.15
"LOC102724009",1.19
"LOC102724020",1.12
"LOC102724034",2.11
"LOC102724050",1.18
"LOC102724053",1.1
"LOC102724058",1.11
"LOC102724064",1.4
"LOC102724084",1.28
"LOC102724094",1.24
"LOC102724096",1.08
"LOC102724152",1.09
"LOC102724153",1.27
"LOC102724156",1.18
"LOC102724163",1.19
"LOC102724190",1.34
"LOC102724219",1.39
"LOC102724238",1.42
"LOC102724264",1.36
"LOC102724265",1.36
"LOC102724297",1.18
"LOC102724301",1.14
"LOC102724323",1.15
"LOC102724357",1
"LOC102724360",1.31
"LOC102724392",1.19
"LOC102724404",1.17
"LOC102724421",1.23
"LOC102724428",1.32
"LOC102724434",1.13
"LOC102724450",1.46
"LOC102724452",1.24
"LOC102724467",1.39
"LOC102724484",1.13
"LOC102724502",1.38
"LOC102724511",1.11
"LOC102724532",1.13
"LOC102724552",1.16
"LOC102724555",1.13
"LOC102724579",1.22
"LOC102724580",1.25
"LOC102724589",1.2
"LOC102724593",1.4
"LOC102724596",1.18
"LOC102724601",1.25
"LOC102724604",1.15
"LOC102724612",1.07
"LOC102724623",1.12
"LOC102724652",1.23
"LOC102724659",1.17
"LOC102724663",1.11
"LOC102724691",1.16
"LOC102724708",1.16
"LOC102724710",1.16
"LOC102724719",1.18
"LOC102724738",1.56
"LOC102724776",1.18
"LOC102724784",1.11
"LOC102724804",1.17
"LOC102724814",1.31
"LOC102724849",1.08
"LOC102724874",1.09
"LOC102724890",1.18
"LOC102724908",1.16
"LOC102724919",1.2
"LOC102724927",1.21
"LOC102724933",1.15
"LOC102724957",1.14
"LOC102724958",1.06
"LOC102725022",1.06
"LOC102725072",1.32
"LOC102725080",1.05
"LOC102725126",1.24
"LOC102725191",1.17
"LOC102725254",1.13
"LOC103021295",0.83
"LOC103021296",1.41
"LOC103091866",1.45
"LOC103171574",1.64
"LOC103191607",1.08
"LOC103312105",1.11
"LOC103344931",1.21
"LOC103352541",1.18
"LOC103611081",1.13
"LOC103908605",1.16
"LOC104054148",1.29
"LOC104613533",1.38
"LOC104968399",1.59
"LOC105274304",1.41
"LOC105369146",1.15
"LOC105369187",1.28
"LOC105369192",1.21
"LOC105369332",1.31
"LOC105369340",1.18
"LOC105369423",0.91
"LOC105369431",1.04
"LOC105369438",1.12
"LOC105369443",1.03
"LOC105369473",1.16
"LOC105369486",1.15
"LOC105369507",0.97
"LOC105369509",1.18
"LOC105369532",1.12
"LOC105369595",1.44
"LOC105369632",1.32
"LOC105369635",1.26
"LOC105369691",1.12
"LOC105369723",1.18
"LOC105369738",1.17
"LOC105369739",1.2
"LOC105369747",1.38
"LOC105369781",1.25
"LOC105369785",1.2
"LOC105369860",1.16
"LOC105369879",1.12
"LOC105369891",1.32
"LOC105369893",1.17
"LOC105369911",1.21
"LOC105369920",1.26
"LOC105369921",1.22
"LOC105369945",1.24
"LOC105369971",1.37
"LOC105369980",1.17
"LOC105370014",1.2
"LOC105370016",1.12
"LOC105370024",1.16
"LOC105370068",1.18
"LOC105370177",1.17
"LOC105370203",1.14
"LOC105370306",1.09
"LOC105370333",1.05
"LOC105370369",1.14
"LOC105370424",1.05
"LOC105370457",1.25
"LOC105370473",1.15
"LOC105370489",1.33
"LOC105370526",1.39
"LOC105370586",1.17
"LOC105370605",1.22
"LOC105370619",1.48
"LOC105370622",1.48
"LOC105370697",1.27
"LOC105370757",1.16
"LOC105370792",1.24
"LOC105370802",1.1
"LOC105370829",1.16
"LOC105370888",1.23
"LOC105370941",1.27
"LOC105370943",1.47
"LOC105370954",1.19
"LOC105371038",1.25
"LOC105371046",1.26
"LOC105371049",1.27
"LOC105371083",1.08
"LOC105371184",1.17
"LOC105371267",1.07
"LOC105371328",1.84
"LOC105371335",1.35
"LOC105371414",1.34
"LOC105371430",1.06
"LOC105371433",1.35
"LOC105371458",1.14
"LOC105371485",1.19
"LOC105371506",0.89
"LOC105371592",1.59
"LOC105371703",1.28
"LOC105371730",1.15
"LOC105371789",1.11
"LOC105371795",1.07
"LOC105371814",1.23
"LOC105371824",1.08
"LOC105371849",2.07
"LOC105371899",1.16
"LOC105371907",1.28
"LOC105371925",1.28
"LOC105371998",1.26
"LOC105372028",1.15
"LOC105372038",1.13
"LOC105372068",1.12
"LOC105372069",1.09
"LOC105372071",1.13
"LOC105372179",1
"LOC105372273",1.16
"LOC105372280",1
"LOC105372383",1.2
"LOC105372397",1.25
"LOC105372419",1.15
"LOC105372440",1.11
"LOC105372441",1.15
"LOC105372476",1.22
"LOC105372480",1.2
"LOC105372483",1.39
"LOC105372493",0.98
"LOC105372582",1.2
"LOC105372653",1.37
"LOC105372672",1.97
"LOC105372695",1.31
"LOC105372795",1.18
"LOC105372833",1
"LOC105372977",1.06
"LOC105373021",1.16
"LOC105373031",1.29
"LOC105373044",1.26
"LOC105373051",1.23
"LOC105373100",1.09
"LOC105373156",1.06
"LOC105373185",1.27
"LOC105373300",1.14
"LOC105373338",1.13
"LOC105373352",1.16
"LOC105373368",1.03
"LOC105373378",1.11
"LOC105373383",1.21
"LOC105373394",1.29
"LOC105373496",1.28
"LOC105373553",1.31
"LOC105373562",0.98
"LOC105373609",1.2
"LOC105373656",1.06
"LOC105373764",1.16
"LOC105373782",1.01
"LOC105373805",1.14
"LOC105373876",1.17
"LOC105373878",1.18
"LOC105374060",1.15
"LOC105374194",1.3
"LOC105374205",1.25
"LOC105374297",1.36
"LOC105374313",1.24
"LOC105374344",1.11
"LOC105374366",1.1
"LOC105374389",1.23
"LOC105374428",1.11
"LOC105374516",1.07
"LOC105374546",1.13
"LOC105374620",1.12
"LOC105374693",1.13
"LOC105374704",1.06
"LOC105374727",1.24
"LOC105374820",1.12
"LOC105374952",1.24
"LOC105374960",1.21
"LOC105374972",1.13
"LOC105374988",1.26
"LOC105375014",1.16
"LOC105375075",1.17
"LOC105375115",1.24
"LOC105375166",1.13
"LOC105375218",1.18
"LOC105375297",1.15
"LOC105375304",1.05
"LOC105375396",1.26
"LOC105375401",1.24
"LOC105375429",1.12
"LOC105375483",1.17
"LOC105375504",1.15
"LOC105375512",1.19
"LOC105375545",1.21
"LOC105375556",1.17
"LOC105375650",1.12
"LOC105375713",1.3
"LOC105375734",1.46
"LOC105375744",1.35
"LOC105375773",1.15
"LOC105375787",1.23
"LOC105375800",1.27
"LOC105375843",1.21
"LOC105375972",0.98
"LOC105376064",1.38
"LOC105376114",1.17
"LOC105376194",1.17
"LOC105376271",1.81
"LOC105376306",1.07
"LOC105376331",1.27
"LOC105376351",1.18
"LOC105376360",1.22
"LOC105376365",1.2
"LOC105376382",1.04
"LOC105376398",1.22
"LOC105376430",1.16
"LOC105376468",1.21
"LOC105376480",1.65
"LOC105376554",1.25
"LOC105376575",1.2
"LOC105376599",1.23
"LOC105376633",1.09
"LOC105376671",1.03
"LOC105376731",1.36
"LOC105376736",1.14
"LOC105376772",1.35
"LOC105376805",0.94
"LOC105376975",1.24
"LOC105376997",1.18
"LOC105377102",1.13
"LOC105377143",1.18
"LOC105377146",1.05
"LOC105377162",1.21
"LOC105377213",0.98
"LOC105377245",1.1
"LOC105377247",1.07
"LOC105377267",1.06
"LOC105377348",1.22
"LOC105377448",1.2
"LOC105377458",1.2
"LOC105377480",1.08
"LOC105377590",1.14
"LOC105377621",1.14
"LOC105377623",1.11
"LOC105377651",1.13
"LOC105377671",1.07
"LOC105377716",1.25
"LOC105377763",1.22
"LOC105377879",1.13
"LOC105377924",1.15
"LOC105377962",1.1
"LOC105377967",1.12
"LOC105377975",1.13
"LOC105378047",1.29
"LOC105378052",1.33
"LOC105378068",1.17
"LOC105378098",1.06
"LOC105378123",1.06
"LOC105378127",1.05
"LOC105378137",1.06
"LOC105378146",1.06
"LOC105378183",1.26
"LOC105378269",1.31
"LOC105378292",1.22
"LOC105378311",1.11
"LOC105378330",1.22
"LOC105378349",1.2
"LOC105378367",1.15
"LOC105378385",1.15
"LOC105378397",1.12
"LOC105378430",1.19
"LOC105378470",1.15
"LOC105378591",1.42
"LOC105378614",1.29
"LOC105378663",1.17
"LOC105378683",1.21
"LOC105378828",1.13
"LOC105378853",1.1
"LOC105378933",1.1
"LOC105379030",1.1
"LOC105379143",1.14
"LOC105379176",1.14
"LOC105379183",1.29
"LOC105379192",1.14
"LOC105379194",1.27
"LOC105379393",1.11
"LOC105379450",1.16
"LOC105379477",1.21
"LOC105379511",1.25
"LOC105379514",1.29
"LOC105379807",1.34
"LOC105447645",1.14
"LOC105616981",1.14
"LOC105747689",1.18
"LOC105755953",1.21
"LOC106660606",1.16
"LOC106699570",1.13
"LOC107001062",1.26
"LOC107133515",1.18
"LOC107161159",1.43
"LOC107984640",1.26
"LOC107985033",1.13
"LOC108783645",1.27
"LOC108783654",1.23
"LOC115110",1.25
"LOC143666",1.32
"LOC145474",0.89
"LOC145694",1.29
"LOC145783",1.12
"LOC145845",1.12
"LOC148413",1.41
"LOC148696",1.17
"LOC148709",1.39
"LOC149373",1.21
"LOC149684",1.18
"LOC149950",1.25
"LOC150051",1.28
"LOC150776",1.29
"LOC150935",1.26
"LOC151174",1.22
"LOC151484",1.26
"LOC153684",1.36
"LOC153910",1.15
"LOC154449",1.13
"LOC154761",1.25
"LOC155060",1.25
"LOC157273",1.14
"LOC158434",1.22
"LOC158435",1.19
"LOC171391",1.16
"LOC200726",1.11
"LOC200772",1.27
"LOC202181",1.24
"LOC220729",1.58
"LOC221122",1.19
"LOC221946",2.68
"LOC254028",1.27
"LOC254896",1.12
"LOC255187",1.16
"LOC256880",1.18
"LOC257396",1.17
"LOC283028",1.2
"LOC283038",1.23
"LOC283045",1.12
"LOC283140",1.14
"LOC283177",1.1
"LOC283194",1.09
"LOC283214",1.36
