"gene","dsb_density"
"SSSCA1",95.08
"SSSCA1-AS1",137.4
"SST",36.14
"SSTR1",53.715
"SSTR2",63.2
"SSTR3",79.965
"SSTR4",21.89
"SSTR5",59.455
"SSTR5-AS1",48.15
"SSU72",75.56
"SSUH2",90.065
"SSX1",13.445
"SSX2",37.17
"SSX2B",37.175
"SSX2IP",36.115
"SSX3",18.57
"SSX4",33.33
"SSX4B",33.29
"SSX5",15.46
"SSX6",12.835
"SSX7",12.605
"SSX8",12.405
"SSX9",23.675
"ST13",56.2
"ST13P4",102.325
"ST14",54.63
"ST18",24.07
"ST20",61.2
"ST20-AS1",143.725
"ST20-MTHFS",50.795
"ST3GAL1",126.59
"ST3GAL2",81.745
"ST3GAL3",38.025
"ST3GAL4",49.95
"ST3GAL4-AS1",43.08
"ST3GAL5",39.345
"ST3GAL5-AS1",27.6
"ST3GAL6",21.39
"ST3GAL6-AS1",44.625
"ST5",27.95
"ST6GAL1",34.04
"ST6GAL2",19.78
"ST6GALNAC1",77.195
"ST6GALNAC2",76.29
"ST6GALNAC3",18.51
"ST6GALNAC4",128.105
"ST6GALNAC5",21.39
"ST6GALNAC6",74.415
"ST7",37.065
"ST7-AS1",101.205
"ST7-AS2",40.81
"ST7-OT3",17.905
"ST7-OT4",60.17
"ST7L",34.12
"ST8SIA1",23.145
"ST8SIA2",36.77
"ST8SIA3",8.31
"ST8SIA4",25.475
"ST8SIA5",14.68
"ST8SIA6",49.24
"ST8SIA6-AS1",42.105
"STAB1",28.94
"STAB2",29.615
"STAC",23.27
"STAC2",23.145
"STAC3",59.86
"STAG1",57.61
"STAG2",57.74
"STAG3",63.18
"STAG3L1",257.615
"STAG3L2",225.94
"STAG3L3",231.235
"STAG3L4",90.99
"STAG3L5P",150.55
"STAG3L5P-PVRIG2P-PILRB",157.295
"STAM",43.89
"STAM-AS1",93.21
"STAM2",49.805
"STAMBP",53.545
"STAMBPL1",23.27
"STAP1",21.35
"STAP2",96.065
"STAR",22.665
"STARD10",135.765
"STARD13",28.745
"STARD13-AS",28.845
"STARD3",53.36
"STARD3NL",22.77
"STARD4",26.34
"STARD4-AS1",19.385
"STARD5",44.85
"STARD6",11.835
"STARD7",106.985
"STARD7-AS1",40.68
"STARD8",31.38
"STARD9",16.335
"STAT1",53.185
"STAT2",42.28
"STAT3",32.6
"STAT4",27.745
"STAT5A",26.06
"STAT5B",24.405
"STAT6",68.385
"STATH",4.22
"STAU1",54.585
"STAU2",36.66
"STAU2-AS1",26.715
"STBD1",74.54
"STC1",14.875
"STC2",572.665
"STEAP1",26.085
"STEAP1B",20.225
"STEAP2",27.295
"STEAP2-AS1",26.565
"STEAP3",52.12
"STEAP3-AS1",64.43
"STEAP4",32.085
"STH",0
"STIL",45.68
"STIM1",29.17
"STIM2",18.9
"STIP1",74.02
"STK10",73.1
"STK11",57.715
"STK11IP",70.27
"STK16",89.335
"STK17A",67.625
"STK17B",33.785
"STK19",34.315
"STK24",58.51
"STK25",62.58
"STK26",41.885
"STK3",46.4
"STK31",27.705
"STK32A",16.99
"STK32B",17.16
"STK32C",66.905
"STK33",17.81
"STK35",38.03
"STK36",46.125
"STK38",75.245
"STK38L",42.055
"STK39",37.77
"STK4",49.78
"STK4-AS1",71.625
"STK40",73.635
"STKLD1",53.16
"STMN1",36.835
"STMN2",27.025
"STMN3",35.13
"STMN4",7.105
"STMND1",39.215
"STN1",36.79
"STOM",48.67
"STOML1",83.42
"STOML2",55.375
"STOML3",24.055
"STON1",28.295
"STON1-GTF2A1L",25.635
"STON2",37.835
"STOX1",33.74
"STOX2",33.15
"STPG1",37.465
"STPG2",23.745
"STPG2-AS1",23.8
"STPG3",85.7
"STPG3-AS1",99.41
"STRA6",70.055
"STRA8",34.9
"STRADA",54.42
"STRADB",39.265
"STRAP",29.65
"STRBP",83.47
"STRC",26.795
"STRIP1",81.685
"STRIP2",24.255
"STRN",42.42
"STRN3",87.75
"STRN4",96.145
"STS",15.73
"STT3A",30.195
"STT3A-AS1",23.4
"STT3B",62.71
"STUB1",205.33
"STUM",64.67
"STX10",47.34
"STX11",24.96
"STX12",35.115
"STX16",129.21
"STX16-NPEPL1",116.645
"STX17",53.4
"STX17-AS1",29.49
"STX18",23.94
"STX18-AS1",24.92
"STX18-IT1",14.71
"STX19",42.005
"STX1A",94.505
"STX1B",61.075
"STX2",41.64
"STX3",48.92
"STX4",92.19
"STX5",111.3
"STX6",119.855
"STX7",29.45
"STX8",26.405
"STXBP1",35.9
"STXBP2",55.835
"STXBP3",63.165
"STXBP4",24.025
"STXBP5",39.6
"STXBP5-AS1",28.12
"STXBP5L",24.595
"STXBP6",23.95
"STYK1",36.395
"STYX",40.78
"STYXL1",48.59
"SUB1",66.33
"SUCLA2",33.005
"SUCLG1",33.365
"SUCLG2",35.275
"SUCLG2-AS1",19.085
"SUCNR1",14.745
"SUCO",51.79
"SUDS3",113.79
"SUFU",31.77
"SUGCT",26.1
"SUGP1",60.095
"SUGP2",82.2
"SUGT1",35.235
"SUGT1P1",47.31
"SUGT1P3",74.675
"SULF1",32.605
"SULF2",888.09
"SULT1A1",103.9
"SULT1A2",74.435
"SULT1A3",262.035
"SULT1B1",21.03
"SULT1C2",40.98
"SULT1C2P1",25.175
"SULT1C3",24.655
"SULT1C4",29.795
"SULT1E1",10.125
"SULT2A1",22.195
"SULT2B1",60.57
"SULT4A1",33.695
"SULT6B1",29
"SUMF1",58.34
"SUMF2",74.65
"SUMO1",48.82
"SUMO1P1",1625.495
"SUMO1P3",68.495
"SUMO2",67.765
"SUMO3",135.195
"SUMO4",39.995
"SUN1",92.13
"SUN2",102.275
"SUN3",30.515
"SUN5",25.005
"SUOX",59.435
"SUPT16H",61.615
"SUPT20H",29.255
"SUPT20HL1",20.25
"SUPT20HL2",22.215
"SUPT3H",27.37
"SUPT4H1",80.61
"SUPT5H",87.1
"SUPT6H",84.295
"SUPT7L",67.095
"SUPV3L1",51.12
"SURF1",81.66
"SURF2",76.76
"SURF4",77.89
"SURF6",59.545
"SUSD1",42.65
"SUSD2",71.16
"SUSD3",83.545
"SUSD4",41.555
"SUSD5",28.415
"SUSD6",47.28
"SUV39H1",38.505
"SUV39H2",53.395
"SUZ12",55.465
"SUZ12P1",91.28
"SV2A",84
"SV2B",26.695
"SV2C",24.155
"SVBP",28.875
"SVEP1",26.505
"SVIL",67.305
"SVIL-AS1",52.985
"SVILP1",69.335
"SVIP",31.455
"SVOP",30.65
"SVOPL",27.32
"SWAP70",26.67
"SWI5",47.995
"SWSAP1",169.72
"SWT1",37.425
"SYAP1",58.86
"SYBU",105.3
"SYCE1",41.645
"SYCE1L",73.88
"SYCE2",45.885
"SYCE3",59.825
"SYCN",94.28
"SYCP1",70.805
"SYCP2",43.44
"SYCP2L",30.55
"SYCP3",50.43
"SYDE1",57.135
"SYDE2",49.08
"SYF2",47.895
"SYK",46.215
"SYMPK",77.695
"SYN1",28.44
"SYN2",45.76
"SYN3",35.58
"SYNC",53.98
"SYNCRIP",140.715
"SYNDIG1",43.88
"SYNDIG1L",28.32
"SYNE1",27.525
"SYNE1-AS1",46.55
"SYNE2",46.13
"SYNE3",79.93
"SYNE4",119.605
"SYNGAP1",39.7
"SYNGR1",44.39
"SYNGR2",112.07
"SYNGR3",18.815
"SYNGR4",34.005
"SYNJ1",37.41
"SYNJ2",49.075
"SYNJ2-IT1",127.125
"SYNJ2BP",31.83
"SYNJ2BP-COX16",39.53
"SYNM",74.23
"SYNPO",44.545
"SYNPO2",28.105
"SYNPO2L",53.34
"SYNPR",76.9
"SYNPR-AS1",86.465
"SYNRG",22.52
"SYP",46.28
"SYP-AS1",22.54
"SYPL1",78.56
"SYPL2",78.13
"SYS1",78.55
"SYS1-DBNDD2",73.055
"SYT1",34.605
"SYT10",67.73
"SYT11",36.1
"SYT12",197.89
"SYT13",21.225
"SYT14",19.655
"SYT14P1",10.035
"SYT15",79.045
"SYT16",25.505
"SYT17",45.465
"SYT2",70.29
"SYT3",32.08
"SYT4",5.645
"SYT5",56.08
"SYT6",147.24
"SYT7",85.54
"SYT8",25.37
"SYT9",15.81
"SYTL1",79.56
"SYTL2",143.16
"SYTL3",25.88
"SYTL4",31.705
"SYTL5",43.17
"SYVN1",143.385
"SZRD1",64.935
"SZT2",53.845
"T",14.855
"TAAR1",0
"TAAR2",7.735
"TAAR3",25.005
"TAAR5",48.01
"TAAR6",0
"TAAR8",26.27
"TAAR9",52.49
"TAB1",55.45
"TAB2",34.075
"TAB3",34.775
"TAB3-AS1",61.38
"TAC1",22.32
"TAC3",25.01
"TAC4",61.905
"TACC1",34.75
"TACC2",47.595
"TACC3",84.185
"TACO1",80.43
"TACR1",23.66
"TACR2",49.47
"TACR3",20.505
"TACSTD2",131.265
"TADA1",58.805
"TADA2A",27.745
"TADA2B",58.11
"TADA3",83.455
"TAF1",66.135
"TAF10",76.735
"TAF11",122.35
"TAF12",34.705
"TAF13",202.475
"TAF15",77.92
"TAF1A",39.175
"TAF1A-AS1",30.45
"TAF1B",46.755
"TAF1C",264.18
"TAF1D",87.42
"TAF1L",57.255
"TAF2",45.445
"TAF3",53.53
"TAF4",68.35
"TAF4B",31.96
"TAF5",40.045
"TAF5L",56.365
"TAF6",86.51
"TAF6L",71.365
"TAF7",153.77
"TAF7L",36.405
"TAF8",53.885
"TAF9",51.615
"TAF9B",44.03
"TAGAP",45.885
"TAGLN",49.535
"TAGLN2",273.275
"TAGLN3",39.6
"TAL1",30.555
"TAL2",42.46
"TALAM1",12163.575
"TALDO1",92.965
"TAMM41",70.045
"TANC1",51
"TANC2",58.55
"TANGO2",38.475
"TANGO6",44.07
"TANK",44.79
"TAOK1",69.075
"TAOK2",118.84
"TAOK3",47.73
"TAP1",15.525
"TAP2",9.66
"TAPBP",44.5
"TAPBPL",63.295
"TAPT1",22.715
"TAPT1-AS1",30.175
"TARBP1",43.18
"TARBP2",123.945
"TARDBP",227.06
"TARID",22.765
"TARM1",4.705
"TARP",31.195
"TARS",35.955
"TARS2",87.415
"TARSL2",43.245
"TAS1R1",33.44
"TAS1R2",17.625
"TAS1R3",27.29
"TAS2R1",59.69
"TAS2R10",0
"TAS2R13",49.77
"TAS2R14",28.855
"TAS2R16",0
"TAS2R19",26.9
"TAS2R20",0
"TAS2R3",24.485
"TAS2R30",28.075
"TAS2R31",26.4
"TAS2R38",23.585
"TAS2R39",0
"TAS2R4",0
"TAS2R40",27.73
"TAS2R41",58.96
"TAS2R42",0
"TAS2R43",53.05
"TAS2R46",29.6
"TAS2R50",0
"TAS2R60",28.765
"TAS2R7",0
"TAS2R9",25.61
"TASP1",56.575
"TAT",53.115
"TAT-AS1",84.29
"TATDN1",165.62
"TATDN2",91.79
"TATDN3",23.995
"TAX1BP1",58.795
"TAX1BP3",85.105
"TAZ",61.525
"TBATA",28.82
"TBC1D1",27.085
"TBC1D10A",59.3
"TBC1D10B",104.2
"TBC1D10C",114.65
"TBC1D12",37.905
"TBC1D13",60.925
"TBC1D14",42.14
"TBC1D15",49.165
"TBC1D16",72.815
"TBC1D17",95.99
"TBC1D19",20.125
"TBC1D2",73.985
"TBC1D20",42.405
"TBC1D21",38.31
"TBC1D22A",62.82
"TBC1D22A-AS1",55.88
"TBC1D22B",56.955
"TBC1D23",40.285
"TBC1D24",70.455
"TBC1D25",40.525
"TBC1D26",63.15
"TBC1D28",85.66
"TBC1D29",6.87
"TBC1D2B",59.015
"TBC1D3",139.225
"TBC1D30",59.28
"TBC1D31",110.08
"TBC1D32",25.34
"TBC1D3B",5.035
"TBC1D3C",58.91
"TBC1D3D",5.055
"TBC1D3E",134.35
"TBC1D3F",9.94
"TBC1D3H",5.025
"TBC1D3K",12.31
"TBC1D3L",5.05
"TBC1D3P1-DHX40P1",339.505
"TBC1D3P2",168.38
"TBC1D3P5",62.13
"TBC1D4",30.81
"TBC1D5",36.64
"TBC1D7",52.035
"TBC1D7-LOC100130357",46.635
"TBC1D8",65.885
"TBC1D8-AS1",57.96
"TBC1D8B",22.275
"TBC1D9",56.83
"TBC1D9B",81.545
"TBCA",48.175
"TBCB",74.665
"TBCC",82.01
"TBCCD1",65.48
"TBCD",79.07
"TBCE",49.88
"TBCEL",29.59
"TBCK",27.075
"TBK1",67.09
"TBKBP1",79.445
"TBL1X",55.88
"TBL1XR1",148.685
"TBL2",50.4
"TBL3",64.97
"TBP",66.235
"TBPL1",44.88
"TBPL2",43.49
"TBR1",36.295
"TBRG1",25.145
"TBRG4",115.175
"TBX1",71.42
"TBX10",78.825
"TBX15",27.59
"TBX18",22.355
"TBX18-AS1",10.84
"TBX19",25.24
"TBX2",1336.43
"TBX2-AS1",991.49
"TBX20",57.395
"TBX21",50.825
"TBX22",11.205
"TBX3",42.875
"TBX4",795.96
"TBX5",30.985
"TBX5-AS1",52.59
"TBX6",116.575
"TBXA2R",39.765
"TBXAS1",35.21
"TC2N",42.215
"TCAF1",60.735
"TCAF2",23.81
"TCAF2P1",45.555
"TCAIM",44.78
"TCAM1P",44.355
"TCAP",44.595
"TCEA1",46.335
"TCEA2",67.625
"TCEA3",39.205
"TCEAL1",41.045
"TCEAL2",26.635
"TCEAL3",394.755
"TCEAL4",226.36
"TCEAL5",34.29
"TCEAL6",22.195
"TCEAL7",0
"TCEAL8",74.895
"TCEAL9",54.315
"TCEANC",28.835
"TCEANC2",33.275
"TCEB3C",145.51
"TCERG1",60.845
"TCERG1L",42.345
"TCERG1L-AS1",0
"TCF12",30.595
"TCF15",38.885
"TCF19",14.42
"TCF20",46.26
"TCF21",72.275
"TCF23",70.205
"TCF24",20.335
"TCF25",199.64
"TCF3",76.025
"TCF4",7
"TCF4-AS1",5.4
"TCF7",51.245
"TCF7L1",39.125
"TCF7L2",47.26
"TCFL5",69.495
"TCHH",101.26
"TCHHL1",32.89
"TCHP",115.225
"TCIRG1",86.99
"TCL1A",25.645
"TCL1B",52.82
"TCL6",21.985
"TCN1",37.625
"TCN2",30
"TCOF1",62.845
"TCP1",87.955
"TCP10",19.045
"TCP10L",51.045
"TCP10L2",24.42
"TCP11",38.295
"TCP11L1",30.375
"TCP11L2",43.8
"TCP11X2",45.11
"TCTA",51.2
"TCTE1",38.835
"TCTE3",14.165
"TCTEX1D1",28.67
"TCTEX1D2",54.51
"TCTEX1D4",39.61
"TCTN1",33.49
"TCTN2",39.425
"TCTN3",43.445
"TDG",73.28
"TDGF1",34.335
"TDGF1P3",40.445
"TDH",30.34
"TDO2",26.14
"TDP1",40.75
"TDP2",32.32
"TDRD1",32.885
"TDRD10",46.91
"TDRD12",37.545
"TDRD15",26.7
"TDRD3",24.31
"TDRD5",57.225
"TDRD6",28.17
"TDRD7",34.325
"TDRD9",38.845
"TDRG1",36.71
"TDRKH",87.85
"TDRP",24.75
"TEAD1",51.65
"TEAD2",84.79
"TEAD3",96.565
"TEAD4",55.905
"TEC",19.345
"TECPR1",74.7
"TECPR2",48.235
"TECR",51.59
"TECRL",13.53
"TECTA",21.32
"TECTB",25.56
"TEDDM1",76.67
"TEF",89.385
"TEFM",33.875
"TEK",16.44
"TEKT1",18.925
"TEKT2",64.76
"TEKT3",27.42
"TEKT4",15.1
"TEKT4P2",58.18
"TEKT5",37.925
"TELO2",86.23
"TEN1",30.57
"TEN1-CDK3",36.59
"TENM1",18.725
"TENM2",20.43
"TENM3",8.335
"TENM4",32.94
"TEP1",57.125
"TEPP",16.22
"TEPSIN",75.475
"TERB1",25.14
"TERB2",26.585
"TERC",241.32
"TERF1",37.095
"TERF2",140.065
"TERF2IP",149.08
"TERT",59.21
"TES",46.395
"TESC",47.615
"TESC-AS1",48.675
"TESK1",62.725
"TESK2",35.525
"TESMIN",47.08
"TESPA1",26.84
"TET1",36.17
"TET2",75.21
"TET2-AS1",50.81
"TET3",71.81
"TEX10",65.92
"TEX101",31.8
"TEX11",22.06
"TEX12",26.24
"TEX13A",45.835
"TEX13B",36.165
"TEX13C",45.225
"TEX14",292.155
"TEX15",12.515
"TEX19",29.775
"TEX2",40.955
"TEX21P",63.58
"TEX22",89.135
"TEX26",22.49
"TEX26-AS1",31.82
"TEX261",51.98
"TEX264",34.57
"TEX28",70.405
"TEX29",24.26
"TEX30",30.675
"TEX33",35.92
"TEX35",25.35
"TEX36",33
"TEX36-AS1",20.14
"TEX37",33.26
"TEX38",47.16
"TEX40",55.86
"TEX41",15.53
"TEX43",30.08
"TEX44",76.76
"TEX9",26.015
"TF",48.025
"TFAM",42.705
"TFAMP1",133.705
"TFAP2A",79.855
"TFAP2A-AS1",42.615
"TFAP2B",50.815
"TFAP2C",191.23
"TFAP2D",22.87
"TFAP2E",40.865
"TFAP4",72.305
"TFB1M",50.48
"TFB2M",48.8
"TFCP2",36.755
"TFCP2L1",35.34
"TFDP1",53.47
"TFDP2",45.02
"TFDP3",32.445
"TFE3",60.85
"TFEB",45.86
"TFEC",21.675
"TFF1",359.025
"TFF2",80.125
"TFF3",62.21
"TFG",53.69
"TFIP11",38.44
"TFPI",31.705
"TFPI2",63.4
"TFPT",18.955
"TFR2",59.32
"TFRC",103.855
"TG",27.58
"TGDS",32.035
"TGFA",34.525
"TGFA-IT1",30.605
"TGFB1",40.615
"TGFB1I1",70.785
"TGFB2",47.555
"TGFB2-AS1",18.18
"TGFB2-OT1",99.66
"TGFB3",61.315
"TGFBI",43.855
"TGFBR1",47.13
"TGFBR2",29.555
"TGFBR3",26.85
"TGFBR3L",55.465
"TGFBRAP1",42.185
"TGIF1",70.595
"TGIF2",93.395
"TGIF2-C20ORF24",78.335
"TGIF2LX",0
"TGM1",67.555
"TGM2",51.38
"TGM3",27.83
"TGM4",30.635
"TGM5",19.84
"TGM6",24.705
"TGM7",18.83
"TGOLN2",130.345
"TGS1",44.12
"TH",31.115
"TH2LCRR",63.345
"THADA",40.44
"THAP1",28.62
"THAP10",63.655
"THAP11",100.7
"THAP12",72.905
"THAP2",39.065
"THAP3",34.235
"THAP4",64.38
"THAP5",63.37
"THAP6",45.46
"THAP7",46.76
"THAP7-AS1",16.025
"THAP8",56.54
"THAP9",39.64
"THAP9-AS1",91.275
"THBD",87.83
"THBS1",79.76
"THBS2",15.665
"THBS3",92.45
"THBS4",35.84
"THCAT155",20.86
"THCAT158",58.54
"THEG",44.955
"THEG5",29.15
"THEGL",25.87
"THEM4",76.095
"THEM5",115.285
"THEM6",73.035
"THEMIS",20.9
"THEMIS2",40.505
"THG1L",56.895
"THNSL1",51.33
"THNSL2",43.275
"THOC1",47.94
"THOC2",98.88
"THOC3",61.875
"THOC5",29.975
"THOC6",116.105
"THOC7",295.78
"THOC7-AS1",463.27
"THOP1",52.295
"THPO",65.14
"THRA",39.545
"THRA1/BTR",24.265
"THRAP3",80.42
"THRB",45.565
"THRB-AS1",87.48
"THRIL",193.49
"THRSP",79.005
"THSD1",21.375
"THSD4",193.62
"THSD4-AS1",105.51
"THSD4-AS2",47.905
"THSD7A",18.88
"THSD7B",20.26
"THTPA",65.46
"THUMPD1",89.16
"THUMPD2",49.28
"THUMPD3",86.19
"THUMPD3-AS1",163.235
"THY1",26.345
"THYN1",32.035
"TIA1",85.02
"TIAF1",1080.385
"TIAL1",83.515
"TIAM1",76.135
"TIAM2",33.91
"TICAM1",44.74
"TICAM2",32.985
"TICRR",53.14
"TIE1",46.615
"TIFA",42.39
"TIFAB",30.545
"TIGAR",32.97
"TIGD1",199.035
"TIGD2",65.225
"TIGD3",87.895
"TIGD4",36.61
"TIGD5",34.02
"TIGD6",102.105
"TIGD7",32.89
"TIGIT",21.69
"TIMD4",19.88
"TIMELESS",56.185
"TIMM10",95.43
"TIMM10B",42.225
"TIMM13",59.06
"TIMM17A",48.395
"TIMM17B",52.18
"TIMM21",7.795
"TIMM22",20.5
"TIMM23",74.145
"TIMM23B",93.935
"TIMM29",109.515
"TIMM44",73.125
"TIMM50",77.7
"TIMM8A",181.32
"TIMM8B",27.13
"TIMM9",77.13
"TIMMDC1",45.53
"TIMP1",60.695
"TIMP2",56.755
"TIMP3",49.2
"TIMP4",47.5
"TINAG",19.69
"TINAGL1",55.855
"TINCR",27.455
"TINF2",81.065
"TIPARP",92.855
"TIPARP-AS1",192.715
"TIPIN",47.795
"TIPRL",35.105
"TIRAP",39.05
"TISP43",44.92
"TJAP1",60.98
"TJP1",21.99
"TJP2",41.73
"TJP3",53.845
"TK1",120.665
"TK2",27.135
"TKFC",73.295
"TKT",92.415
"TKTL1",33.78
"TKTL2",78.475
"TLCD1",158.345
"TLCD2",39.61
"TLDC1",92.445
"TLDC2",43.615
"TLE1",88.33
"TLE2",35.41
"TLE3",119.15
"TLE4",35.695
"TLE6",29.345
"TLK1",56.595
"TLK2",84.01
"TLL1",16.395
"TLL2",32.485
"TLN1",47.34
"TLN2",34.11
"TLR1",15.8
"TLR10",15.325
"TLR2",24.78
"TLR3",37.66
"TLR4",20.52
"TLR5",47.465
"TLR6",16.525
"TLR7",10.53
"TLR8",13.18
"TLR8-AS1",10.07
"TLR9",53.515
"TLX1",50.27
"TLX1NB",45.055
"TLX2",20.125
"TLX3",37.84
"TM2D1",58.46
"TM2D2",28.35
"TM2D3",63.57
"TM4SF1",46.5
"TM4SF1-AS1",55.275
"TM4SF18",51.71
"TM4SF19",86.1
"TM4SF19-AS1",86.83
"TM4SF19-TCTEX1D2",81.835
"TM4SF20",50.525
"TM4SF4",45.545
"TM4SF5",19.32
"TM6SF1",38.335
"TM6SF2",45.855
"TM7SF2",186.515
"TM7SF3",52.2
"TM9SF1",103.33
"TM9SF2",32.62
"TM9SF3",64.59
"TM9SF4",78.505
"TMA16",49.31
"TMA7",116.64
"TMBIM1",67.94
"TMBIM4",58.365
"TMBIM6",95.795
"TMC1",21.64
"TMC2",27.755
"TMC3",41.425
"TMC3-AS1",36.815
"TMC4",14.49
"TMC5",41.49
"TMC6",65.885
"TMC7",50.995
"TMC8",62.345
"TMCC1",70.905
"TMCC1-AS1",39.955
"TMCC2",76.04
"TMCC3",33.055
"TMCO1",45.25
"TMCO2",28.6
"TMCO3",48.805
"TMCO4",37.32
"TMCO5A",21.375
"TMCO5B",17.305
"TMCO6",109.77
"TMED1",97.035
"TMED10",59.25
"TMED10P1",47.25
"TMED11P",20.46
"TMED2",73.99
"TMED3",43.79
"TMED4",130.55
"TMED5",37.895
"TMED6",41.49
"TMED7",62.795
"TMED7-TICAM2",44.51
"TMED8",44.725
"TMED9",63.985
"TMEFF1",38.115
"TMEFF2",17.08
"TMEM100",23.935
"TMEM101",29.675
"TMEM102",24.37
"TMEM104",66.375
"TMEM105",44.85
"TMEM106A",16.635
"TMEM106B",25.15
"TMEM106C",71.37
"TMEM107",175.635
"TMEM108",24.985
"TMEM108-AS1",22.855
"TMEM109",85.7
"TMEM11",57.455
"TMEM110",26.945
"TMEM110-MUSTN1",25.84
"TMEM114",39.08
"TMEM115",68.49
"TMEM116",36.86
"TMEM117",27.755
"TMEM119",62.165
"TMEM120A",69.575
"TMEM120B",88.51
"TMEM121",60.26
"TMEM123",37.52
"TMEM125",74.3
"TMEM126A",72.59
"TMEM126B",47.915
"TMEM127",57.06
"TMEM128",47.095
"TMEM129",65.725
"TMEM130",42.83
"TMEM131",36.69
"TMEM132A",135.265
"TMEM132B",25.78
"TMEM132C",23.69
"TMEM132D",20.215
"TMEM132E",17.22
"TMEM133",14.53
"TMEM134",149.49
"TMEM135",28.49
"TMEM136",50.885
"TMEM138",79.715
"TMEM139",69.395
"TMEM140",40.465
"TMEM141",81.475
"TMEM143",60.645
"TMEM144",28.97
"TMEM145",37.02
"TMEM147",142.265
"TMEM147-AS1",77.33
"TMEM14A",29.81
"TMEM14B",38.51
"TMEM14C",39.755
"TMEM14EP",63.89
"TMEM150A",46.16
"TMEM150B",32.5
"TMEM150C",39.085
"TMEM151A",108.815
"TMEM151B",49.93
"TMEM154",29.685
"TMEM155",12.69
"TMEM156",26.195
"TMEM158",0
"TMEM159",40.5
"TMEM160",19.86
"TMEM161A",56.17
"TMEM161B",40.585
"TMEM161B-AS1",24.2
"TMEM163",25.89
"TMEM164",71.01
"TMEM165",71.365
"TMEM167A",42.27
"TMEM167B",87.945
"TMEM168",60.35
"TMEM169",33.92
"TMEM17",30.585
"TMEM170A",68.48
"TMEM170B",31.33
"TMEM171",36.205
"TMEM173",56.27
"TMEM174",13.845
"TMEM175",37.255
"TMEM176A",12.52
"TMEM176B",44.2
"TMEM177",64.54
"TMEM178A",16.075
"TMEM178B",42.13
"TMEM179",58.695
"TMEM179B",154.235
"TMEM18",100.535
"TMEM181",42.21
"TMEM182",31.4
"TMEM183A",129.44
"TMEM183B",194.425
"TMEM184A",115.085
"TMEM184B",75.06
"TMEM184C",45.11
"TMEM185A",40.105
"TMEM185B",50.555
"TMEM186",77.63
"TMEM187",30.76
"TMEM189",91.525
"TMEM189-UBE2V1",105.2
"TMEM19",39.44
"TMEM190",76.54
"TMEM191A",38.975
"TMEM191B",29.4
"TMEM191C",49.175
"TMEM192",26.71
"TMEM196",21.905
"TMEM198",55.135
"TMEM198B",119.4
"TMEM199",62.165
"TMEM2",40.23
"TMEM200A",27.715
"TMEM200B",24.06
"TMEM200C",14.045
"TMEM201",45.105
"TMEM202",43.45
"TMEM203",69.685
"TMEM204",42.67
"TMEM205",131.205
"TMEM206",28.655
"TMEM207",51.29
"TMEM208",113.07
"TMEM209",35.46
"TMEM210",97.39
"TMEM211",19.705
"TMEM212",37.6
"TMEM212-AS1",48.045
"TMEM213",44.09
"TMEM214",74.3
"TMEM215",42.875
"TMEM216",71.13
"TMEM217",50.995
"TMEM218",29.765
"TMEM219",56.87
"TMEM220",32.05
"TMEM220-AS1",37.41
"TMEM221",25.055
"TMEM222",44.01
"TMEM223",160.315
"TMEM225",0
"TMEM229A",21.57
"TMEM229B",57.65
"TMEM230",43.28
"TMEM231",58.635
"TMEM232",19.775
"TMEM233",29.435
"TMEM234",58.82
"TMEM235",39.5
"TMEM236",40.955
"TMEM237",30.37
"TMEM238",54.355
"TMEM239",41.065
"TMEM240",43.695
"TMEM241",34.99
"TMEM242",37.83
"TMEM243",83.88
"TMEM244",17.205
"TMEM245",57.76
"TMEM246",48.245
"TMEM246-AS1",37.385
"TMEM247",39.32
"TMEM248",70.205
"TMEM249",16.145
"TMEM25",51.86
"TMEM251",63.395
"TMEM252",51.295
"TMEM253",85.595
"TMEM254",47.14
"TMEM254-AS1",24.835
"TMEM255A",27.855
"TMEM255B",30.955
"TMEM256",23.28
"TMEM256-PLSCR3",37.66
"TMEM257",22.315
"TMEM258",124.865
"TMEM259",47.15
"TMEM26",33.765
"TMEM26-AS1",34.04
"TMEM260",40.7
"TMEM261",32.71
"TMEM262",36.51
"TMEM263",68.485
"TMEM265",97.57
"TMEM266",48.165
"TMEM267",46.855
"TMEM268",95.93
"TMEM269",50.335
"TMEM27",25.995
"TMEM30A",49.47
"TMEM30B",98.2
"TMEM30CP",45.505
"TMEM31",17.455
"TMEM33",43.555
"TMEM35A",32.67
"TMEM35B",35.44
"TMEM37",86.045
"TMEM38A",43.965
"TMEM38B",55.22
"TMEM39A",48.685
"TMEM39B",69.05
"TMEM40",65.58
"TMEM41A",57.605
"TMEM41B",57.755
"TMEM42",21.835
"TMEM43",162.955
"TMEM44",81.5
"TMEM44-AS1",87.17
"TMEM45A",30.14
"TMEM45B",31.81
"TMEM47",17.19
"TMEM5",27.47
"TMEM5-AS1",26.52
"TMEM50A",44.3
"TMEM50B",28.17
"TMEM51",44.965
"TMEM51-AS1",28.065
"TMEM52",15.75
"TMEM52B",30.89
"TMEM53",70.33
"TMEM54",59.765
"TMEM55A",23.305
"TMEM55B",72.355
"TMEM56",23.635
"TMEM56-RWDD3",23.195
"TMEM57",38.465
"TMEM59",33.81
"TMEM59L",56.715
"TMEM60",69.565
"TMEM61",58.44
