"gene","dsb_density"
"LRBA",38.89
"LRCH1",73.12
"LRCH2",22.285
"LRCH3",71.985
"LRCH4",73.815
"LRCOL1",70.51
"LRFN1",47.97
"LRFN2",28.18
"LRFN3",53.805
"LRFN4",248.55
"LRFN5",32.425
"LRG1",67.595
"LRGUK",26.605
"LRIF1",84.765
"LRIG1",58.31
"LRIG2",52.54
"LRIG3",34.345
"LRIT1",22
"LRIT2",58.87
"LRIT3",20.365
"LRMP",17.96
"LRP1",58.09
"LRP1-AS",27.55
"LRP10",164.03
"LRP11",57.475
"LRP12",29.255
"LRP1B",17.65
"LRP2",21.185
"LRP2BP",41.65
"LRP3",46.205
"LRP4",57.235
"LRP4-AS1",42.905
"LRP5",128.73
"LRP5L",114.145
"LRP6",40.53
"LRP8",75.175
"LRPAP1",61.34
"LRPPRC",56.265
"LRR1",64.855
"LRRC1",31.66
"LRRC10",84.16
"LRRC10B",49.13
"LRRC14",117.255
"LRRC14B",35.245
"LRRC15",63.55
"LRRC17",47.565
"LRRC18",11.475
"LRRC19",12.985
"LRRC2",35.165
"LRRC2-AS1",35.57
"LRRC20",41.695
"LRRC23",42.855
"LRRC24",88.015
"LRRC25",42.37
"LRRC26",63.585
"LRRC27",73.055
"LRRC28",44.035
"LRRC29",71.195
"LRRC3",64.525
"LRRC3-AS1",57.01
"LRRC30",0
"LRRC31",53.285
"LRRC32",84.52
"LRRC34",74.67
"LRRC36",48.01
"LRRC37A",29.375
"LRRC37A11P",23.355
"LRRC37A2",22.86
"LRRC37A3",38.11
"LRRC37A4P",44.895
"LRRC37A5P",63.76
"LRRC37A6P",33.885
"LRRC37A8P",11.895
"LRRC37B",41.73
"LRRC38",19.72
"LRRC39",15.59
"LRRC3B",21.89
"LRRC3C",8.27
"LRRC4",42.17
"LRRC40",32.26
"LRRC41",88.48
"LRRC42",51.12
"LRRC43",53.355
"LRRC45",79.7
"LRRC46",62.425
"LRRC47",58.585
"LRRC49",39.47
"LRRC4B",42.575
"LRRC4C",15.04
"LRRC52",12.44
"LRRC55",24.585
"LRRC56",40.655
"LRRC57",26.22
"LRRC58",64.355
"LRRC59",46.85
"LRRC6",20.515
"LRRC61",43.81
"LRRC63",33.165
"LRRC66",11.395
"LRRC69",21.76
"LRRC7",23.3
"LRRC70",0
"LRRC71",76.4
"LRRC72",25.955
"LRRC73",80.51
"LRRC74A",45.97
"LRRC74B",16.55
"LRRC75A",51.095
"LRRC75A-AS1",79.38
"LRRC75B",58.36
"LRRC8A",68.42
"LRRC8B",31.72
"LRRC8C",22.665
"LRRC8D",63.32
"LRRC8E",34.265
"LRRC9",30.64
"LRRCC1",32.07
"LRRD1",45.38
"LRRFIP1",90.84
"LRRFIP2",39.655
"LRRIQ1",29.64
"LRRIQ3",21.2
"LRRIQ4",67
"LRRK1",55.81
"LRRK2",23.795
"LRRN1",31.82
"LRRN2",63.02
"LRRN3",32.5
"LRRN4",32.15
"LRRN4CL",31.01
"LRRTM1",10.855
"LRRTM2",31.775
"LRRTM3",29.08
"LRRTM4",17.765
"LRSAM1",56.065
"LRTM1",20.145
"LRTM2",52.93
"LRTOMT",64.335
"LRWD1",78.7
"LSAMP",19.78
"LSAMP-AS1",2.68
"LSG1",64.525
"LSM1",28.38
"LSM10",119.975
"LSM11",35.395
"LSM12",49.545
"LSM14A",53.195
"LSM14B",57.015
"LSM2",16.995
"LSM3",88.73
"LSM4",84.945
"LSM5",129.205
"LSM6",32.18
"LSM7",45.87
"LSM8",36.84
"LSMEM1",65.03
"LSMEM2",42.065
"LSP1",32.445
"LSP1P3",60.63
"LSR",97.395
"LSS",74.855
"LST1",0
"LTA",0
"LTA4H",54.75
"LTB",29.505
"LTB4R",112.46
"LTB4R2",129.655
"LTBP1",38.535
"LTBP2",56.03
"LTBP3",168.22
"LTBP4",80.455
"LTBR",74.325
"LTC4S",21.335
"LTF",35.535
"LTK",45.21
"LTN1",34.99
"LTV1",50.505
"LUADT1",27.105
"LUC7L",97.77
"LUC7L2",113.77
"LUC7L3",67.735
"LUCAT1",28.61
"LUM",29.35
"LUNAR1",38.32
"LURAP1",38.175
"LURAP1L",64.81
"LURAP1L-AS1",38.175
"LUZP1",41.51
"LUZP2",21.825
"LUZP4",21.43
"LUZP6",44.215
"LVCAT1",31.235
"LVCAT5",18.955
"LVCAT8",16.725
"LVRN",20.9
"LXN",112.97
"LY6D",79.81
"LY6E",147.075
"LY6G5B",36.72
"LY6G5C",7.31
"LY6G6C",8.735
"LY6G6D",11.015
"LY6G6E",26.085
"LY6G6F",14.78
"LY6H",45.2
"LY6K",40.33
"LY75",30.68
"LY75-CD302",33.88
"LY86",36.13
"LY86-AS1",25.485
"LY9",41.51
"LY96",20.94
"LYAR",35.235
"LYG1",37.01
"LYG2",19.06
"LYL1",6.665
"LYN",28.63
"LYNX1",56.32
"LYPD1",31.3
"LYPD2",113.565
"LYPD3",139.44
"LYPD4",32.33
"LYPD5",37.505
"LYPD6",36.895
"LYPD6B",38.13
"LYPD8",15.005
"LYPLA1",54.375
"LYPLA2",93.61
"LYPLA2P2",34.02
"LYPLAL1",49.52
"LYPLAL1-AS1",32.56
"LYRM1",88.22
"LYRM2",51.965
"LYRM4",31.525
"LYRM4-AS1",33.02
"LYRM7",26.815
"LYRM9",70.74
"LYSMD1",79.05
"LYSMD2",79.545
"LYSMD3",62.55
"LYSMD4",117.385
"LYST",36.575
"LYVE1",17.395
"LYZ",46.37
"LYZL1",29.52
"LYZL2",33.375
"LYZL4",22.03
"LYZL6",2.935
"LZIC",26.88
"LZTFL1",35.445
"LZTR1",35.845
"LZTS1",32.765
"LZTS1-AS1",11.14
"LZTS2",254.38
"LZTS3",39.695
"M1AP",27.68
"M6PR",49.275
"MAATS1",39.66
"MAB21L1",27.835
"MAB21L2",19.69
"MAB21L3",51.21
"MACC1",63.165
"MACC1-AS1",47.045
"MACF1",53.5
"MACROD1",86.5
"MACROD2",20.005
"MACROD2-AS1",12.705
"MACROD2-IT1",17.195
"MAD1L1",85.36
"MAD2L1",55.05
"MAD2L1BP",62.235
"MAD2L2",36.705
"MADCAM1",30.73
"MADD",68.505
"MAEA",62.915
"MAEL",39.625
"MAF",63.43
"MAF1",67.38
"MAFA",91.65
"MAFA-AS1",0
"MAFB",48.04
"MAFF",146.2
"MAFG",86.685
"MAFG-AS1",46.695
"MAFK",217.695
"MAFTRR",40.46
"MAG",52.675
"MAGEA1",17.99
"MAGEA10",30.945
"MAGEA10-MAGEA5",18.865
"MAGEA11",22.54
"MAGEA12",42.185
"MAGEA2",54.37
"MAGEA3",22.825
"MAGEA4",22.205
"MAGEA5",7.08
"MAGEA6",7.665
"MAGEA8",52.2
"MAGEA8-AS1",32.79
"MAGEA9",56.41
"MAGEA9B",56.345
"MAGEB1",19.69
"MAGEB10",9.055
"MAGEB16",5.11
"MAGEB17",14.08
"MAGEB18",11.505
"MAGEB2",36.345
"MAGEB3",19.275
"MAGEB4",36.18
"MAGEB5",13.105
"MAGEB6",0
"MAGEC1",29.39
"MAGEC2",9.34
"MAGEC3",24.255
"MAGED1",31.01
"MAGED2",90.975
"MAGED4",40.245
"MAGEE1",29.31
"MAGEE2",23.9
"MAGEF1",48.44
"MAGEH1",55.045
"MAGEL2",18.96
"MAGI1",44.17
"MAGI1-AS1",56.31
"MAGI1-IT1",48.395
"MAGI2",21.615
"MAGI2-AS2",8.2
"MAGI2-AS3",31.33
"MAGI3",55.5
"MAGIX",55.95
"MAGOH",62.995
"MAGOH2P",42.99
"MAGOHB",49.175
"MAGT1",35.945
"MAIP1",55.985
"MAJIN",56.37
"MAK",33.415
"MAK16",39.095
"MAL",38.45
"MAL2",83.98
"MALAT1",11446.9
"MALL",48.32
"MALRD1",32.98
"MALSU1",77.295
"MALT1",16.955
"MAMDC2",16.355
"MAMDC2-AS1",11.96
"MAMDC4",74.4
"MAML1",83.47
"MAML2",24.64
"MAML3",52.8
"MAMLD1",22.595
"MAMSTR",76.215
"MAN1A1",32.425
"MAN1A2",83.245
"MAN1B1",66.02
"MAN1B1-AS1",57.93
"MAN1C1",39.095
"MAN2A1",39.19
"MAN2A2",96.16
"MAN2B1",37.78
"MAN2B2",42.66
"MAN2C1",140.38
"MANBA",47.06
"MANBAL",45.53
"MANEA",21.36
"MANEA-AS1",31.325
"MANEAL",54.61
"MANF",45.66
"MANSC1",52.14
"MANSC4",15.665
"MAOA",25.22
"MAOB",18.055
"MAP10",64.92
"MAP1A",29.045
"MAP1B",35.2
"MAP1LC3A",54.58
"MAP1LC3B",99.66
"MAP1LC3B2",51.98
"MAP1LC3C",22.835
"MAP1S",32.625
"MAP2",15.485
"MAP2K1",48.705
"MAP2K2",58.84
"MAP2K3",98.32
"MAP2K4",48.36
"MAP2K4P1",27.35
"MAP2K5",42.91
"MAP2K6",18.035
"MAP2K7",76.69
"MAP3K1",52.83
"MAP3K10",66.51
"MAP3K11",75.83
"MAP3K12",82.625
"MAP3K13",39.99
"MAP3K14",32.885
"MAP3K14-AS1",38.04
"MAP3K15",20.915
"MAP3K19",27.13
"MAP3K2",44.705
"MAP3K20-AS1",31.68
"MAP3K21",35.245
"MAP3K3",58.75
"MAP3K4",25.415
"MAP3K5",35.955
"MAP3K6",74.455
"MAP3K7",36.735
"MAP3K7CL",29.925
"MAP3K8",42.23
"MAP3K9",64.065
"MAP4",72.84
"MAP4K1",39.36
"MAP4K2",53.82
"MAP4K3",63.205
"MAP4K4",37.025
"MAP4K5",48.755
"MAP6",42.465
"MAP6D1",72.565
"MAP7",48.37
"MAP7D1",71.1
"MAP7D2",20.785
"MAP7D3",37.7
"MAP9",18.305
"MAPK1",30.84
"MAPK10",23.97
"MAPK11",40.81
"MAPK12",67
"MAPK13",69.91
"MAPK14",71.915
"MAPK15",88.81
"MAPK1IP1L",104.625
"MAPK3",56.19
"MAPK4",10.645
"MAPK6",137.53
"MAPK7",74.705
"MAPK8",45.02
"MAPK8IP1",71.505
"MAPK8IP1P2",62.265
"MAPK8IP2",45.005
"MAPK8IP3",77.38
"MAPK9",102.06
"MAPKAP1",38.625
"MAPKAPK2",157.105
"MAPKAPK3",26.27
"MAPKAPK5",66.18
"MAPKAPK5-AS1",69.585
"MAPKBP1",36.28
"MAPRE1",58.23
"MAPRE2",30.325
"MAPRE3",49.775
"MAPT",20.93
"MAPT-AS1",15.145
"MAPT-IT1",9.135
"MARCKS",88.42
"MARCKSL1",147.57
"MARCO",21.775
"MARK1",23.395
"MARK2",67.36
"MARK2P9",57.59
"MARK3",81.145
"MARK4",57.985
"MARS",98.125
"MARS2",105.97
"MARVELD1",135.455
"MARVELD2",42.49
"MARVELD3",105.35
"MAS1",23.77
"MAS1L",0
"MASCRNA",457.3
"MASP1",30.16
"MASP2",35.495
"MAST1",88.01
"MAST2",40.52
"MAST3",53.47
"MAST4",34.91
"MAST4-AS1",31.89
"MASTL",61.655
"MAT1A",38.055
"MAT2A",247.895
"MAT2B",45.145
"MATK",37.655
"MATN1",41.88
"MATN1-AS1",33.97
"MATN2",30.555
"MATN3",38.21
"MATN4",47.485
"MATR3",82.87
"MAU2",61.805
"MAVS",121.78
"MAX",52.285
"MAZ",459.38
"MB",45.785
"MB21D1",56.44
"MB21D2",68.305
"MBD1",33.785
"MBD2",29.92
"MBD3",84.765
"MBD3L1",36.795
"MBD3L2",91.255
"MBD3L3",112.41
"MBD3L4",56.445
"MBD3L5",90.25
"MBD4",127.415
"MBD5",29.555
"MBD6",97.315
"MBIP",39.5
"MBL1P",36.87
"MBL2",30.425
"MBLAC1",75.34
"MBLAC2",57.56
"MBNL1",57.605
"MBNL1-AS1",108.23
"MBNL2",33.975
"MBNL3",18.495
"MBOAT1",77.88
"MBOAT2",44.295
"MBOAT4",20.95
"MBOAT7",18.23
"MBP",18.225
"MBTD1",30.01
"MBTPS1",121.115
"MBTPS2",45.205
"MC1R",263.335
"MC2R",26.755
"MC3R",75.665
"MC4R",0
"MC5R",40.88
"MCAM",72.83
"MCAT",70.63
"MCC",33.36
"MCCC1",48.49
"MCCC2",42.815
"MCCD1",63.685
"MCEE",38.505
"MCEMP1",48.975
"MCF2",22.79
"MCF2L",54.255
"MCF2L-AS1",119.195
"MCF2L2",37.865
"MCFD2",26.59
"MCHR1",67.065
"MCHR2",27.93
"MCHR2-AS1",21.505
"MCIDAS",31.755
"MCL1",548.99
"MCM10",40.655
"MCM2",88.285
"MCM3",71.965
"MCM3AP",106.95
"MCM3AP-AS1",79.96
"MCM4",83.565
"MCM5",78.43
"MCM6",60.13
"MCM7",252.785
"MCM8",28.245
"MCM8-AS1",38.165
"MCM9",47.765
"MCMBP",50.16
"MCMDC2",29.805
"MCOLN1",35.805
"MCOLN2",31.295
"MCOLN3",25.915
"MCPH1",20.74
"MCPH1-AS1",21.52
"MCRIP1",47.355
"MCRIP2",98.35
"MCRS1",85.595
"MCTP1",19.26
"MCTP2",21.145
"MCTS1",39.35
"MCU",37.38
"MCUB",32.965
"MCUR1",35.04
"MDC1",30.605
"MDC1-AS1",27.065
"MDFI",50.21
"MDFIC",20.395
"MDGA1",44.135
"MDGA2",21.63
"MDH1",42.245
"MDH1B",19.605
"MDH2",68.48
"MDK",160.48
"MDM1",56.275
"MDM2",121.14
"MDM4",177.62
"MDN1",47.48
"MDP1",101.37
"MDS2",20.47
"ME1",37.41
"ME2",9.27
"ME3",49.29
"MEA1",278.61
"MEAF6",56.045
"MEAT6",3.82
"MECOM",57.76
"MECP2",69.43
"MECR",39.075
"MED1",32
"MED10",49.565
"MED11",36.725
"MED12",54.935
"MED12L",57.735
"MED13L",107.49
"MED14",39.4
"MED14OS",91.14
"MED15",52.48
"MED15P9",55.58
"MED16",46.365
"MED17",33.825
"MED18",58.59
"MED19",25.32
"MED20",20.645
"MED21",50.065
"MED22",124.36
"MED23",32.205
"MED24",44.47
"MED25",74.435
"MED26",71.67
"MED27",39.245
"MED28",29.535
"MED29",101.77
"MED30",40.405
"MED31",22.97
"MED4",39.415
"MED4-AS1",47.805
"MED6",70.32
"MED7",48.91
"MED8",36.74
"MED9",55.34
"MEDAG",19.71
"MEF2A",61.77
"MEF2B",46.395
"MEF2C",16.265
"MEF2C-AS1",18.645
"MEF2D",108.72
"MEFV",53.985
"MEG3",58.5
"MEG8",33.36
"MEG9",35.845
"MEGF10",22.205
"MEGF11",35.9
"MEGF6",39.16
"MEGF8",55.95
"MEGF9",40.59
"MEI1",27.205
"MEI4",18.31
"MEIG1",53.025
"MEIKIN",27.505
"MEIOB",35.02
"MEIOC",47.805
"MEIS1",27.56
"MEIS1-AS2",132.27
"MEIS1-AS3",18.815
"MEIS2",28.93
"MEIS3",39.98
"MEIS3P1",152.46
"MELK",39.59
"MELTF",98.145
"MELTF-AS1",147.265
"MEMO1",64.575
"MEN1",135.645
"MEOX1",29.63
"MEOX2",18.505
"MEOX2-AS1",9.505
"MEP1A",28.055
"MEP1B",29.67
"MEPCE",117.335
"MEPE",33.33
"MERTK",31.895
"MESDC1",80.695
"MESDC2",62.125
"MESP1",56.855
"MESP2",45.545
"MEST",36.485
"MESTIT1",79.06
"MET",28.56
"METAP1",39.445
"METAP1D",36.6
"METAP2",81.565
"METRN",139.685
"METRNL",187.88
"METTL1",68.6
"METTL10",68.08
"METTL11B",32.59
"METTL12",406.085
"METTL13",72.9
"METTL14",40.505
"METTL15",36.71
"METTL16",46.435
"METTL17",52.955
"METTL18",123.22
"METTL21A",47.585
"METTL21B",76.735
"METTL21C",15.7
"METTL21EP",17.075
"METTL22",93.43
"METTL23",77.08
"METTL24",30.305
"METTL25",33.88
"METTL26",153.5
"METTL2A",70.815
"METTL2B",58.225
"METTL3",88.415
"METTL4",39.33
"METTL5",43.53
"METTL6",74.97
"METTL7A",38.65
"METTL7B",53.365
"METTL8",35.98
"METTL9",58.46
"MEX3A",128.305
"MEX3B",168.005
"MEX3C",29.555
"MEX3D",61.35
"MFAP1",37.76
"MFAP2",46.11
"MFAP3",39.73
"MFAP3L",34.155
"MFAP4",14.28
"MFAP5",30.525
"MFF",45.175
"MFGE8",88.395
"MFHAS1",27.485
"MFN1",53.4
"MFN2",68.15
"MFNG",37.555
"MFSD1",76.71
"MFSD10",127.235
"MFSD11",43.665
"MFSD12",53.18
"MFSD13A",34.7
"MFSD13B",39.84
"MFSD14A",41.05
"MFSD14B",87.305
"MFSD14C",91.47
"MFSD2A",58.69
"MFSD2B",68.485
"MFSD3",312.175
"MFSD4A",88.325
"MFSD4B",38.975
"MFSD5",125.515
"MFSD6",30.485
"MFSD6L",12.295
"MFSD7",17.78
"MFSD8",35.055
"MFSD9",44.04
"MGA",49.38
"MGAM",17.91
"MGAM2",17.04
"MGARP",25.025
"MGAT1",102.08
"MGAT2",201.95
"MGAT3",39.025
"MGAT3-AS1",27.095
"MGAT4A",36.53
"MGAT4B",128.425
"MGAT4C",23.05
"MGAT4D",27.2
"MGAT4EP",43.155
"MGAT5",30.345
"MGAT5B",45.815
"MGC12916",13.445
"MGC15885",23.79
"MGC16025",77.16
"MGC16275",89.895
"MGC27345",18.965
"MGC27382",20.63
"MGC2889",62.25
"MGC32805",15.34
"MGC34796",42.87
"MGC72080",104.56
"MGEA5",123.04
"MGLL",66.38
"MGME1",64.99
"MGMT",61.725
"MGP",21.09
"MGRN1",78.72
"MGST1",70.185
"MGST2",39.34
"MGST3",33.495
"MHRT",75.67
"MIA",35.17
"MIA-RAB4B",36.98
"MIA2",54.98
"MIA3",43.7
"MIAT",50.075
"MIATNB",37.905
"MIB1",47.225
"MIB2",34.075
"MICA",22.725
"MICAL1",95.89
"MICAL2",44.48
"MICAL3",45.425
"MICALCL",27.195
"MICALL1",66.875
"MICALL2",121.765
"MICB",20.105
"MICU1",32.365
"MICU2",55.015
"MICU3",12.02
"MID1",21.765
"MID1IP1",91.065
"MID1IP1-AS1",114.08
"MID2",44.65
"MIDN",142.005
"MIEF1",104.815
"MIEF2",46.92
"MIEN1",92.855
"MIER1",60.42
"MIER2",48.625
"MIER3",34.305
"MIF",97.725
"MIF-AS1",93.665
"MIF4GD",54.165
"MIGA1",37.615
"MIGA2",71.88
"MIIP",38.325
"MILR1",50.12
"MIMT1",25.05
"MINCR",105.39
"MINK1",43.8
"MINOS1",56.7
"MINOS1-NBL1",59.09
"MINOS1P1",95.555
"MINPP1",33.93
"MIOS",49.235
"MIOX",30.495
"MIP",47.7
"MIPEP",29.635
"MIPEPP3",52.325
"MIPOL1",34.915
"MIR1-1HG",48.3
"MIR1-2",0
"MIR100HG",13.385
"MIR101-2",0
"MIR103A1",0
"MIR103B1",0
"MIR105-2",0
"MIR106B",0
"MIR10A",243.07
"MIR10B",0
"MIR1179",0
"MIR1180",0
"MIR1181",0
"MIR1182",0
"MIR1183",0
"MIR1199",0
"MIR1200",0
"MIR1204",2009.335
"MIR1205",0
"MIR1206",0
"MIR1207",0
"MIR1208",0
"MIR1224",0
"MIR1225",296.49
"MIR1226",0
"MIR1227",0
"MIR1229",0
"MIR1236",0
"MIR1237",0
"MIR124-2HG",28.485
"MIR124-3",0
"MIR1244-1",325.07
"MIR1245A",393.68
"MIR1245B",399.39
"MIR1248",252.155
"MIR1249",0
"MIR1250",0
"MIR1251",0
"MIR1252",0
"MIR1253",0
"MIR1254-1",0
"MIR1255B2",0
"MIR1256",229.65
"MIR125A",316.755
"MIR125B1",0
"MIR125B2",0
"MIR126",313.73
"MIR1264",0
"MIR1265",0
"MIR1266",0
"MIR1268A",51.805
"MIR1268B",0
"MIR127",0
"MIR1272",0
"MIR1273F",269.81
"MIR1273G",267.135
"MIR1275",0
"MIR1276",0
"MIR1277",0
"MIR1279",0
"MIR1282",0
"MIR1286",0
"MIR1287",296.49
"MIR1288",0
"MIR1289-1",186.075
"MIR129-2",296.49
"MIR1291",8024.04
"MIR1292",0
"MIR1293",0
"MIR1298",0
"MIR1301",0
"MIR1302-1",0
"MIR1302-10",194.105
"MIR1302-3",198.255
"MIR1302-5",0
"MIR1302-6",0
"MIR1302-7",0
"MIR1302-8",0
"MIR1306",0
"MIR1307",0
"MIR132",0
"MIR1322",1124.2
"MIR1323",0
"MIR133A1HG",9.2
"MIR133A2",261.95
"MIR133B",0
"MIR1343",0
"MIR135B",275.315
"MIR136",325.07
"MIR137HG",22.53
"MIR140",0
"MIR145",0
"MIR1469",0
"MIR146B",0
"MIR147A",0
"MIR147B",0
"MIR148A",391.025
"MIR149",0
"MIR151A",0
"MIR152",313.155
"MIR153-1",302.835
"MIR1537",0
"MIR154",0
"MIR155HG",31.295
"MIR16-2",0
"MIR17",0
"MIR17HG",52.08
"MIR181A1",0
"MIR181A1HG",43.175
"MIR181A2",243.07
"MIR181A2HG",37.35
"MIR181B1",0
"MIR181B2",0
"MIR181C",0
"MIR181D",199.695
"MIR184",0
"MIR186",0
"MIR18A",0
"MIR1908",0
"MIR1909",333.095
"MIR190B",0
"MIR191",0
"MIR1910",340.22
"MIR1915",333.095
"MIR192",0
"MIR193A",0
"MIR193B",0
"MIR193BHG",81.36
"MIR194-2",0
"MIR194-2HG",75.885
"MIR196A1",0
"MIR196B",0
"MIR1976",0
"MIR199A1",0
"MIR199A2",0
"MIR199B",243.07
"MIR200C",0
"MIR202",243.07
"MIR202HG",38.73
"MIR203A",0
"MIR203B",0
"MIR204",0
"MIR2052",0
"MIR2052HG",29.445
"MIR205HG",36.795
"MIR208A",0
"MIR208B",691.815
"MIR21",2626.72
"MIR210HG",28.885
"MIR2114",0
"MIR214",0
"MIR215",0
"MIR216A",0
"MIR216B",0
"MIR217HG",23.08
"MIR218-1",0
"MIR219A1",243.07
"MIR2276",0
"MIR2277",287.03
"MIR22HG",68.605
"MIR2392",0
"MIR23A",0
"MIR23B",0
"MIR23C",0
"MIR24-1",0
"MIR24-2",364.605
"MIR25",324.21
"MIR2682",245.28
"MIR26A1",345.905
"MIR26A2",0
"MIR26B",0
"MIR27A",690.36
"MIR27B",0
"MIR2909",393.68
"MIR299",0
"MIR29B2",0
"MIR301A",310.125
"MIR301B",0
"MIR302C",0
"MIR3064",402.7
"MIR3074",0
"MIR30B",0
"MIR30C2",377.505
"MIR30D",0
"MIR3115",0
"MIR3116-1",0
"MIR3116-2",0
"MIR3117",0
"MIR3120",0
"MIR3122",0
"MIR3124",396.775
"MIR3128",0
"MIR3132",0
"MIR3135A",0
"MIR3136",0
"MIR3140",0
"MIR3142HG",21.255
"MIR3146",0
"MIR3151",0
"MIR3153",0
"MIR3154",0
"MIR3155A",0
"MIR3156-2",0
"MIR3160-1",0
"MIR3160-2",0
"MIR3162",0
"MIR3164",0
"MIR3167",313.73
"MIR3171",359.745
"MIR3174",0
"MIR3175",353.305
"MIR3176",0
"MIR3178",0
"MIR3179-1",317.42
"MIR3180-1",0
"MIR3180-2",0
"MIR3180-5",175.2
"MIR3182",0
"MIR3185",1173.075
"MIR3186",0
"MIR3188",0
"MIR3189",0
"MIR3190",999.285
"MIR3191",700.8
"MIR3194",364.605
"MIR3196",423.965
"MIR3197",0
"MIR3198-1",0
"MIR3199-1",0
"MIR3199-2",0
"MIR31HG",19.425
"MIR32",0
"MIR3200",0
"MIR3202-1",0
"MIR3202-2",0
"MIR320A",0
"MIR320B1",0
"MIR320B2",0
"MIR320C1",0
"MIR320C2",0
"MIR320D1",562.405
"MIR320E",510.33
"MIR323A",0
"MIR323B",325.07
"MIR324",0
"MIR325HG",16.645
"MIR328",0
"MIR329-2",0
"MIR330",0
"MIR335",0
"MIR337",0
"MIR33B",0
"MIR340",281.05
"MIR342",0
"MIR345",278.36
"MIR34A",0
"MIR34AHG",61.46
"MIR34C",0
"MIR3529",0
"MIR3605",272.85
"MIR3607",2755.775
"MIR3609",12481.26
"MIR361",0
"MIR3610",0
"MIR3612",0
"MIR3613",306.6
"MIR3614",0
"MIR3615",0
"MIR3616",0
"MIR3617",0
"MIR3619",0
"MIR3620",0
"MIR3622A",0
"MIR3622B",0
"MIR3646",324.21
"MIR3649",0
"MIR3651",605.665
"MIR3652",204.4
"MIR3653",486.14
"MIR3655",0
"MIR3656",0
"MIR3657",0
"MIR3660",0
"MIR3663",281.2
"MIR3663HG",59.53
"MIR3667",359.745
"MIR3668",0
"MIR3670-1",417.54
"MIR3675",0
"MIR3678",0
"MIR3679",0
"MIR3680-1",0
"MIR3681",755.005
"MIR3681HG",25.625
"MIR3682",0
"MIR3684",0
"MIR3689A",111.225
"MIR3689B",0
"MIR3689D2",333.095
"MIR3689F",0
"MIR369",0
"MIR3691",296.49
"MIR3692",385.44
"MIR3713",0
"MIR3714",0
"MIR372",0
"MIR373",0
"MIR374B",369.6
"MIR374C",380.01
"MIR376A1",391.025
"MIR376A2",0
"MIR376B",0
"MIR378A",411.31
"MIR378B",0
"MIR378C",336.07
"MIR378D1",0
"MIR378I",0
"MIR379",396.775
"MIR381",0
"MIR381HG",28.875
"MIR3907",177.505
"MIR3908",0
"MIR3909",0
"MIR3911",0
"MIR3912",0
"MIR3913-1",0
"MIR3913-2",0
"MIR3916",580.165
"MIR3917",0
"MIR3918",0
"MIR3921",0
"MIR3923",0
"MIR3925",1766.525
"MIR3927",0
"MIR3928",467.08
"MIR3934",0
"MIR3936",248.27
"MIR3939",0
"MIR3940",0
"MIR3941",0
"MIR3942",0
"MIR3944",0
"MIR3945HG",17.56
"MIR3973",0
"MIR3975",0
"MIR3976",0
"MIR3976HG",17.34
"MIR3977",0
"MIR3978",0
"MIR409",0
"MIR410",0
"MIR411",0
"MIR412",299.54
"MIR424",0
"MIR4251",0
"MIR4254",0
"MIR4257",316.755
"MIR4259",0
"MIR4260",0
"MIR4263",0
"MIR4265",0
"MIR4269",0
"MIR4275",0
"MIR4277",0
"MIR4278",787.365
"MIR4280",0
"MIR4282",0
"MIR429",321.2
"MIR4290",281.05
"MIR4290HG",35.33
"MIR4293",341.53
"MIR4297",0
"MIR4299",0
"MIR4300",0
"MIR4300HG",21.365
"MIR4302",0
"MIR4306",299.54
"MIR4307",0
"MIR4307HG",19.07
"MIR4308",336.07
"MIR4309",649.27
"MIR431",234.615
"MIR4311",267.135
"MIR4312",0
"MIR4313",534.69
"MIR4315-1",372.4
"MIR4316",0
"MIR4321",0
"MIR4327",0
"MIR4329",382.745
"MIR433",0
"MIR4330",0
"MIR4419A",699.21
"MIR4420",0
"MIR4423",0
"MIR4425",0
"MIR4426",430.59
"MIR4429",0
"MIR4432HG",15.28
"MIR4435-1",340.22
"MIR4435-2",367.435
"MIR4435-2HG",55.295
"MIR4438",586.335
"MIR4439",0
"MIR4441",272.85
"MIR4442",0
"MIR4443",0
"MIR4444-1",744.805
"MIR4447",0
"MIR4448",316.755
"MIR4449",0
"MIR4451",0
"MIR4453",0
"MIR4455",0
"MIR4456",0
"MIR4458HG",30.24
"MIR4461",0
"MIR4467",0
"MIR4470",0
"MIR4472-1",0
"MIR4473",0
"MIR4474",0
"MIR4477A",329.035
"MIR4478",0
"MIR448",0
"MIR4481",0
"MIR4482",0
"MIR4483",0
"MIR4484",0
"MIR4488",0
"MIR4489",0
"MIR4490",317.42
"MIR4496",0
"MIR4499",0
"MIR449A",299.54
"MIR449C",0
"MIR4500HG",16.22
"MIR4503",0
"MIR4504",0
"MIR4505",0
"MIR4506",0
"MIR450A2",0
"MIR450B",0
"MIR4510",0
"MIR4512",0
"MIR4517",0
"MIR4518",328.07
"MIR4519",0
"MIR4520-1",0
"MIR4520-2",0
"MIR4521",0
"MIR4522",0
"MIR4523",0
"MIR4524A",0
"MIR4524B",0
"MIR4525",0
"MIR4527",0
"MIR4528",0
"MIR4530",0
"MIR4531",0
"MIR4532",529.955
"MIR4534",0
"MIR4537",385.44
"MIR454",0
"MIR4540",481.8
"MIR455",0
"MIR4634",0
"MIR4636",340.22
"MIR4639",393.68
"MIR4642",0
"MIR4645",0
"MIR4647",333.095
