"cell_line","cell_type","gene","break_density","ratio_non_se"
"A4098","cancer","GAPT",39.4053333333333,4.50158011874719
"A4098","cancer","PDE4D",27.0793333333333,3.09348451721242
"A4098","cancer","ZSWIM6",43.3766666666667,4.95525665605816
"A4098","cancer","TNPO1",129.971,14.847606151799
"A4098","cancer","LHFPL2",25.255,2.8850766198897
"A4098","cancer","VCAN",161.767666666667,18.4799886340966
"A4098","cancer","MIR4280",0,0
"A4098","cancer","ARRDC3",145.187333333333,16.5858871868593
"A4098","cancer","EFNA5",79.4846666666667,9.08015654087215
"A4098","cancer","DTWD2",76.9123333333333,8.78629874009753
"A4098","cancer","DMXL1",28.5583333333333,3.26244228085593
"A4098","cancer","ZNF608",53.9023333333333,6.15768606840234
"A4098","cancer","VDAC1",86.984,9.93686417360861
"A4098","cancer","TGFBI",206.385,23.5769763688749
"A4098","cancer","UBE2D2",43.0636666666667,4.91950021250142
"A4098","cancer","CXXC5",45.4483333333333,5.19191937885384
"A4098","cancer","PSD2",14.489,1.65519204694444
"A4098","cancer","PCDHGA1",66.668,7.61600823974684
"A4098","cancer","PCDHGA2",67.8,7.74532547331307
"A4098","cancer","PCDHGA3",68.6166666666667,7.83861970836527
"A4098","cancer","PCDHGB1",69.094,7.89314923677129
"A4098","cancer","PCDHGA4",71.247,8.13910330379257
"A4098","cancer","PCDHGB2",73.5626666666667,8.40364005926507
"A4098","cancer","PCDHGA5",75.623,8.6390080865539
"A4098","cancer","PCDHGB3",77.283,8.82864289902735
"A4098","cancer","PCDHGA6",79.3103333333333,9.06024107763447
"A4098","cancer","PCDHGA7",84.699,9.67583071186053
"A4098","cancer","PCDHGB4",84.0646666666667,9.60336584275672
"A4098","cancer","PCDHGA8",84.5513333333333,9.6589615909919
"A4098","cancer","PCDHGB5",88.4903333333333,10.1089444381804
"A4098","cancer","PCDHGA9",44.7526666666667,5.11244792230121
"A4098","cancer","PCDHGB6",44.8646666666667,5.12524256025123
"A4098","cancer","PCDHGA10",42.6346666666667,4.87049217963931
"A4098","cancer","PCDHGB7",42.562,4.86219089668364
"A4098","cancer","PCDHGA11",39.2883333333333,4.48821429160297
"A4098","cancer","PCDHGA12",35.2456666666667,4.02638878845479
"A4098","cancer","PCDHGC3",41.399,4.72933229011339
"A4098","cancer","PCDHGC4",26.4363333333333,3.02002958683867
"A4098","cancer","PCDHGC5",30.955,3.53623230127443
"A4098","cancer","DIAPH1",43.7996666666667,5.00357926188724
"A4098","cancer","NR3C1",99.5153333333333,11.3684166113851
"A4098","cancer","DPYSL3",87.606,10.0079201093667
"A4098","cancer","ABLIM3",44.583,5.09306556897812
"A4098","cancer","MIR143",0,0
"A4098","cancer","MIR145",0,0
"A4098","cancer","RPS14",20.6836666666667,2.36285737927507
"A4098","cancer","NDST1",62.4,7.12844114358017
"A4098","cancer","SYNPO",94.488,10.7941049162597
"A4098","cancer","MYOZ3",0,0
"A4098","cancer","RBM22",75.922,8.67316520036689
"A4098","cancer","GPX3",130.051666666667,14.8568213374654
"A4098","cancer","TNIP1",53.632,6.12680377263608
"A4098","cancer","ANXA6",6.476,0.739804244324122
"A4098","cancer","SPARC",269.934,30.8366767892816
"A4098","cancer","WWC1",30.579,3.4932788738708
"A4098","cancer","DUSP1",113.712,12.9902131301088
"A4098","cancer","ERGIC1",29.3743333333333,3.35566035734891
"A4098","cancer","RPL26L1",13.3076666666667,1.52023907999547
"A4098","cancer","ATP6V0E1",40.3203333333333,4.60610774128526
"A4098","cancer","LTC4S",0,0
"A4098","cancer","MGAT4B",47.1216666666667,5.38307736251181
"A4098","cancer","MIR1229",0,0
"A4098","cancer","SQSTM1",152.289666666667,17.3972423975765
"A4098","cancer","ATXN1",29.5496666666667,3.37569005842542
"A4098","cancer","KIF13A",18.501,2.11351425636822
"A4098","cancer","KIAA0319",25.084,2.86554194944816
"A4098","cancer","TDP2",87.2663333333333,9.96911732344094
"A4098","cancer","ACOT13",26.3943333333333,3.01523159760742
"A4098","cancer","HFE",38.7263333333333,4.42401262617522
"A4098","cancer","BTN3A2",15.617,1.78405232915531
"A4098","cancer","BTN2A2",0,0
"A4098","cancer","MDC1",69.5363333333333,7.94368044081793
"A4098","cancer","TUBB",278.305666666667,31.7930378967656
"A4098","cancer","FLOT1",29.6696666666667,3.38939859908615
"A4098","cancer","IER3",217.713666666667,24.8711387658071
"A4098","cancer","LY6G6F",0,0
"A4098","cancer","LY6G6E",0,0
"A4098","cancer","LY6G6D",0,0
"A4098","cancer","LY6G6C",0,0
"A4098","cancer","DDAH2",0,0
"A4098","cancer","CLIC1",125.315333333333,14.3157528534423
"A4098","cancer","MSH5",35.4603333333333,4.05091184452565
"A4098","cancer","STK38",34.416,3.93160946149768
"A4098","cancer","SRSF3",128.005,14.6230145606407
"A4098","cancer","MIR3925",0,0
"A4098","cancer","PIM1",38.9523333333333,4.44983037775293
"A4098","cancer","TMEM217",6.39266666666667,0.730284424420836
"A4098","cancer","TBC1D22B",24.13,2.75655905119534
"A4098","cancer","MDGA1",27.7983333333333,3.17562152333797
"A4098","cancer","MRPL14",10.4953333333333,1.19896419789939
"A4098","cancer","TMEM63B",19.5083333333333,2.22858983935913
"A4098","cancer","SUPT3H",17.5603333333333,2.00605452929993
"A4098","cancer","RUNX2",24.929,2.84783508442805
"A4098","cancer","MIR30C2",0,0
"A4098","cancer","MIR30A",0,0
"A4098","cancer","EEF1A1",145.245333333333,16.592512981512
"A4098","cancer","SLC17A5",7.354,0.840105066825137
"A4098","cancer","CD109",39.703,4.53558491544172
"A4098","cancer","EPHA7",20.7593333333333,2.37150137574725
"A4098","cancer","PREP",16.004,1.82826237278617
"A4098","cancer","ADAT2",33.9226666666667,3.87525212767023
"A4098","cancer","PEX3",7.38266666666667,0.843379884871868
"A4098","cancer","MTHFD1L",24.139,2.7575871917449
"A4098","cancer","AKAP12",19.22,2.19565126249376
"A4098","cancer","SYNJ2",13.4196666666667,1.53303371794548
"A4098","cancer","TMEM181",17.4373333333333,1.99200327512268
"A4098","cancer","DYNLT1",0,0
"A4098","cancer","SYTL3",16.9686666666667,1.9384638079866
"A4098","cancer","SLC22A2",8.54366666666667,0.976010015764441
"A4098","cancer","AGPAT4",21.993,2.51243278959549
"A4098","cancer","PDGFA",47.4056666666667,5.41552090874221
"A4098","cancer","SUN1",68.1973333333333,7.79071597461193
"A4098","cancer","GET4",51.3573333333333,5.866950768556
"A4098","cancer","INTS1",61.4423333333333,7.01903937325161
"A4098","cancer","MAFK",124.214,14.1899389136004
"A4098","cancer","TMEM184A",33.1766666666667,3.79003069989602
"A4098","cancer","PSMG3",271.891333333333,31.0602783191699
"A4098","cancer","TFAMP1",0,0
"A4098","cancer","TTYH3",51.154,5.84372240799199
"A4098","cancer","AMZ1",39.7206666666667,4.53760311726122
"A4098","cancer","GNA12",65.7563333333333,7.5118614100049
"A4098","cancer","FOXK1",57.3873333333333,6.55580493675774
"A4098","cancer","RNF216",58.0443333333333,6.63085919687524
"A4098","cancer","CYTH3",32.681,3.73340681111127
"A4098","cancer","RAC1",70.38,8.04005909751879
"A4098","cancer","DAGLB",61.884,7.06949441873903
"A4098","cancer","KDELR2",73.9026666666667,8.44248092447047
"A4098","cancer","BZW2",70.014,7.99824804850356
"A4098","cancer","TSPAN13",77.481,8.85126199111755
"A4098","cancer","HDAC9",33.6933333333333,3.84905358329639
"A4098","cancer","TOMM7",105.150666666667,12.0121849125248
"A4098","cancer","SNORD93",1985.903,226.865266864732
"A4098","cancer","IGF2BP3",55.8113333333333,6.37576610274681
"A4098","cancer","RPS2P32",0,0
"A4098","cancer","TRA2A",109.405333333333,12.498228837507
"A4098","cancer","OSBPL3",58.922,6.73112194009665
"A4098","cancer","MIR148A",0,0
"A4098","cancer","NFE2L3",58.3113333333333,6.66136069984537
"A4098","cancer","HNRNPA2B1",163.374,18.6634926825524
"A4098","cancer","CBX3",99.1683333333333,11.3287760813078
"A4098","cancer","SKAP2",38.8796666666667,4.44152909479726
"A4098","cancer","HOXA1",74.095,8.46445266880725
"A4098","cancer","HOXA2",0,0
"A4098","cancer","HOXA3",83.0523333333333,9.48771907057161
"A4098","cancer","HOXA4",0,0
"A4098","cancer","HOXA5",78.156,8.92837253233416
"A4098","cancer","HOXA6",28.2176666666667,3.2235252570913
"A4098","cancer","HOXA7",69.6313333333333,7.95453303550767
"A4098","cancer","HOXA9",201.414666666667,23.0091762305633
"A4098","cancer","MIR196B",0,0
"A4098","cancer","HOXA10",141.738,16.1918428014225
"A4098","cancer","HOXA11",172.967333333333,19.7594143498186
"A4098","cancer","HOXA13",33.8256666666667,3.8641710573028
"A4098","cancer","HIBADH",110.775,12.6546965974374
"A4098","cancer","CREB5",32.7786666666667,3.74456404003793
"A4098","cancer","PDE1C",28.2036666666667,3.22192592734755
"A4098","cancer","LSM5",51.9596666666667,5.93576002681695
"A4098","cancer","DPY19L1P1",68.6756666666667,7.84535974085679
"A4098","cancer","EEPD1",33.464,3.82285503892254
"A4098","cancer","AOAH",32.4423333333333,3.70614204690826
"A4098","cancer","STK17A",76.8246666666667,8.77628388955927
"A4098","cancer","IGFBP1",0,0
"A4098","cancer","IGFBP3",980.407333333333,111.999614942325
"A4098","cancer","TNS3",86.514,9.88317238935408
"A4098","cancer","PKD1L1",28.1433333333333,3.21503357773757
"A4098","cancer","UPP1",39.6966666666667,4.53486140912907
"A4098","cancer","EGFR",119.109333333333,13.6067928256048
"A4098","cancer","AUTS2",16.5463333333333,1.89021736071675
"A4098","cancer","NCF1B",54.7926666666667,6.25939582424905
"A4098","cancer","VPS37D",52.05,5.94607951159211
"A4098","cancer","DNAJC30",57.9483333333333,6.61989236434666
"A4098","cancer","STX1A",25.25,2.8845054306955
"A4098","cancer","MIR4284",0,0
"A4098","cancer","ABHD11",0,0
"A4098","cancer","CLDN3",0,0
"A4098","cancer","CLDN4",54.8856666666667,6.27001994326111
"A4098","cancer","LIMK1",45.8293333333333,5.23544399545166
"A4098","cancer","RFC2",50.1203333333333,5.72563856191163
"A4098","cancer","CLIP2",34.8193333333333,3.97768538982958
"A4098","cancer","GTF2IRD1",38.6756666666667,4.41822457567402
"A4098","cancer","GTF2I",89.2343333333333,10.1939373902769
"A4098","cancer","GTF2IRD2",98.8886666666667,11.2968275657124
"A4098","cancer","STAG3L2",231.846,26.4855859835655
"A4098","cancer","PMS2P5",165.766666666667,18.9368257516155
"A4098","cancer","GTF2IRD2B",112.308333333333,12.8298612836578
"A4098","cancer","GTF2IP1",143.165666666667,16.3549363560056
"A4098","cancer","HIP1",29.9993333333333,3.42705900662355
"A4098","cancer","POR",38.3013333333333,4.37546154466846
"A4098","cancer","SNORA14A",0,0
"A4098","cancer","TMEM120A",103.591,11.834011963215
"A4098","cancer","SRRM3",20.6976666666667,2.36445670901882
"A4098","cancer","HSPB1",662.261,75.655265387637
"A4098","cancer","YWHAG",236.61,27.0298150477965
"A4098","cancer","ZP3",45.34,5.17954361297957
"A4098","cancer","DTX2",266.409666666667,30.4340645659318
"A4098","cancer","UPK3B",58.771,6.71387202643189
"A4098","cancer","POMZP3",77.4253333333333,8.84490275142216
"A4098","cancer","PMS2P11",47.769,5.45702732352053
"A4098","cancer","HGF",27.4603333333333,3.13700913381025
"A4098","cancer","FAM133B",36.2683333333333,4.14321601830791
"A4098","cancer","CDK6",71.4543333333333,8.16278861571194
"A4098","cancer","GNGT1",46.2976666666667,5.28894538330812
"A4098","cancer","TFPI2",354.236,40.4671550791228
"A4098","cancer","GNG11",111.054,12.6865689544736
"A4098","cancer","BET1",60.1946666666667,6.87650862965962
"A4098","cancer","LMTK2",66.442,7.59019048816913
"A4098","cancer","BAIAP2L1",51.5973333333333,5.89436784987747
"A4098","cancer","SMURF1",165.179666666667,18.8697681402167
"A4098","cancer","KPNA7",12.5816666666667,1.43730240899804
"A4098","cancer","MYH16",22.1133333333333,2.52617940953584
"A4098","cancer","TRIM56",205.077333333333,23.4275913549525
"A4098","cancer","SERPINE1",265.526,30.3331163956774
"A4098","cancer","AP1S1",59.9956666666667,6.85377529973058
"A4098","cancer","VGF",48.0093333333333,5.48448248412161
"A4098","cancer","MYL10",0,0
"A4098","cancer","CUX1",34.7563333333333,3.9704884059827
"A4098","cancer","SH2B2",21.798,2.4901564110218
"A4098","cancer","FBXL13",32.0403333333333,3.66021843569482
"A4098","cancer","LRRC17",31.7993333333333,3.63268711653451
"A4098","cancer","NAMPT",139.124333333333,15.8932631699759
"A4098","cancer","PIK3CG",28.3536666666667,3.23906160317347
"A4098","cancer","LAMB1",184.654333333333,21.0945119723349
"A4098","cancer","NRCAM",43.9366666666667,5.01922984580824
"A4098","cancer","IFRD1",59.3046666666667,6.77483695309253
"A4098","cancer","CAV2",39.8093333333333,4.54773220563832
"A4098","cancer","CAV1",65.0873333333333,7.43543629582132
"A4098","cancer","MET",95.7416666666667,10.9373210868847
"A4098","cancer","CAPZA2",54.978,6.28056790371395
"A4098","cancer","CCDC136",62.515,7.1415784950467
"A4098","cancer","FLNC",512.539666666667,58.5514238394797
"A4098","cancer","ATP6V1F",0,0
"A4098","cancer","MIR183",0,0
"A4098","cancer","UBE2H",104.598333333333,11.9490875462059
"A4098","cancer","ZC3HC1",36.8403333333333,4.20856006212406
"A4098","cancer","KLHDC10",78.3683333333333,8.95262903344774
"A4098","cancer","MIR29A",0,0
"A4098","cancer","MIR29B1",0,0
"A4098","cancer","MKLN1",46.893,5.35695497669719
"A4098","cancer","AKR1B1",162.674,18.5835261953648
"A4098","cancer","AKR1B10",416.527333333333,47.5831823775491
"A4098","cancer","AKR1B15",56.669,6.47374408919142
"A4098","cancer","TMEM140",111.066,12.6879398085397
"A4098","cancer","WDR91",86.0486666666667,9.83001371501414
"A4098","cancer","STRA8",8.352,0.954114429986884
"A4098","cancer","DGKI",44.8336666666667,5.1217011872472
"A4098","cancer","CREB3L2",82.7563333333333,9.45390467027513
"A4098","cancer","TRIM24",42.047,4.80335840968134
"A4098","cancer","SVOPL",26.7053333333333,3.05075956548648
"A4098","cancer","LUC7L2",92.6686666666667,10.5862682081311
"A4098","cancer","HIPK2",111.468,12.7338634197531
"A4098","cancer","TBXAS1",36.275,4.14397760390017
"A4098","cancer","ZNF777",43.111,4.92490747020649
"A4098","cancer","ZNF746",123.389666666667,14.0957688551171
"A4098","cancer","ATG9B",48.223,5.50889130235363
"A4098","cancer","ABCB8",105.573333333333,12.0604694390743
"A4098","cancer","CDK5",100.686,11.5021510413864
"A4098","cancer","SLC4A2",214.367666666667,24.4888989570504
"A4098","cancer","FASTK",0,0
"A4098","cancer","TMUB1",85.326,9.74745783681285
"A4098","cancer","AGAP3",39.355,4.4958301475256
"A4098","cancer","CRYGN",0,0
"A4098","cancer","RHEB",97.6896666666667,11.1598563969439
"A4098","cancer","PRKAG2",44.4493333333333,5.07779577785325
"A4098","cancer","INSIG1",129.130666666667,14.7516082878943
"A4098","cancer","DNAJB6",53.953,6.16347411890354
"A4098","cancer","ESYT2",85.0236666666667,9.71291993020373
"A4098","cancer","CLN8",15.9966666666667,1.82742462863468
"A4098","cancer","PPP1R3B",27.965,3.19466116314454
"A4098","cancer","CTSB",77.8803333333333,8.8968809680941
"A4098","cancer","DLC1",20.9843333333333,2.39720488948612
"A4098","cancer","MSR1",22.0526666666667,2.51924898064624
"A4098","cancer","CSGALNACT1",27.1283333333333,3.09908217131556
"A4098","cancer","R3HCC1",32.568,3.72049793532242
"A4098","cancer","LOXL2",102.672666666667,11.7291035478808
"A4098","cancer","SLC25A37",21.4786666666667,2.45367646115241
"A4098","cancer","NEFL",252.666333333333,28.864055867482
"A4098","cancer","DOCK5",40.3903333333333,4.61410439000402
"A4098","cancer","DPYSL2",35.364,4.03990693271745
"A4098","cancer","PNOC",0,0
"A4098","cancer","ZNF395",82.914,9.47191616953215
"A4098","cancer","GSR",64.8916666666667,7.41308375868841
"A4098","cancer","UBXN8",17.1956666666667,1.96439579740315
"A4098","cancer","UNC5D",16.0106666666667,1.82902395837843
"A4098","cancer","ZNF703",34.676,3.96131129959593
"A4098","cancer","TACC1",26.9063333333333,3.0737213710932
"A4098","cancer","PLEKHA2",70.4566666666667,8.04881733182981
"A4098","cancer","HTRA4",14.2386666666667,1.62659450795497
"A4098","cancer","TM2D2",80.6313333333333,9.21114926274135
"A4098","cancer","ADAM9",96.0103333333333,10.9680129862529
"A4098","cancer","CEBPD",0,0
"A4098","cancer","UBE2V2",28.2736666666667,3.22992257606631
"A4098","cancer","SNTG1",23.5713333333333,2.69273817856372
"A4098","cancer","SDCBP",116.733,13.3353256412427
"A4098","cancer","NSMAF",52.8546666666667,6.03800289257824
"A4098","cancer","TOX",34.3956666666667,3.92928662544128
"A4098","cancer","ASPH",396.904666666667,45.3415313452827
"A4098","cancer","ARMC1",49.5693333333333,5.66269351271111
"A4098","cancer","MTFR1",43.3026666666667,4.94680305598404
"A4098","cancer","TRIM55",13.6603333333333,1.56052695782617
"A4098","cancer","MSC",175.066333333333,19.9991995735425
"A4098","cancer","RPL7",186.298,21.2822809001073
"A4098","cancer","RDH10",81.0963333333333,9.26426985780169
"A4098","cancer","STAU2",39.8916666666667,4.55713778770276
"A4098","cancer","RIPK2",130.312,14.8865612548433
"A4098","cancer","OSGIN2",39.88,4.5558050129163
"A4098","cancer","NBN",45.0773333333333,5.14953714064441
"A4098","cancer","DECR1",77.831,8.89124523471135
"A4098","cancer","GEM",39.4556666666667,4.50733008996877
"A4098","cancer","RAD54B",54.0743333333333,6.17733497668272
"A4098","cancer","FLJ42969",24.165,2.76055737555473
"A4098","cancer","ZNF706",52.4773333333333,5.99489714805616
"A4098","cancer","KLF10",125.223,14.3052048929894
"A4098","cancer","AZIN1",74.459,8.50603524214481
"A4098","cancer","OXR1",39.505,4.51296582335152
"A4098","cancer","EXT1",95.032,10.8562503005883
"A4098","cancer","ENPP2",28.2403333333333,3.226114648105
"A4098","cancer","DERL1",80.7853333333333,9.22874188992263
"A4098","cancer","KLHL38",0,0
"A4098","cancer","ANXA13",36.0766666666667,4.12132043253035
"A4098","cancer","TMEM65",21.6466666666667,2.47286841807744
"A4098","cancer","NSMCE2",70.5343333333333,8.05768980397967
"A4098","cancer","TRIB1",87.623,10.009862152627
"A4098","cancer","POU5F1B",36.2396666666667,4.13994120026118
"A4098","cancer","MYC",156.253,17.8500050321768
"A4098","cancer","PVT1",114.758666666667,13.1097820680941
"A4098","cancer","MIR1204",4386.77066666667,501.135200444187
"A4098","cancer","MIR1205",0,0
"A4098","cancer","MIR1208",0,0
"A4098","cancer","GSDMC",20.7723333333333,2.37298646765217
"A4098","cancer","ASAP1",65.4506666666667,7.47694271059965
"A4098","cancer","EFR3A",46.4883333333333,5.31072673124684
"A4098","cancer","NDRG1",105.864333333333,12.0937126501766
"A4098","cancer","ST3GAL1",41.178,4.70408572772988
"A4098","cancer","PLEC",342.516,39.1282876079248
"A4098","cancer","MIR661",0,0
"A4098","cancer","PARP10",188.278,21.5084718210094
"A4098","cancer","GRINA",110.069666666667,12.574120841776
"A4098","cancer","SPATC1",5.90066666666667,0.674079407711839
"A4098","cancer","KANK1",52.43,5.9894898903511
"A4098","cancer","GLIS3",68.1866666666667,7.78949743766431
"A4098","cancer","NFIB",69.45,7.93381790739812
"A4098","cancer","BNC2",57.2876666666667,6.54441923215341
"A4098","cancer","HAUS6",53.2346666666667,6.08141327133722
"A4098","cancer","SCARNA8",1569.08933333333,179.249374385995
"A4098","cancer","PLIN2",82.3043333333333,9.40226916711971
"A4098","cancer","MLLT3",56.817,6.49065128933966
"A4098","cancer","MIR31",2069.81433333333,236.451116238867
"A4098","cancer","MTAP",46.0656666666667,5.26244220469738
"A4098","cancer","CDKN2B-AS1",3.06866666666667,0.350557848118585
"A4098","cancer","CDKN2B",0,0
"A4098","cancer","TUSC1",99.5643333333333,11.3740142654882
"A4098","cancer","PLAA",54.192,6.19077696238616
"A4098","cancer","IFT74",41.86,4.78199593381836
"A4098","cancer","LRRC19",29.4996666666667,3.36997816648345
"A4098","cancer","B4GALT1",99.5366666666667,11.3708536852803
"A4098","cancer","NFX1",55.1946666666667,6.3053194354625
"A4098","cancer","RUSC2",66.6503333333333,7.61399003792734
"A4098","cancer","TPM2",115.051666666667,13.143253754874
"A4098","cancer","TLN1",53.494,6.11103895087624
"A4098","cancer","CREB3",264.246666666667,30.1869681205221
