"cell_line","cell_type","gene","break_density","ratio_non_se"
"MCF7","cancer","LGALS7B",0.638379976567958,2.12403564980913
"MCF7","cancer","STX1A",0.421654016298024,1.40293899460498
"MCF7","cancer","PSMG3",1.36751980900038,4.55005002154506
"MCF7","cancer","CYB5D1",0.497383029396374,1.65490667756791
"MCF7","cancer","MBD4",5.45273468104369,18.1424907995285
"MCF7","cancer","IER5",1.55072020134353,5.15959947277923
"MCF7","cancer","PTGES2",1.30401302588551,4.33874848281905
"MCF7","cancer","MAPK1IP1L",0.82786518748882,2.75449612457414
"MCF7","cancer","S100A10",2.6830634525912,8.92716349695377
"MCF7","cancer","NR2F2",3.43605345180837,11.4325328083246
"MCF7","cancer","UBE2V1",1.36502087508029,4.54173549896038
"MCF7","cancer","RHOB",0.068386741084429,0.227538270887684
"MCF7","cancer","RPS16",1.71356149059197,5.70140954878454
"MCF7","cancer","RHOF",1.65384556827436,5.50272106775519
"MCF7","cancer","BLVRB",0.615682403412028,2.04851565181901
"MCF7","cancer","NAT9",0.304870387712117,1.01437325079186
"MCF7","cancer","ANXA2",1.152715237976,3.83534626618822
"MCF7","cancer","DIDO1",0.891873615576396,2.96746675043427
"MCF7","cancer","HNRNPL",3.30056923924917,10.9817459603267
"MCF7","cancer","HNRNPF",2.93059122430525,9.75074479764717
"MCF7","cancer","SNAI1",1.30109244105239,4.32903103156504
"MCF7","cancer","SLX1B",2.40087882407208,7.98827093640529
"MCF7","cancer","ACTN4",1.20878050487584,4.02188818476708
"MCF7","cancer","KCNK15",0.61863501126474,2.0583396509563
"MCF7","cancer","SLC17A9",0.505694674597201,1.68256141512725
"MCF7","cancer","CDK11B",0.81223602706614,2.7024943464281
"MCF7","cancer","NCCRP1",1.2225153650336,4.06758719427718
"MCF7","cancer","FCGR1A",0.616568899125319,2.05146522506307
"MCF7","cancer","ST6GALNAC4",1.53063759748103,5.09278007350187
"MCF7","cancer","FXYD4",4.0661658502644,13.5290603418207
"MCF7","cancer","TOB1",1.05841655641662,3.52159306478152
"MCF7","cancer","MNT",0.754849884039805,2.51155757198809
"MCF7","cancer","SPATA2",0.877487746434619,2.91960168568882
"MCF7","cancer","TFAP2C",3.96451225176695,13.1908356557948
"MCF7","cancer","FTSJ3",1.09209330693374,3.63364328767958
"MCF7","cancer","ARRDC3",0.802923635969462,2.67150989923311
"MCF7","cancer","ZNF217",16.3122864919987,54.274694242727
"MCF7","cancer","BOLA1",1.40751771114581,4.68313215631254
"MCF7","cancer","PAF1",1.14577943227911,3.81226926017129
"MCF7","cancer","PUS1",1.27960310280706,4.2575311064432
"MCF7","cancer","ZNF750",0.849502155378033,2.82648724716157
"MCF7","cancer","SETD1B",1.10257310768283,3.668511972806
"MCF7","cancer","TNFRSF1A",0.940141846509517,3.12806615363979
"MCF7","cancer","CDK11A",0.432295708000377,1.43834632782303
"MCF7","cancer","PLEKHG2",0.788922983798343,2.62492653912851
"MCF7","cancer","NACA2",13.6025258946686,45.2587032617435
"MCF7","cancer","EHD2",0.76662514490572,2.55073654811993
"MCF7","cancer","KLF10",1.652127323944,5.49700407733144
"MCF7","cancer","CLDN3",1.14686130068609,3.81586888288688
"MCF7","cancer","CALML3",0.587907103444424,1.95610089966386
"MCF7","cancer","POLD4",1.27291576882474,4.23528082243995
"MCF7","cancer","TMEM184A",1.48549130412373,4.94256806800763
"MCF7","cancer","SERTAD3",1.93277888941663,6.43079578778486
"MCF7","cancer","GEMIN7",0.764129382829492,2.54243257898254
"MCF7","cancer","HIF1A",0.855512951681965,2.84648653614606
"MCF7","cancer","SYCN",1.36746918293676,4.54988157709522
"MCF7","cancer","ANKRD13D",1.22327028845738,4.07009899653265
"MCF7","cancer","TLCD1",0.811947178506735,2.70153328145099
"MCF7","cancer","LGALS3",0.933552135908681,3.1061406848722
"MCF7","cancer","BRD2",0.266055310650752,0.885226644609648
"MCF7","cancer","EFNA3",1.11849467325418,3.72148664951208
"MCF7","cancer","YWHAZ",1.74198125363403,5.79596857644232
"MCF7","cancer","FLJ37453",0.213280311594034,0.709632196898804
"MCF7","cancer","FRMD8",0.830064641440688,2.761814209062
"MCF7","cancer","TNRC18",1.51832667816407,5.05181883964282
"MCF7","cancer","PXN",1.10252197973041,3.66834185845776
"MCF7","cancer","PLEKHG6",1.86970906524472,6.22094811103199
"MCF7","cancer","PMEPA1",2.12306270288242,7.06391339519455
"MCF7","cancer","YIF1B",0.660540357172948,2.1977682857721
"MCF7","cancer","EIF3K",0.982215776575214,3.26805570636287
"MCF7","cancer","ID3",0.15409812324358,0.512719570400249
"MCF7","cancer","SNRPA",0.638311170323199,2.12380671575392
"MCF7","cancer","ZSWIM4",0.824894662203494,2.74461251005569
"MCF7","cancer","ZMYND8",10.8465577469341,36.0889692312411
"MCF7","cancer","RNASEH2A",0.706530012018737,2.3507863471155
"MCF7","cancer","LTBP3",0.845967069069405,2.81472520947197
"MCF7","cancer","FOXO3B",0.649343350119548,2.1605132918413
"MCF7","cancer","BCL9L",1.75250265673865,5.83097568208555
"MCF7","cancer","CARNS1",1.08604359366068,3.61351451307079
"MCF7","cancer","PRX",0.742212387643498,2.46950974176885
"MCF7","cancer","HES6",0.202676028483205,0.674349330589053
"MCF7","cancer","NFKBIB",2.57633732324229,8.57206134490639
"MCF7","cancer","MED29",1.37349306314745,4.56992439921893
"MCF7","cancer","MLPH",3.63684171572224,12.1006011160262
"MCF7","cancer","CCDC47",1.26653850407432,4.21406220942678
"MCF7","cancer","EP400",1.34581118009623,4.47782046643152
"MCF7","cancer","PARD6B",18.8934289088343,62.8627432289559
"MCF7","cancer","TBCD",0.619888115104094,2.06250901297484
"MCF7","cancer","BZW1",1.00569882396679,3.34618915612113
"MCF7","cancer","ECH1",0.646374677104427,2.1506358402479
"MCF7","cancer","AMOTL2",1.89049613459611,6.29011142751754
"MCF7","cancer","AMZ2",0.654363029833473,2.1772149100849
"MCF7","cancer","C2CD4D",0.236295041118304,0.786207446396877
"MCF7","cancer","HOOK2",1.33314788053066,4.43568678318838
"MCF7","cancer","CYB561",1.17593705141965,3.91261053107431
"MCF7","cancer","NAIF1",2.34583686176037,7.80513378537176
"MCF7","cancer","SLC25A45",0.726958704396492,2.41875726174634
"MCF7","cancer","CHMP5",0.68268671576417,2.27145426730007
"MCF7","cancer","ZNF296",1.06895821408451,3.55666756197215
"MCF7","cancer","XBP1",4.29316800968778,14.2843482532479
"MCF7","cancer","TPX2",0.58265680986076,1.93863197652561
"MCF7","cancer","TPCN2",0.742570631147752,2.47070169954052
"MCF7","cancer","DPF1",0.469263521534323,1.56134666731322
"MCF7","cancer","PRLH",0.13461150532925,0.447883152179917
"MCF7","cancer","TDRKH",4.94115985912275,16.4403647943449
"MCF7","cancer","SMAD3",2.05588373838872,6.8403936722405
"MCF7","cancer","GNB1",0.824631321151352,2.74373631436764
"MCF7","cancer","PPIF",0.946159874475112,3.14808950401051
"MCF7","cancer","NUMBL",0.397745435091196,1.32338969687689
"MCF7","cancer","PSRC1",1.37096715422281,4.5615201246473
"MCF7","cancer","WEE1",1.6354940538706,5.44166139757078
"MCF7","cancer","STX10",0.296146561938846,0.985347094544331
"MCF7","cancer","ADAMTSL4",1.03811739507448,3.45405312942243
"MCF7","cancer","CSRNP1",1.08135887408198,3.59792738352451
"MCF7","cancer","GORASP1",0.306987354134426,1.02141688047242
"MCF7","cancer","PFDN4",5.47741210471024,18.2245982113164
"MCF7","cancer","RAI1",1.08739510728325,3.61801130686272
"MCF7","cancer","TRMT1",0.423846148733167,1.41023271873834
"MCF7","cancer","MYOF",0.871646437882609,2.90016632107619
"MCF7","cancer","KCNK6",1.5341122942865,5.10434118155352
"MCF7","cancer","KRT80",3.95149544926409,13.1475257877265
"MCF7","cancer","FAM102A",2.18818395341198,7.28058663489824
"MCF7","cancer","HNRNPA2B1",2.40619526103867,8.00595993365065
"MCF7","cancer","ZC3H4",0.921559115884576,3.06623717440023
"MCF7","cancer","KRT8",1.84730288658305,6.14639764892438
"MCF7","cancer","MAST1",1.16821950876695,3.88693250807084
"MCF7","cancer","NBEAL2",0.449821076226126,1.49665722141911
"MCF7","cancer","CUEDC1",0.908471354514144,3.02269121001011
"MCF7","cancer","RXRA",0.781734111670116,2.60100752342823
"MCF7","cancer","YWHAG",1.04367923675083,3.47255864405758
"MCF7","cancer","BEST2",1.49525128765922,4.97504175723955
"MCF7","cancer","VPS37C",1.09130311854285,3.63101415084269
"MCF7","cancer","S100A11",1.32431715990314,4.40630496340262
"MCF7","cancer","TBX2",11.0818711398892,36.8719105105106
"MCF7","cancer","TUFT1",3.53849437772061,11.7733771120681
"MCF7","cancer","SPTBN4",0.542294374100666,1.80433695535581
"MCF7","cancer","FOSL2",1.46600549277182,4.87773433340426
"MCF7","cancer","SLX1A-SULT1A3",1.00036442571661,3.32844039759246
"MCF7","cancer","BRI3BP",0.995626982455755,3.31267784434148
"MCF7","cancer","NEK8",0.881288093419118,2.93224630609205
"MCF7","cancer","APOLD1",0.949623337431595,3.1596132344867
"MCF7","cancer","IRF2BP2",1.37818818987558,4.58554615572285
"MCF7","cancer","COPS8",0.580302088003674,1.93079728033616
"MCF7","cancer","MTMR11",0.948920246605044,3.15727389109332
"MCF7","cancer","NADK",0.732777853314686,2.43811889620775
"MCF7","cancer","TIMM17A",0.690953130927274,2.29895851421732
"MCF7","cancer","RAD9A",1.06339645662094,3.53816232753213
"MCF7","cancer","TSR1",0.472244038193612,1.57126352540958
"MCF7","cancer","BLOC1S3",0.370252787087299,1.23191539221295
"MCF7","cancer","NKPD1",0.22845197669127,0.76011178384754
"MCF7","cancer","RTBDN",1.12089675246457,3.7294789144073
"MCF7","cancer","SAE1",0.96248340995526,3.20240162620012
"MCF7","cancer","GALK1",0.61039599764083,2.03092657520394
"MCF7","cancer","PLEKHF2",0.857351512202902,2.85260384595235
"MCF7","cancer","TRIM16L",0.971740833110172,3.2332031825273
"MCF7","cancer","VPS72",1.09930872402147,3.65765062450892
"MCF7","cancer","RNF166",1.68876798564743,5.61891590813335
"MCF7","cancer","PIP5KL1",1.17986025519083,3.92566392400224
"MCF7","cancer","SLC35E2B",0.570997490134035,1.89983876298338
"MCF7","cancer","PPP1CA",1.42947645694958,4.75619390734529
"MCF7","cancer","ISG15",0.270317130004141,0.899406688739965
"MCF7","cancer","ZNF286B",0.583855451914886,1.94262013177448
"MCF7","cancer","ZMIZ1",0.540299787940015,1.79770051269259
"MCF7","cancer","PWWP2B",1.11838858978094,3.72113368562335
"MCF7","cancer","NBPF10",1.18324030653158,3.93691012502585
"MCF7","cancer","ANKRD11",2.63463106033751,8.76601789162722
"MCF7","cancer","ZDHHC22",0.450097606042412,1.4975772991308
"MCF7","cancer","ITGB4",0.733323501415157,2.43993439177495
"MCF7","cancer","CGN",1.18407196839809,3.93967725356667
"MCF7","cancer","FKBP10",0.189977471863319,0.632098339092163
"MCF7","cancer","SCYL1",0.5934783975408,1.97463786465436
"MCF7","cancer","POLG2",0.559604916683864,1.86193307508676
"MCF7","cancer","KLHL10",0.224926163225036,0.748380599017588
"MCF7","cancer","ESYT2",1.04134510194843,3.46479244569025
"MCF7","cancer","RPS6KB2",0.479664928528314,1.59595451855283
"MCF7","cancer","NACC1",0.558827335637125,1.85934588575672
"MCF7","cancer","MAP4K1",0.503623151573647,1.67566898598953
"MCF7","cancer","KRT86",0.970633556648926,3.22951902142544
"MCF7","cancer","ZNF286A",0.780278753994387,2.59616521680845
"MCF7","cancer","MYO15B",0.41732885118981,1.38854818471375
"MCF7","cancer","TGFB2",0.892565155500078,2.9697676613417
"MCF7","cancer","DHX37",0.603853225192639,2.00915728036599
"MCF7","cancer","SPINT2",1.29167843225234,4.2977084791153
"MCF7","cancer","TNNI1",1.35417703391102,4.50565556840206
"MCF7","cancer","RNF114",1.38335669534357,4.6027429511632
"MCF7","cancer","TCFL5",1.1228084313405,3.73583950564213
"MCF7","cancer","NFE2L3",0.660990205110512,2.19926503236731
"MCF7","cancer","RMND5B",1.86107969764129,6.19223623863974
"MCF7","cancer","HIPK4",0.538448920531184,1.7915422550659
"MCF7","cancer","SPG7",2.02931677025538,6.75199931544075
"MCF7","cancer","MIB2",0.155668674838656,0.517945153438959
"MCF7","cancer","B3GNTL1",0.501732791274815,1.66937932651856
"MCF7","cancer","CDKN1B",0.721363410039932,2.40014044242126
"MCF7","cancer","SMCR5",0.777040179096621,2.5853897401489
"MCF7","cancer","PVT1",4.2853047398388,14.2581853626555
"MCF7","cancer","CATSPERG",0.666478994769754,2.21752748629516
"MCF7","cancer","ST6GALNAC6",1.1454090052316,3.81103676497493
"MCF7","cancer","SLC9A3R1",0.60349616328475,2.00796925403468
"MCF7","cancer","SLC25A25",1.4378676281363,4.78411324598127
"MCF7","cancer","JUP",0.933324019595398,3.10538168991699
"MCF7","cancer","MYL12A",1.45624760989657,4.84526763354766
"MCF7","cancer","ZNFX1",0.622305162512457,2.07055108047552
"MCF7","cancer","SLC9A8",0.722648625228605,2.40441664621621
"MCF7","cancer","CDRT1",0.410365778850938,1.3653804563657
"MCF7","cancer","UBE3C",0.719196788293459,2.39293159816224
"MCF7","cancer","EIF4B",2.62475581792127,8.73316070983503
"MCF7","cancer","CTBP2",1.11783817975983,3.71930234606108
"MCF7","cancer","INTS1",0.997909886609242,3.32027358666594
"MCF7","cancer","SUPT5H",0.591969264583985,1.96961663542062
"MCF7","cancer","CXXC5",0.683497077077683,2.27415052404732
"MCF7","cancer","CEP55",0.570632075029161,1.89862294366225
"MCF7","cancer","CLDN4",0.821469353580501,2.73321572774127
"MCF7","cancer","PHLDA3",0.732295860312745,2.43651519565845
"MCF7","cancer","PIP5K1A",2.11165822946909,7.02596811340886
"MCF7","cancer","PRDX2",1.09927952292029,3.65755346579124
"MCF7","cancer","CBX3",0.703936462194407,2.34215701585726
"MCF7","cancer","EFNA1",0.853441326341016,2.83959376657505
"MCF7","cancer","VEZF1",1.05170845990742,3.49927369912018
"MCF7","cancer","PTH1R",0.598267121901769,1.99057104181084
"MCF7","cancer","CCDC12",0.695338319753953,2.3135490366975
"MCF7","cancer","GATA3",1.88871193939734,6.28417500352633
"MCF7","cancer","KIAA1522",1.06330489282297,3.53785767391161
"MCF7","cancer","CAPN12",0.377188430994094,1.25499185991737
"MCF7","cancer","UPK2",0.574686796156346,1.91211392480247
"MCF7","cancer","MAPK8IP3",0.670499237057353,2.23090374847938
"MCF7","cancer","AGRN",0.678618312785314,2.25791776352165
"MCF7","cancer","CD55",0.913421308032741,3.03916083331334
"MCF7","cancer","RAB10",1.01942926234721,3.39187345337043
"MCF7","cancer","KRT83",0.695825218068754,2.31516905834046
"MCF7","cancer","HSPB1",2.6032984626418,8.66176719932858
"MCF7","cancer","NCOA3",12.0539067261537,40.1060944039477
"MCF7","cancer","HSDL1",1.14114139661505,3.79683745864688
"MCF7","cancer","CLCF1",0.99052529113019,3.29570335477795
"MCF7","cancer","PIM3",0.917447713631394,3.05255760223787
"MCF7","cancer","NRP1",0.594201338319728,1.97704325336251
"MCF7","cancer","ENSA",1.13534179987315,3.77754087873137
"MCF7","cancer","SIRT4",0.552181053319459,1.83723218999622
"MCF7","cancer","ST3GAL4",0.619748517828607,2.06204454102923
"MCF7","cancer","PROCA1",0.952143617971708,3.16799878214047
"MCF7","cancer","DSTN",1.06943819656954,3.55826457307355
"MCF7","cancer","CSRP1",1.61598408560651,5.37674728741594
"MCF7","cancer","PARP10",0.555865571160487,1.84949142044511
"MCF7","cancer","SPTLC1",1.02973969604234,3.42617861571462
"MCF7","cancer","THOC7",3.72521832851892,12.3946502451965
"MCF7","cancer","MMP17",0.76936608922825,2.5598562944605
"MCF7","cancer","SCNN1A",1.27159130877,4.23087404203285
"MCF7","cancer","AZIN1",1.16518287372275,3.87682893132019
"MCF7","cancer","CCNL1",1.71404626449902,5.70302250203882
"MCF7","cancer","CCDC83",0.462743756059517,1.53965392191834
"MCF7","cancer","MYL12B",2.13046482068631,7.0885419278501
"MCF7","cancer","METRNL",0.625673636362195,2.08175876054838
"MCF7","cancer","PPP1R15B",1.52631592706322,5.07840089124198
"MCF7","cancer","PPFIA1",0.831037993297548,2.76505277248765
"MCF7","cancer","DCPS",0.404432036963957,1.34563754498481
"MCF7","cancer","MRPS23",0.593004798672538,1.97306209330059
"MCF7","cancer","DDX42",0.880159077723552,2.92848981360388
"MCF7","cancer","PPM1D",4.77970575667933,15.9031702049384
"MCF7","cancer","SLC16A6",0.484313456424515,1.61142123012444
"MCF7","cancer","SIRT2",0.432171298942717,1.43793239053909
"MCF7","cancer","POLE4",0.932159581715288,3.10150733974919
"MCF7","cancer","TRIM16",0.851272904651385,2.83237893349499
"MCF7","cancer","BFSP1",0.677084213553886,2.25281346580321
"MCF7","cancer","KRT78",0.374881564204791,1.24731638844318
"MCF7","cancer","MAX",0.681372590715817,2.26708187381427
"MCF7","cancer","NOTCH2",1.04397906516489,3.47355624151312
"MCF7","cancer","ARSG",0.501725239015364,1.66935419843043
"MCF7","cancer","CUX1",1.22591652038271,4.07890361314557
"MCF7","cancer","TUBD1",6.57611615072827,21.8802369343198
"MCF7","cancer","NFX1",0.537385985295065,1.78800562732408
"MCF7","cancer","AEN",0.685028316128932,2.27924530529456
"MCF7","cancer","SLC38A1",1.35029299775907,4.49273249506844
"MCF7","cancer","SCARB1",0.815163349294628,2.71223421453176
"MCF7","cancer","C2CD3",0.659381022101128,2.19391091381025
"MCF7","cancer","UNK",0.935599673662501,3.11295330955197
"MCF7","cancer","ZCCHC8",1.35600341304849,4.51173234796979
"MCF7","cancer","PAK4",0.793522607471966,2.64023053520778
"MCF7","cancer","TRAPPC6A",0.713297050728809,2.37330182691031
"MCF7","cancer","CLTC",1.66839724984656,5.55113782824037
"MCF7","cancer","CLIP1",0.667805940131558,2.22194253588518
"MCF7","cancer","SNRNP48",0.306653616545972,1.02030645946679
"MCF7","cancer","KLF9",0.582987739947943,1.93973305633477
"MCF7","cancer","SH3BP5",1.04909994072727,3.49059456140404
"MCF7","cancer","GPR37L1",3.34568248901386,11.1318480222587
"MCF7","cancer","SULF2",8.88749848559273,29.5707326575492
"MCF7","cancer","DNAH2",0.234542771884211,0.780377247365123
"MCF7","cancer","PLXND1",0.547051125297879,1.82016375051074
"MCF7","cancer","S100PBP",0.699041392360652,2.32587000307986
"MCF7","cancer","ULK1",1.12852465803406,3.75485869440929
"MCF7","cancer","PCBP1",5.2133580488205,17.3460301973229
"MCF7","cancer","RORC",1.09633745213897,3.64776452589156
"MCF7","cancer","RPS6KB1",7.85356602620108,26.1306037627656
"MCF7","cancer","TBC1D10C",0.33720994911552,1.12197434080302
"MCF7","cancer","SYNM",0.734282049482474,2.44312369961944
"MCF7","cancer","HSCB",0.680851779046817,2.26534901471406
"MCF7","cancer","CD300LF",0.47708388968947,1.58736681419419
"MCF7","cancer","SULT1A4",1.58046430854025,5.2585648952181
"MCF7","cancer","PDCD4",1.59588111583792,5.3098601261283
"MCF7","cancer","BCAS4",2.95736691451149,9.83983362034495
"MCF7","cancer","SLC50A1",1.13901244484259,3.78975395097525
"MCF7","cancer","VAV2",0.65922089233924,2.19337812560365
"MCF7","cancer","PLEKHA6",0.988074645919305,3.28754949973234
"MCF7","cancer","LDHD",0.528707446461202,1.75913015104351
"MCF7","cancer","PPP1R14A",0.36903277034298,1.22785611849916
"MCF7","cancer","POGZ",1.63084105729686,5.42617981769075
"MCF7","cancer","PLEKHM1",0.175088000539131,0.582557675129908
"MCF7","cancer","LYL1",0.156785881207131,0.521662353604904
"MCF7","cancer","TM4SF1",0.699648783693244,2.32789093244977
"MCF7","cancer","SGPP1",0.871083132182414,2.89829207465106
"MCF7","cancer","SHB",0.58795056613003,1.95624550992272
"MCF7","cancer","SSH3",1.89824222992993,6.31588445179738
"MCF7","cancer","BAG1",0.637772545793191,2.12201458920611
"MCF7","cancer","RPS10P7",0.830801782430953,2.76426684510907
"MCF7","cancer","ATXN7",3.8856568092256,12.9284656296549
"MCF7","cancer","SPEN",0.568103195964194,1.89020878675695
"MCF7","cancer","LCN2",0.221546822554668,0.737136762556268
"MCF7","cancer","LYZL1",0.565208028426968,1.88057590463822
"MCF7","cancer","SHOC2",0.453322760518548,1.50830812298947
"MCF7","cancer","LXN",0.91610006782128,3.04807367753932
"MCF7","cancer","NANOS3",0.331592943476377,1.10328528309345
"MCF7","cancer","STRADA",0.607338951044383,2.02075508456776
"MCF7","cancer","MMP23A",0.131904643537303,0.438876806184996
"MCF7","cancer","DUSP16",0.748467239815629,2.49032106023989
"MCF7","cancer","USP32",4.44184368597748,14.7790261070185
"MCF7","cancer","DSP",0.776914724149992,2.58497232295402
"MCF7","cancer","EIF3H",0.52368788350404,1.74242892127626
"MCF7","cancer","C1QTNF6",1.37617680866031,4.57885383208583
"MCF7","cancer","CHD2",1.04225052273416,3.46780498696279
"MCF7","cancer","PRG4",0.597768482476318,1.9889119548173
"MCF7","cancer","SLC39A6",1.1579485126279,3.85275856346238
"MCF7","cancer","ATP9A",1.17733539215895,3.91726312935413
"MCF7","cancer","PGPEP1L",0.558351724407964,1.85776341881968
"MCF7","cancer","RNF139",2.96546031854175,9.86676221979915
"MCF7","cancer","AHDC1",0.499986766756196,1.66356990507817
"MCF7","cancer","SALL4",0.8579626411342,2.85463721116485
"MCF7","cancer","PER2",0.948704167073261,3.156554945253
"MCF7","cancer","PTRH2",1.42902296468182,4.75468503523306
"MCF7","cancer","IFT122",1.26027932312279,4.19323648812026
"MCF7","cancer","CD9",0.792847257346888,2.63798349144948
"MCF7","cancer","TMEM104",0.496992500234772,1.6536072980573
"MCF7","cancer","IRS1",0.650459269014912,2.16422620829083
"MCF7","cancer","RIN2",0.538205402097225,1.79073201374553
"MCF7","cancer","TANC2",0.844635092436384,2.81029341969614
"MCF7","cancer","SSTR3",0.871516277225517,2.89973324691031
"MCF7","cancer","CREBL2",0.423391011449799,1.40871837328435
"MCF7","cancer","APRT",2.87710932707418,9.57279833862922
"MCF7","cancer","CREB3L2",0.454161650948698,1.51109930260871
"MCF7","cancer","CYP24A1",14.3349817403327,47.6957507651217
"MCF7","cancer","CALML5",0.278012078016768,0.925009534227251
"MCF7","cancer","CYP1B1",0.788586240063553,2.623806115989
"MCF7","cancer","UCP3",0.443133425758211,1.47440588439617
"MCF7","cancer","SULT1A3",1.44335829640088,4.80238195045718
"MCF7","cancer","IGF1R",2.69566580171807,8.96909438419857
"MCF7","cancer","MMP23B",0.052194525614761,0.173663080296859
"MCF7","cancer","SYTL2",2.05858005366923,6.84936492758865
"MCF7","cancer","CTU2",1.18011549912194,3.9265131787235
"MCF7","cancer","PACS1",0.83157966612551,2.76685504141737
"MCF7","cancer","TRIM46",0.833941333595273,2.77471284724289
"MCF7","cancer","STXBP1",0.420202061288842,1.39810800943217
"MCF7","cancer","RBM20",0.390156140349243,1.29813838389636
"MCF7","cancer","RERG",0.442139145340426,1.47109768687933
"MCF7","cancer","FBXW10",0.35626034969551,1.18535936455108
"MCF7","cancer","BCAS3",4.13469464875315,13.7570712700633
"MCF7","cancer","FAM102B",1.01735720083484,3.38497923255772
"MCF7","cancer","LGALS4",0.353819279105468,1.17723736645079
"MCF7","cancer","HLA-DMA",0.189340700479523,0.629979655597056
"MCF7","cancer","RNPEP",0.478782493284891,1.59301845541728
"MCF7","cancer","RINL",0.43737443994187,1.455244426284
"MCF7","cancer","CA5A",0.856612984256525,2.85014659518625
"MCF7","cancer","TPR",0.990387788956983,3.29524585371504
"MCF7","cancer","APPBP2",3.95631500649351,13.1635615528622
"MCF7","cancer","SDC1",1.61268732697047,5.36577822020083
"MCF7","cancer","GRHL2",1.73403995952367,5.76954608135296
"MCF7","cancer","UTP23",0.620480944037249,2.06448148992349
"MCF7","cancer","PA2G4P4",0,0
"MCF7","cancer","ZDHHC7",1.53251640676186,5.09903130010386
"MCF7","cancer","COX4I2",0.68349380644991,2.27413964192344
"MCF7","cancer","BCAS1",5.82562880102343,19.3831945081556
"MCF7","cancer","PHF3",0.345065475530599,1.1481114672263
"MCF7","cancer","ADA",0.565263956253583,1.88076198926165
"MCF7","cancer","TGIF1",1.00279690807586,3.33653382069191
"MCF7","cancer","FOXR1",0.86333317898869,2.87250621439222
"MCF7","cancer","GINS2",1.71073097771361,5.69199178744873
"MCF7","cancer","CXCR5",1.22078711672417,4.06183691833544
"MCF7","cancer","RAB37",0.382792280415352,1.27363714389213
"MCF7","cancer","CCDC117",0.657735320503503,2.18843528958862
"MCF7","cancer","UQCRHL",0.562604353666895,1.87191288541159
"MCF7","cancer","CELSR2",1.93716950882666,6.4454043790533
"MCF7","cancer","FAM83B",0.429222651432987,1.42812156836534
"MCF7","cancer","ITGB6",0.949067111354629,3.15776254358129
"MCF7","cancer","CACNG4",1.09148657676688,3.63162455815871
"MCF7","cancer","NME3",1.11124328853386,3.69735964017314
"MCF7","cancer","SAP30BP",0.726494817450006,2.41721380416937
"MCF7","cancer","ESRP1",1.69668007609889,5.64524123599491
"MCF7","cancer","E2F6",0.556458577618606,1.85146448805976
"MCF7","cancer","KIF3C",0.735489898373255,2.44714248811183
"MCF7","cancer","WFIKKN2",0.238767971145084,0.794435448103009
"MCF7","cancer","TFF1",1.58730109708386,5.28131244860301
"MCF7","cancer","CHEK2",0.683620818369448,2.27456223952197
"MCF7","cancer","RECQL5",0.793786719595919,2.64110929642745
"MCF7","cancer","ALG12",0.834114420486362,2.77528874677088
"MCF7","cancer","ACE",0.787498932652003,2.62018839646583
"MCF7","cancer","SLC7A2",0.743470835653214,2.47369688505996
"MCF7","cancer","TRAF4",0.981299603746396,3.26500739059292
"MCF7","cancer","FADD",0.528294025535442,1.7577546054172
"MCF7","cancer","TRIM33",3.80488972034095,12.6597351205237
"MCF7","cancer","CD5",0.478184076730642,1.59102738718
"MCF7","cancer","SLC1A2",0.272725225590061,0.907418971487523
"MCF7","cancer","PRICKLE2",3.65115517675684,12.1482252624994
"MCF7","cancer","TBC1D9",0.665297397341242,2.21359604239967
"MCF7","cancer","WDR89",0.916512863396625,3.04944714248229
"MCF7","cancer","CORO1A",0.457087109424666,1.52083296958303
"MCF7","cancer","SCNM1",0.661769256866893,2.20185711508347
"MCF7","cancer","FAM174B",0.87925580763353,2.92548442818605
"MCF7","cancer","PRKCH",0.631916849591561,2.10253135360467
"MCF7","cancer","WASF2",0.647602724474229,2.15472183368262
"MCF7","cancer","CDH1",1.9980385689513,6.64792961233237
"MCF7","cancer","HMCN1",0.59283965708401,1.97251262960471
"MCF7","cancer","ELP2",1.01176530722977,3.36637372830779
"MCF7","cancer","RPRD1A",0.575310482552835,1.91418907156313
"MCF7","cancer","GPR19",0.266644423029943,0.887186755736367
"MCF7","cancer","TTC21A",0.882864052649007,2.93748988156402
"MCF7","cancer","ARHGAP27",0.214210315094314,0.71272653046431
"MCF7","cancer","BANP",1.00716913709283,3.35108122293201
"MCF7","cancer","FGR",0.206049754644315,0.685574486298693
"MCF7","cancer","TCHHL1",0.625225417394066,2.08026743390567
"MCF7","cancer","TMOD4",1.26116372340508,4.1961790893879
"MCF7","cancer","AOX2P",0.465161658749205,1.54769883513488
"MCF7","cancer","CRELD2",1.01859431975482,3.38909540910701
"MCF7","cancer","XIRP1",0.0861938149402083,0.286786463307192
"MCF7","cancer","SEMA6C",0.435521054096165,1.44907778924395
"MCF7","cancer","WDR59",1.40588771550787,4.6777087893977
"MCF7","cancer","ZNF541",0.308710123038157,1.02714892518281
"MCF7","cancer","N4BP3",0.941798349948225,3.13357771804813
"MCF7","cancer","LTBR",0.789715238017648,2.62756254944726
"MCF7","cancer","HK2",0.648439896467903,2.15750729567212
"MCF7","cancer","GRINA",0.41313424115687,1.37459176130757
"MCF7","cancer","LYSMD1",0.401038999895744,1.33434813748686
